COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2338	ɲ o ɾ l a	ɲ u r tʃ u				j u r tʃ u	ɲ u r kʰ ə n	
962	s e m				s e m			s e m
909		pʰ e l u l a	pʰ e l u l a		pʰ e l o	pʰ e l o	pʰ e l u l a	
2452	n u ŋ k a l a	n o ŋ kʰ u			n o ŋ kʰ ə n	n o ŋ kʰ u	n o ŋ tʃ u kʰ ə n	
2034						g o k u	g o kʰ e n	
2209	b i t i ŋ p i n l a	b i t i ŋ p e w o	b i t i ŋ p e w o	b i t i ŋ pʰ i tʃʰ a m	b i t i ŋ p æ kʰ ə n	p i t i ŋ		
1648						ɾ i t a ŋ p u		ɾ i t a ŋ p u
2314				k o t tʃʰ a m	g o t kʰ ə n		g o t kʰ ə n	g o t p a n
1547	j a s			j a s				j a s
2		a ʃ i			a ʃ i		a ʃ i	
517	t i ŋ p u			t i ŋ p u				
2646		h a ŋ j a				h a ŋ j a		
1089		j o m l o k p a ts o k			j o m l o k p a ts o k		j o m l o k p a ts o k	
2072		g e p ʃ u			g e p k a n	g e p k a n	g e p kʰ ə n	g e p a n
266	j i			j i				
1761					s a ʔ	s a h̥		
2491					pʰ a kʰ e n		pʰ aː kʰ e n	
936		tʰ o ŋ	tʰ o ŋ		t o ŋ	kʰ a t o ŋ		
445	n a ɾ i k o l							n a ɾ i k o l
873		pʰ u ŋ b e	pʰ u ŋ b e		pʰ u ŋ b e	pʰ u ŋ b e	pʰ u ŋ b e	
965				tʰ i ŋ l o m			tʰ i ŋ l o m	
1014			g e s t̪ u j a			g e s t̪ u r		
134	dʒ a p							dʒ a p
2783	n a ɲ i ŋ	n a ɲ i ŋ			n a ɲ i ŋ		n a ɲ i ŋ	
388	g u w a			g o w a				
2083			z a m b o		z a m b o			
1013	g e s a ŋ	g e dʒ a ŋ j a			g e dʒ a ŋ		g e dʒ a ŋ	k e z a ŋ
1566	m ĭ n k a	m i n p a n		m ĭ n k a			m i ŋ kʰ e n	
2266		g ɾ a n tʃ u			g ɾ a kʰ e n	g r a k a n	g ɾ a kʰ e n	
1611	ɕ i t k a l a					ʃ i k a n	z i t kʰ e n	
1959	u ɲ u	u ɲ u b a g m o		u ɲ u b a				
1486	p a s a g o ŋ			p a s a g o m				
2407					pʰ a kʰ e n		pʰ a kʰ e n	
2605	ɾ e d̪ a ŋ			pʰ a i ɾ e d̪ a ŋ				
2463			d̪ a ŋ b a	d̪ a ŋ tʃʰ a m				
2033	g o k p o	g o k tʃ u	g o k p o	g o k tʃʰ a m	g o k p o			g o k p a n
2268				s e m pʰ e k a				s e m pʰ e l a n
1773						h a ŋ a n u		h a ŋ g i n u
153	l i ʃ i ŋ			l i ʃ i ŋ				
2201		n a ʃ u				n a ʃ u		
72	d̪ a n		d̪ a n			d̪ a n		
1603		r a	r a		ɾ u	r a	ɾ u	
764	g a ɾ a ŋ b r u m a	g a ɾ a ŋ b r u m a	g a ɾ a ŋ b r u m a	g ă z a ŋ b r u m a		g a ɾ a ŋ b r u m a		g a ɾ a ŋ b r u m a
2433		pʰ i r	pʰ i r pʰ o		pʰ i r p o k			
2302	ʃ o ŋ l a k a	ʃ o ŋ l a i			ʃ o ŋ l a kʰ a n		ʃ o ŋ l a kʰ a n	ʃ o ŋ l a l a n
2320	tʃ o ŋ o		tʃ o ŋ a l o		tʃ o ŋ a l o		tʃ o ŋ a kʰ e n	
1770		tʃ j a ŋ			o tʃ a n			
1646		tʃ o	tʃ o	tʃ o			tʃ o	
1577			ɾ i				ɾ i	
774		tʃ i n a ŋ	tʃ i n a ŋ			tʃ i n a ŋ		tʃ i n a ŋ
1612		dʒ i p a n			dʒ i d p æ n			dʒ i p a n
2045			l e j a ŋ b o		l e ŋ b o	l e j a ŋ b o		
267		dʒ i	dʒ i		dʒ i	dʒ i	dʒ i	dʒ i
2158					p i r kʰ ə n		p i r kʰ ə n	
863	s e		s e	s e				
2166					g r a n dʒ a m e kʰ e n		g r a ŋ g i m e kʰ e n	
