COGID	dutch	english	french	german
1939	v l uː r	f l ɔː r		
-1785	x r aː n	ɡ r eɪ n		
320		d aɪ		t oː t
2082	t ə r ʉ + ɣ eː v ə	ɡ ɪ v + b æ k		ts uː r ʏ k + ɡ eː b ə n
1669	b ɛ r x			b ɛ r k
162	aː d ə l aː r			aː d l ə r
27	v l eː s			f l ai ʃ
271		l eɪ z ɪ		l ɛ s ɪ x
476	z w ɛ m ə	s w ɪ m		ʃ v ɪ m ə n
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
638	m aː l ə			m aː l ə n
860	m ɪ d ə	m ɪ d l̩		m ɪ t ə
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
2006	p ɔ t	p ɔ t		
1065			t y	d uː
1644	x iː t ə			ɡ iː s ə n
1553	h uː s t ə			h ʊ s t ə n
169	r ɛɪ ɣ ə r			r ai ə r
1020		s w ɔ m p		z ʊ m pf
1212	r oː k			r au x
1293	w ɛ s t ə	w ɛ s t		v ɛ s t ə n
205	ɑ r m + b ɑ n t			a r m + b a n t
1648	s m eː d ə			ʃ m iː d ə n
52	b ɑ k + s t eː n			b a k + ʃ t ai n
1193	b r eː t			b r ai t
1895		h iː l		h ai l ə n
1472	m ɔ d ə r	m ʌ d		
-588	p l ɑ t			p l a t
1264	s x ɪ l ə			ʃ ɛː l ə n
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
1240	h iː l	h iː l		
581	v ə r + l iː z ə	l uː z		f ɛ r + l iː r ə n
855	l aː x	l əʊ		
108	m ɛɪ s j ə			m ɛː t x ə n
2051	h eː m ə l			h ɪ m ə l
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
684	t ɛɪ t			ts ai t
736	v r ɑu w			f r au
630	v ɑ ŋ ə			f a ŋ ə n
1075	b l aː z ə	b l əʊ		b l aː z ə n
528	j øː k			j ʊ k ə n
-1791	r ɛɪ k	r ɪ tʃ		r ai x
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
586	k r aː x			k r aː ɡ ə n
1568	w ɛɪ n ə x			v eː n ɪ x
1548	aː d ə m ə			aː t m ə n
-1161	l ɛɪ n	l aɪ n		
-445		f æ m ə l ɪ		f a m iː l iː ə
133	x aː n	ɡ əʊ		
2091	b ə + w aː r ə			b ə + v aː r ə n
-346		r iː f		r ɪ f
1586	w ɛ r k + t œy x			v ɛ r k + ts ɔy k
885	d eː l ə			au s + t ai l ə n
1617	s x ʉ p			ʃ ʊ p ə
837	b l ɛɪ v ə			b l ai b ə n
940	m aː x			m aː ɡ ə n
1681	d ɑ l			t aː l
2192	k uː	k aʊ		
-2035		k ʌ z n̩		k uː z iː n ə
-2290	s t ɔ f			ʃ t ɔ f
874	m ɑ n	əʊ l d + m æ n		
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
672	d eː k ə			d ɛ k ə
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
-1021	m uː r ɑ s			m oː r a s t
1267	n iː r			n iː r ə
467	d ʉ n	θ ɪ n		d ʏ n
1689		l ɪ f t	l ə v e	
1571	m eː n ə x t ə			m ɛ ŋ ə
514	h ɛ ŋ s t			h ɛ ŋ s t
474	d ɪ k	θ ɪ k		d ɪ k
1390	d ɪ ŋ	θ ɪ ŋ		d ɪ ŋ
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
721			p ɛ ʀ	eː ə
347	t w eː d ə			ts v ai t ə
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
1199	s l œy j ə r			ʃ l ai ə r
314	d oː d ə			t ɶː t ə n
588	v l ɑ k		p l a	f l a x
1719	h ɛ k			ɡ ə + h eː ɡ ə
1839	w ɛ + ɣ aː n	ɡ əʊ + aʊ t		au s + ɡ eː ə n
517	p aː r t			pf eː r t
576	z uː k ə	s iː k		z uː x ə n
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
1912	s t ɛ r k			ʃ t a r k
1565	m eː r	m ɔː r		m eː r
1921	s l aː n			ʃ l aː ɡ ə n
659	b oː d ə m	b ɔ t ə m		b oː d ə n
1651	z ɑ l f			z a l b ə
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
6011	j ʉ l iː		e t a b l	
1530	k oː n ɛɪ n			k a n iː n + x ə n
300		f əʊ l d		f a l t ə n
612	b eː n			b ai n
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
1851		f l əʊ		f l iː s ə n
2000	b l ɑ t			b l a t
1300	x ɛ r s t			ɡ ɛ r s t ə
1188	n ɑu w	n æ r əʊ		
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
1408	n eː m ə			n eː m ə n
319	s t ɛ r v ə			ʃ t ɛ r b ə n
1204	v iː r + k ɑ n t			f iː r + ɛ k
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
1518	s p ɪ ts			ʃ p ɪ ts ə
1051	v l iː ɣ ə	f l aɪ		f l iː ɡ ə n
716		b ɑː k		b ɔ r k ə
393	k ɑu w ə			k au ə n
1439	z ɛ n d ə	s ɛ n d		
1692	v ɑ l ə	f ɔː l		f a l ə n
1194	w ɛɪ t	w aɪ d		
287	t ɑu w			t au
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
2208	h ɑ k ə			ts ɛ r + h a k ə n
2144	k œy k ə	tʃ ɪ k ɪ n		
-1337	v ɔ r k	f ɔː k		
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
-306	p ɔ s t	p əʊ s t		
2216	v l øː ɣ ə l			f l yː ɡ ə l
1821	r ʉ x			r ʏ k ə n
1836	k ɑ l m	k ɑː m		
-1033	b aː j	b eɪ		
758	l ʉ x t			l ʊ f t
1872	w ɑ ŋ			v a ŋ ə
1144	k aː l			k aː l
2219	v ə r + z aː m ə l ə			z a m ə l n
1431	d r aː ɣ ə			t r aː ɡ ə n
2094		ʃ ʌ v l̩		ʃ au f ə l
776	v ə r + d eː l ə			t ai l ə n
1286	v ɛ r	f ɑː r		f ɛ r n
2055	b l ɪ k s ə m			b l ɪ ts
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
436	h ɑu t			h ɔ l ts
1556	x eː w ə			ɡ a f ə n
700	t w aː l f	t w ɛ l v		ts v œ l f
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
232	k oː p ə			k au f ə n
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
427	w ɑu t			v a l t
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
1799	k n oː p			k n ɔ pf
2105		r eɪ k		r ɛ x ə n
1848	r ʉ n t			r ɪ n t + f iː
1892	x ɪ f			ɡ ɪ f t
1972	d eː l			t ai l
1223	p ɛ d ə l	p æ d l̩		p a d ə l
-1158	b ɑ l	b ɔː l		
584	h aː k	h ʊ k		h aː k ə n
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
-1682	v ɑ l ɛɪ	v æ l ɪ		
352	eː r s t ə			eː r s t ə
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
1948	s l ɔ t			ʃ l ɔ s
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
-2030		ʌ ŋ k l̩		ɔ ŋ k ə l
451	h ɔ ŋ ə r s + n oː t			h ʊ ŋ ə r s + n oː t
1274	h aː j			h ai
2097		h əʊ		h a k ə
566	k l ɪ m ə	k l aɪ m		
798		s n eɪ l		ʃ n ɛ k ə
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
919	s t uː l			ʃ t uː l
243	d yː r			t ɔy ə r
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
579	v ɪ n d ə	f aɪ n d		f ɪ n d ə n
-2121	r ɔ l ə	r əʊ l		r ɔ l ə n
2107	h ɑ r k			h a r k ə
2125	w ɪ k ə l ə			v ɪ k ə l n
127	v eː			v iː
1191		b uː t	b ɔ t	
1047	b r ɔ n			b r ʊ n ə n
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
1559	ɑ l ə	ɔː l		a l ə
164	x iː r			ɡ ai ə r
995	v l ɛ x t ə			f l ɛ x t ə n
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
166	v oː ɣ ə l			f oː ɡ ə l
305	p aː l			pf aː l
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
1696	w ɛ r p ə			v ɛ r f ə n
431	k l ɪ ŋ k			k l ɪ ŋ k ə
-2	t ɛ n t	t ɛ n t		
2202	r ɑ m	r æ m		
1900	z iː k	s ɪ k		
1865	x ə + z ɪ x t			g e + z ɪ x t
778	p ɑ t	p ɑː θ		pf aː t
993	x l ɑ s	ɡ l ɑː s		ɡ l aː s
1052	z ɛɪ			z iː
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
116	j ɔ ŋ ə			j ʊ ŋ ə
311	l ɛɪ k			l ai x + n aː m
1666	v l ɑ k t ə			f l ɛ x ə
-2284	p l aː ts	p l eɪ s		p l a ts
1343	k ɪ n t			k ɪ n t
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
1295	h aː v ə r			h aː f ə r
677	t ɛ l ə			ts ɛː l ə n
783		r əʊ d	ʀ u t	
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
296	b œy ɣ ə			b ɔy ɡ ə n
1317	r ɔ t	r ɔ t n̩		
864		s aɪ d		z ai t ə
100	v r ɑu w			f r au
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
104	m ɑ n ə + l ə k			m ɛ n + l ɪ x
51		b r ɪ k	b ʀ i k	
931	k aː r s			k eː r ts ə
1447	b oː m			b au m
1255	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
122	d iː r			t iː r
1424	r ɛɪ d ə	r aɪ d		r ai t ə n
1066	j ɛɪ	j uː		
159	h aː v ɪ k			h aː b ɪ x t
1024	aː d ə r			aː d ə r
1478	b oː d ə m			b oː d ə n
2228	h ɑ l s			h a l s
-78	p ɛɪ m + b oː m	p aɪ n		
877	w eː ɣ ə			v iː ɡ ə n
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
303	w ɛ r k	w ɜː k		
1906	z w ɑ k			ʃ v a x
1638	k oː p ə r	k ɔ p ə r		
268	d ɛɪ	θ aɪ		
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
1038			v a ɡ	v oː ɡ ə
