COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³						
4-1	l a ⁵						
18-1	m j j n						
19-1	n j ʔ						
44-1	l u ʔ ⁵						
50-1	ʃ a ŋ ³						
62-1	s a k ⁵						
70-1	b a n ³						
75-1	m j ɔ ʔ						
97-1	tʃʰ a ³ ³						
112-1	tsʰ ɔ ⁵						
122-1	m j u ʔ ³						
127-1	kʰ j ei						
132-1	w a ʔ ³						
133-1	n au ³						
135-1	n au ⁵						
142-1	d a i						
143-1	ŋ ɔ ʔ						
149-1	j ⁵ ⁵						
152-1	ŋ ɔ ³						
157-1	d ɔ ⁵						
183-1	ʔ au ⁵						
184-1	n u ʔ ³						
185-1	tsʰ a m						
189-1	m j ɔ ʔ ³						
192-1	n au ³						
195-1	n a ³						
200-1	k a n						
216-1	s a ŋ ⁵						
218-1	l a ʔ ³						
225-1	s a ŋ ⁵						
235-1	kʰ j ei						
244-1	s w ei						
253-1	m j ³						
270-1	m j ³						
278-1	m a u ³						
279-1	j a ³						
285-1	j a m ³						
308-1	d w a						
322-1	m ɛ ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	dʒ ɔ ɔ						
347-1	ʃ u ʔ ³¹						
362-1	j ai ³						
391-1	j a d ³¹						
394-1	m ɔ ʔ						
397-1	tʃʰ i ⁵						
443-1	n j a d						
460-1	s a ʔ ³¹						
463-1	w ai ³						
464-1	ʔ u ŋ ³						
473-1	s ɔ m ³						
476-1	kʰ j u k						
481-1	tsʰ ɛ ³						
494-1	k j ⁵						
496-1	ʃ j ŋ ³						
516-1	w a ³						
522-1	n ɔ ʔ ⁵						
523-1	pʰ j ṵ ³						
524-1	n a ³						
540-1	kʰ ɔ ⁵						
3-1	b j ³						
6-1	g j						
7-1	dʒ a m ³						
20-1	n a ʔ ³						
51-1	ŋ w n						
64-1	k u ŋ ³						
65-1	k u ʔ ³¹						
66-1	ts a̰u u						
71-1	ʃ ei ⁵						
72-1	ʔ a ³						
76-1	w a ³						
77-1	m a k k						
78-1	m au ³¹						
82-1	pʰ u ŋ ³						
87-1	ŋ ɔ ʔ						
93-1	l a m						
94-1	m j ɛ						
100-1	s w n ⁵						
116-1	l u ³						
119-1	w a m						
124-1	d j ə ³						
136-1	l j ɛ						
