COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	l ə k ⁵⁵								
438-1	ȵ a ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	n i ⁵⁵								
221-1	ə p ⁵⁵								
202-1	k au ³¹								
935-1	au ³¹								
93-1	ts ɔ ³¹								
7-1	pʰ a n ³¹								
664-1	ɔ ŋ ⁵⁵								
246-1	x w ɔ ʔ ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	ə n ³⁵								
464-1	m au w ³¹								
119-1	j w ə ŋ ⁵⁵								
835-1	ɔ a ³⁵								
79-1	t o n ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	w o ⁵⁵								
797-1	k ʐ u ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	pʰ ɔ a p ⁵⁵								
896-1	tsʰ u t ³⁵								
452-1	ȵ u ʔ ⁵⁵								
580-1	s u t ⁵⁵								
833-1	n̥ a ⁵⁵								
390-1	m w a ³¹								
696-1	ŋ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	pʰ s a ʔ ⁵⁵								
731-1	ʂ ɿ ⁵⁵								
779-1	tʰ ɔ ⁵⁵								
589-1	ɔ ŋ ⁵⁵								
658-1	ɔ m ⁵⁵								
456-1	ȵ a ŋ ³¹								
183-1	k ʐ i ³¹								
785-1	x ɔ ³¹								
714-1	au ⁵⁵								
331-1	l ɔ ³¹								
665-2		ŋ o ⁵¹							
495-2		n a ²¹							
838-2		l i a ²¹							
438-2		m j a ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		a j i ⁵⁵							
221-2		j i p ⁵¹							
202-2		k ui m ²¹							
935-2		u ²¹							
93-2		ts a ²¹							
7-2		p a n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k a ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i m ⁵¹							
464-2		m a ⁵⁵							
119-2		v i a ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t a ²¹							
693-2		ŋ a ⁵¹							
477-2		ŋ j a ʔ ²¹							
891-2		a i ŋ ⁵⁵							
528-2		a a ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵¹							
896-2		a u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s a ʔ ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		a a m ⁵¹							
536-2		s a ʔ ⁵⁵							
731-2		s i ²¹							
779-2		a ⁵¹							
589-2		kʰ a ŋ ⁵¹							
680-2		ŋ a̱ ʔ ⁵⁵							
658-2		v o m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k i ²¹							
785-2		kʰ o ²¹							
714-2		a a ⁵¹							
331-2		n a ²¹							
665-3			ŋ a ⁵⁵						
495-3			n au ³⁵						
838-3			j ɔ̃ ³¹						
438-3			m j a ʔ ³¹						
334-3			l a ʔ ³¹						
360-3			l i ³¹						
394-3			n ɿ ³⁵						
221-3			j i p ³¹						
202-3			k au ³¹						
935-3			i ³¹						
93-3			i ³⁵						
7-3			p i ³¹						
664-3			v ɔ̃ ⁵⁵						
246-3			k a̱ ʔ ⁵⁵						
547-3			s a k ⁵⁵						
555-3			j i m ⁵⁵						
464-3			m au ³⁵						
119-3			j a ŋ ⁵⁵						
835-3			n ɛ̱ ʔ ⁵⁵						
79-3			t ɔ ³¹						
693-3			ŋ au ⁵⁵						
477-3			n ɛ ʔ ³¹						
891-3			t i ŋ ³¹						
528-3			ɣ ɔ ⁵⁵						
797-3			k j a ʔ ⁵⁵						
493-3			n a k ³¹						
217-3			j ɛ ʔ ³¹						
896-3			au t ⁵⁵						
452-3			m j au ʔ ³¹						
580-3			s a t ⁵⁵						
833-3			n a̱ ⁵⁵						
390-3			m ɔ̃ ³¹						
696-3			ŋ ɔ̃ ⁵⁵						
86-3			t au ŋ ⁵⁵						
384-3			m i t ³⁵						
61-3			t ɛ̃ ⁵⁵						
536-3			j ɔ̃ ʔ ⁵⁵						
779-3			a ⁵⁵						
589-3			tʰ ɔ̃ ⁵⁵						
680-3			ŋ a̱ ʔ ⁵⁵						
456-3			m j ɔ̃ ³¹						
183-3			u a ³¹						
785-3			kʰ a ³⁵						
331-3			l a ³¹						
665-4				ŋ ɔː ³¹					
495-4				n aːu ³¹					
838-4				j t t ³¹					
438-4				m l ɔː ʔ ³¹					
334-4				l ɔː ʔ ³¹					
360-4				l əː ³³					
394-4				t t ³³					
221-4				j əː p ³¹					
202-4				k aːu ³¹					
935-4				uː ³³					
93-4				s t ³³					
7-4				p a n ³³					
664-4				w a ŋ ³¹					
246-4				k a̱ ŋ ⁵⁵					
547-4				s əː k ⁵⁵					
555-4				j t m ³¹					
464-4				m aːu ³³					
119-4				j əː ŋ ³¹					
835-4				n a̱ p ⁵⁵					
79-4				t t ³³					
693-4				ŋ aːu ³¹					
477-4				ŋ t ʔ ³¹					
891-4				tʰ t ŋ ⁵⁵					
528-4				ʃ t ³¹					
797-4				k j aːu ʔ ⁵⁵					
493-4				n əː k ³¹					
217-4				j a p ³¹					
