COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
42															b ə r eː d ə			b ə r e d ə	
267											ʔ ɨ n g w ə r ə g ɨi̯							w ə l ə n g aː j a	
608			g a z				g a z	g a z			g a z			g a z					
354										w a r aː b a					w ə r a b ə			w ə r a b ə	ʔ u r aː b a
416	kʼ ei̯	kʼ ə j ɨ h								kʼ eː h						kʼ ai̯ ħ ɨ t	q ə j ɨ ħ		kʼ aːi̯
222					f ə dʒː ə m	f ə sː ə m ə								f ə dʒː ə m					
116		g ə n g a d				ʔ ɨ n g ɨ d ʔ a													
383		b a r m a s i l a																	m aː ʃ u lː e
348						ʕ a jː ə r ə										ʕ a j ə r a			
390						j ɨ ʔ ə z e										ʔ a z e	ħ ɨ z i		
347						ʔ ɨ fː o										ʔ a f o			
110	d ə r ə t		d a t a	d a tː ə	d a dː a		d a tː a		d a tː ə		d a t a	d ə r ə t		d a dː a					
407																ʕ ɨ fː u n	ʕ u f a n		
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
74			g w ə p ə		g w ə bː e		g w ə pː ai̯	g w ə p ə	g w ə p ai̯				g w ə bː e	g w ə bː e					
101																ħ u	ħ a w		
213	ʔ a r aː ʃ	ʔ a r aː ʃ								ħ a r aː ʃ i		ʔ a r a ʃ	ʔ a r a ʃ		ʔ a r aː ʃ i	ħ ə r ə s t ai̯	ħ a r ə s t ai̯	ʔ a r a ʃ	ʔ a r aː ʃ i
334	ʔ a m b ə sː a	x a m b ə s a		ʔ a m b ə sː a	ʔ a m b ə sː a	ʕ a n b ə s a						ʔ a n b ə sː a	ʔ a n b ə sː a	ʔ a n b ə sː a			ʔ a n b ə sː a		
261						tʼ a l i											tʼʲ ə l		
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
610			m ɨ r kʼ a r	m ɨ r a f ə r			m ɨ r kʼ a r	m ɨ r kʼ a r	m ə m ɨ r		m ɨ r ʔ a r		m ɨ r kʼ a r						
499			l a l e		l a l e			l a l e			l a l e								
563										b ə ħ ə r	t ə h ɨ m		b ə h i						
458			d ə n g ə ɲː ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə		d ə n g ə n ə	d ə n g ə ɲː ə	d ə n g ə ɲ ə		d ə n g ə ɲ ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə					
428								dʒ ɨ mː ə			g i m ʔ ə	g i mː ə			g i mː a				g i mː a
154	ʔ a f ə rː ə s ə	f ə rː ə s ə				ʔ a f r ə s ə							b ə rː ə s ə	ʔ a f ə rː ə s ə m		ʔ a f r ə s a			f ə r ə s ə
167			g ɨ j ə	g ɨ j ə	g ɨ jː ə		g ɨ j ə	g ɨ j ə	g ɨ j ə		g ɨ j ə		g ɨ j ə	g ɨ j ə					
643	g a r				g i		g a m w ə	g a m w a			g ə z j ə	g oi̯		g e					
393										l ə f l ə f								l ə f l ə f	l e f l ə f
132										w a z ə n a					w ə z ə n ə				
456		s ə m b ə d								s ə b t i					a n s ə n b ə t	s ə n b ə t + n ɨ ʔ ɨ ʃ		ʔ a n s ə n b ə t	ʔ a n ə s ə n b ə t
578															ʔ u x u n			ʔ u h u n	
286	s ə g u r	tʃ ɨ g a r				s ə g w r				tʃʼ ɨ g ə r						tʃʼ ə gː ə r ə t	s ə g u r i		t ɨ g ə r
5	g ə b s					g ə b s				g uː s		g ə b s							g ə b ɨ s
452	ʔ ɨ s w a	k ɨ sː a													ʔ i ʃ a		n ɨ sː a	ʔ ɨ ʃ ə	
510							w e g		w ə j ə g							w ə t ə r			
178						ʔ a d g										ʔ a d ɨ g	ʔ a d g i		
122			kʼ a w a	kʼ ə w a			kʼ a w a	kʼ a w a			kʼ a w a		kʼ a w a	kʼ a w a					
304						z i ʔ a h u				z i j u									
246	ʔ a r b					ʕ a r b											ʕ a r b i		
20				g ə m b ə n ə	g ə m b ə nː a						g ə m b ə n a								g ə m b ə l o
343			kʼ ə ʃ ə		k ə ʃ ə		k j ə ʃ ə	kʼ ə ʃ ə		kʼ o s a									
224						ħ ə r m ə z										h a r m ə z	ħ a r m a z		
658						ʔ əi̯ n u				ʔ aːi̯						ʔ a j a	ʔ a jː ə n	ʔ ai̯ n e	
388						k ɨ s a d										s ɨ g a d	k ɨ s a d		
120			d a n g a	d a n g ə	d a n g ə		d a n g a	d a n g a	d a n g a				d a n g a						
71		ʔ ə h				ʔ ɨ ħ ɨ w				ʔ ɨ ħ									ʔ ɨː n
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
227										ʔ a tʼ ə b i ɲː							ʔ a s a b ɨ ʕ t i		
422				d a ʔ ə		g a ʕ t					d a ʔ a					g a ʕ t			
