COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	g a m e lː a																		
112-1	d a b ə n a																		
331-1	n ɨ g u s																		
377-1	b u kʼ u r																		
381-1	ʔ a tʃː																		
417-1	r u dʒ																		
451-1	s ə b a t																		
454-1	ʔ a tʃʼ i r																		
484-1	s ɨ tʼ ɨ s t																		
535-1	ʔ a sː ɨ r																		
543-1	s o rː t s																		
593-1	ʔ a m u s																		
640-1	m a n																		
1-1	d ə ʃː ə r ə																		
65-1	tʼ u b																		
212-1	ʔ e n																		
244-1	ʔ a r b t t																		
248-1	m u lː a																		
293-1	f ə r ə dʒ																		
373-1	kʼ ɨ m a lː																		
408-1	b o r a r																		
414-1	d ə b a kʼ u l a																		
601-1	ʔ ə r o b																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	ʔ ə m a m																		
209-1	s ɨ m u t																		
242-1	ʔ a m ɨ s t																		
415-1	dʒ ɨ n a b																		
450-1	dʒ ə r																		
490-1	tʼ ə ʃː w																		
638-1	s ɨ r e																		
645-1	kʼ a lː																		
160-1	tʼ ə r ə kʼ																		
208-1	ʔ ɨ n kʼ w kʼ r																		
214-1	ʔ a b a																		
378-1	ʔ a n g ə t																		
379-1	tʼː ə tʼ ə ɲː																		
409-1	g ə t ə r ə																		
598-1	k w e t																		
646-1	ʔ a k ə																		
210-1	tʼ ə g w n r ə																		
215-1	ʔ a tʼ e b ə t t																		
285-1	m ɨ tʼ a d																		
332-1	ʔ ə g ɨ r																		
380-1	ʔ a ʃː u a																		
412-1	s a ʔ ə n																		
64-1	d a ʃː o																		
67-1	w ɨ r																		
251-1	f e kʼ																		
294-1	m u kʼ kʼ																		
597-1	ʔ ɨ m ə l ə																		
7-1	ʔ a lː g a																		
158-1	kʼ ə m i s																		
372-1	f ə n f ə r																		
374-1	b ə kʼ o tʼ o																		
375-1	s ə b																		
411-1	t ə r a s																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	m ə r f a m a																		
113-1	b u n a																		
330-1	kʼ ə lː d																		
448-1	kʼ ə tʼ a n s ə n b ə t																		
449-1	ʔ a f ə																		
491-1	d ɨ n g ə t																		
596-1	n ə g ə																		
4-1	g e n f ə																		
8-1	kʼ ə b ə tʃː o																		
106-1	m ə tʼ a																		
290-1	ʔ a g ə dʒ ə																		
489-1	b o r tʃʼ f m a a																		
602-1	m ɨ n																		
2-1	f u lː ɨ m																		
3-1	f ɨ l ə																		
61-2		d ə m																	
63-2		x a tʼ ɨ m																	
107-2		g a m e l a																	
112-2		d a β ə n a																	
331-2		n ɨ g u s																	
377-2		b u kʼ u r e																	
381-2		x a kː																	
417-2		r u dʒ																	
451-2		s ə β a kː																	
454-2		ʔ a tʃ i r																	
484-2		s ɨ tʼ ɨ s t																	
535-2		x a s ɨ r																	
543-2		s o s kː																	
593-2		x a m u s																	
640-2		m a n																	
1-2		d ə f ə r ə																	
65-2		tʼ u b																	
163-2		s ə tʃ ə																	
212-2		x e n																	
244-2		x a r b t kː																	
248-2		m u l a																	
293-2		f ə r ə dʒ																	
373-2		kʼ ɨ m a l																	
408-2		β o r a																	
414-2		d ɨ β a kʼ u l a																	
642-2		n ɨ f a s																	
60-2		n ə f ə s ə																	
115-2		l ə m a m																	
209-2		s ɨ m u kː																	
242-2		x a m ɨ s t																	
415-2		dʒ ɨ n a b																	
450-2		dʒ ə r																	
490-2		tʼ ə f ɨ e m																	
645-2		kʼ a l																	
160-2		tʼ ə r ə kʼ																	
208-2		x ɨ n kʼ u kʼ r																	
378-2		x a n g ə kː																	
379-2		tʼ ə tʼ ə d																	
409-2		g e kː ə r ə																	
598-2		f u e kː e																	
646-2		x a β ə																	
210-2		tʼ ə f o n r ə																	
215-2		x a tʼ e β ə kː																	
285-2		m ɨ tʼ a d																	
380-2		x a f u a																	
412-2		s a f ɨ n																	
