COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	n o tʃ i +								
2-1	n e + + tɬ eː a								
8-1	w eː j								
16-1	e iː + tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	o n + i								
52-1	w aː k + tɬ i k								
53-1	n a k a s								
54-1	tɬ aː l + l								
55-1	k w a								
60-1	iː x + l l								
1-2		n u tʃ i +							
2-2		n e x + t e a							
8-2		w e j							
16-2		e s + t i							
24-2		i s t i							
32-2		m i k i							
51-2		u n + i							
52-2		w aː + k u							
53-2		n a k a s							
54-2		t aː h l i							
55-2		b w a							
60-2		iː x + t i u l u							
1-3			m o tʃ i						
2-3			n e x + t eː a						
8-3			w eː j						
16-3			e s + t i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + i						
52-3			w aː k + ʔ i ʔ						
53-3			n a k a s						
54-3			t aː l l i						
55-3			k w a						
60-3			iː x + t e i o l o						
1-4				n o tʃ i					
2-4				n e x + tɬ e +					
8-4				w e j					
16-4				e s + tɬ i					
24-4				i s t e					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + tɬ i k					
53-4				n a k a s					
54-4				tɬ a l i					
55-4				k w a					
60-4				i x + e o l					
1-5					m o tʃ i				
2-5					n e x + t e +				
8-5					w eː j i				
16-5					e s + t i				
24-5					i s t i				
32-5					m i g i				
51-5					o n + i				
52-5					w aː g + t o				
53-5					n a g a s				
54-5					t aː l l i				
55-5					b w aː				
60-5					iː x o				
1-6						n u tʃ i			
2-6						n e a + t aː +			
8-6						w e j			
16-6						e s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + i			
52-6						w aː k + u			
53-6						n a k a s			
54-6						t aː x i			
55-6						k w a			
60-6						iː aː + t e u l u			
1-7							m o tʃ i		
2-7							k e x + t a		
8-7							w e j		
16-7							e s + t t		
24-7							i s t e		
32-7							m i k i		
51-7							e n k i		
52-7							w a k + t o		
53-7							n e k e s		
54-7							t a i		
55-7							k w a		
60-7							i x		
1-8								n o tʃ ɨ	
2-8								k a x + tɬ eː ɨ a	
8-8								w eː j ɨ	
16-8								ɨ s + tɬ ɨ	
24-8								ɨ s t ɨ +	
32-8								m ɨ k ɨ	
51-8								o n + i	
52-8								w a k + tɬ oː k	
53-8								n a k a s	
54-8								tɬ aː l + ɨ	
55-8								k w a	
60-8								iː x + t ɨ l l	
1-9									m o tʃ iː +
2-9									n e x + tɬ i
8-9									w e j iː
16-9									e s + tɬ iː iː
24-9									iː s t e
32-9									m iː k i
51-9									o n + iː
52-9									w ø k + tɬ o k
53-9									n a k a s
54-9									tɬ ø l iː
55-9									k w a
60-9									i x + o l
