COGID	Albanian	English	French	German	Latin
560-1	t t				
438-1	ə t				
1222-1	u t				
353-1	p ə ʃ t				
201-1	t t t				
20-1	t r r				
503-1	p t				
957-1	ə t				
728-1	l k g t				
244-1	n u m				
289-1	n t				
911-1	u				
724-1	ə t				
145-1	r u t				
992-1	t				
1181-1	k t t				
741-1	p t				
560-2		ɑ m			
438-2		r			
1222-2		ɑ			
353-2		p ə s			
201-2		ə n			
20-2		a			
503-2		p l			
957-2					
728-2		s ɔ ŋ			
244-2		n u n			
289-2		n ɔ t			
911-2		r ə t			
724-2		r			
145-2		t			
992-2		w ə			
706-2		ɔ			
106-2		p a			
741-2		p			
421-2		l ɑ			
227-2		p ə t			
560-3			ɛ		
438-3			r		
1222-3			r		
353-3			p ɑ̃ k		
201-3			p n		
20-3			p ɛ r		
503-3			p u		
957-3					
728-3			u g		
244-3					
289-3			n ɛ		
911-3			r ɛ		
724-3			r		
145-3					
992-3			k ɛ		
1181-3			s ɛ n		
706-3			u		
106-3			p w r		
741-3			p		
421-3			l u		
227-3			p u		
560-4				v n	
438-4				r	
1222-4				e g	
353-4				f k	
201-4				n	
20-4				a	
503-4				f l n	
957-4				e n	
728-4				z a ŋ	
244-4				n u m	
289-4				n e	
911-4				r aː s	
724-4				n r	
145-4				ts oː	
992-4				h	
1181-4				a n n	
706-4				e	
106-4				f a n	
421-4				f l e	
227-4				f a s	
560-5					e m n
438-5					o r i
1222-5					o
353-5					p a s o
201-5					p e n r
20-5					o a r
503-5					p o l n
957-5					e e
728-5					l a n
244-5					n o m
289-5					n a i t
911-5					r a
724-5					t r a
145-5					d uː a
992-5					k e
1181-5					k i n t o
706-5					o w
106-5					p o t a r o
741-5					p i a
421-5					f l o a r
227-5					p u t o
