COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³						
4-1	l u ³						
18-1	n j ɛ ŋ ³¹						
19-1	n ɛ ʔ ³						
44-1	d j u k ³²						
50-1	ʃ u ŋ ³						
62-1	s ai k ⁵⁴						
70-1	b au n ³¹						
75-1	n j ɔ ʔ ³²						
97-1	a ŋ ³						
112-1	tsʰ u ³						
122-1	n j u k ³²						
127-1	kʰ au ei ³						
132-1	d j au ʔ ³¹						
133-1	n au ³						
135-1	n au ³						
142-1	d z ɛ ei ⁴²						
143-1	j au ³¹						
149-1	ʔ u ³¹						
152-1	n a ³						
157-1	b u ³						
183-1	ʔ u ³						
184-1	n u ə̰ ʔ ⁴²						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ³¹						
192-1	n au ³						
195-1	n u ³						
200-1	au ŋ ³						
216-1	ʃ a ŋ ³						
218-1	l au ʔ ³²						
225-1	h a au ³						
235-1	kʰ j ei ⁵³						
244-1	s ai ei ³						
253-1	m ei ³						
270-1	n au ³¹						
278-1	n j au ŋ ³						
279-1	u u ³						
285-1	d j au m ³¹						
308-1	d au au ⁵						
322-1	m au ⁵						
325-1	kʰ au ³¹						
337-1	n j u ŋ ³						
341-1	d ts ɔ ³						
347-1	ʃ u ʔ ⁵³						
362-1	j u ³						
391-1	j u p ³¹						
394-1	m ɔ ʔ ³²						
397-1	tsʰ ei ³¹						
443-1	n j u t ³¹						
460-1	ʃ ɛ t ⁵³						
463-1	a au ³¹						
464-1	h u au ³						
473-1	h a m ³						
476-1	kʰ j u k ³²						
481-1	tsʰ a ³						
494-1	g j ei ³						
496-1	j u ŋ ³						
516-1	au ei ³						
522-1	n ɔ ʔ ³²						
523-1	pʰ j u ³						
524-1	n u ³						
540-1	ʃ u ³						
3-1	d w au ³¹						
6-1	g j ɛ ³						
7-1	d a ³¹						
20-1	n a p ³¹						
51-1	n u ³¹						
64-1	g au ŋ ³						
65-1	kʰ j u k ⁵³						
66-1	ts au ³						
71-1	ʃ ei ⁵						
72-1	ʔ u ³						
76-1	a ɔ ³						
77-1	n j ɛ k ³						
78-1	m ɔə k ³						
82-1	au ŋ ³						
87-1	j ɔ ³						
93-1	l a ³						
94-1	n j ei k ⁵³						
100-1	ʃ a ŋ ³						
116-1	a ɔ ³						
119-1	w a ⁴²						
124-1	pʰ a au ³						
136-1	l u au ³						
137-1	kʰ j u ⁵						
144-1	s au t ⁵⁴						
145-1	d u ŋ ³						
146-1	m au ⁵						
150-1	j ɔ ʔ ⁴²						
154-1	n j u ⁴²						
165-1	g j ɛ n ³						
166-1	pʰ j ɔ ³¹						
169-1	k j u ŋ ³						
170-1	d j ɔ ³¹						
171-1	j a ŋ ³²						
174-1	d l a m ³¹						
181-1	n j ɔ ʔ ³¹						
193-1	b u ³						
205-1	n u ʔ ⁵⁴						
206-1	n au ʔ ³						
212-1	j ɔ ʔ ⁵³						
214-1	l ṵ m ³						
217-1	ʔ u ³						
224-1	n j au ⁵						
228-1	b au ³						
238-1	j au ⁵						
241-1	ʃ ɔ ³						
246-1	g j u ³						
256-1	ʔ u ŋ ³						
257-1	tsʰ u ʔ ³¹						
272-1	m ɔ ³						
273-1	h a ³¹						
274-1	m a ŋ ³						
286-1	kʰ j a m ³¹						
289-1	kʰ u ŋ ³						
294-1	ʔ a ³						
301-1	j ɔ ʔ ³²						
306-1	tʃʰ j ɔ p ³¹						
307-1	tsʰ a p ³¹						
321-1	tʰ a ŋ ³¹						
331-1	n j ɔ ⁴²						
332-1	l a m ³						
335-1	g j ɔ ³¹						
336-1	n a m ³						
340-1	n au ³¹						
342-1	n j u ⁵						
360-1	tʃʰ w ɛ p ³¹						
376-1	ʃ a ³¹						
389-1	n a̰ k ⁵³						
395-1	n a ³¹						
401-1	ʃ ei ³¹						
404-1	z u ŋ ³²						
408-1	d ɛ ³						
409-1	l ɔ ³						
413-1	d j au n ³						
421-1	n j u k ³²						
425-1	pʰ au ³						
430-1	dʒ ɛ ³¹						
442-1	d u ³						
447-1	tʰ u ŋ ⁵						
456-1	g ɔ ³						
458-1	ʃ u ⁵						
469-1	kʰ au ⁵						
470-1	d a p ³¹						
475-1	m u ³						
477-1	n a̰ ḭ ʔ ⁵⁴						
478-1	j au t ⁵³						
480-1	g au ⁵						
485-1	n j ɔ̰ ⁴²						
495-1	n ɛ ³						
499-1	n j u ŋ ³¹						
500-1	a ɛ m ³						
501-1	tʰ u ³						
506-1	a ⁴²						
507-1	n ɔ ³¹						
509-1	l ṵ ŋ ³						
510-1	b a u ŋ ⁵						
511-1	l ɔ ʔ ³²						
521-1	h au ³						
525-1	n j u ⁵						
538-1	au ⁵						
539-1	tʃʰ j ɛ n ³						
544-1	j u k ⁵³						
550-1	tʰ ɔ ʔ ⁵³						
562-1	n j u ŋ ³						
568-1	g a ³¹						
2-1	kʰ ɨ ŋ ⁵						
11-1	s ai ŋ ³						
12-1	d j ɔ ³¹						
22-1	g u ŋ ⁵						
28-1	b j ɔ ³¹						
1-2		j a ⁵²					
4-2		j a ⁵²					
18-2		j a ⁵²					
19-2		j a ⁵² ⁵²					
44-2		a a ⁵²					
50-2		a ⁵²					
62-2		a ⁵²					
70-2		a ⁵²					
75-2		j j a ⁵²					
97-2		a ⁵²					
112-2		a ⁵²					
122-2		j a a ⁵²					
127-2		a a ⁵²					
132-2		a a ⁵²					
133-2		j a ⁵²					
135-2		j a ⁵²					
142-2		a a ⁵²					
143-2		j a ⁵²					
149-2		a ⁵²					
152-2		j a ⁵²					
157-2		a ⁵²					
183-2		a ⁵²					
184-2		j a ⁵²					
185-2		a ⁵²					
189-2		j a a ⁵²					
192-2		j a ⁵²					
195-2		j a ⁵²					
200-2		a ⁵²					
216-2		a ⁵²					
218-2		j a ⁵²					
225-2		a ⁵²					
235-2		a ⁵²					
244-2		a a ⁵²					
253-2		j a ⁵²					
270-2		j a ⁵²					
278-2		j a ⁵²					
279-2		a a ⁵²					
285-2		j a ⁵²					
308-2		a ⁵²					
322-2		j a ⁵²					
325-2		a ⁵²					
337-2		j a a ⁵²					
341-2		a ⁵²					
347-2		a ⁵²					
362-2		a a ⁵²					
