COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	n̥ ɔ ʔ ⁵⁵								
438-1	ȵ ɔ ɔ ʔ								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	m i ³¹ ³¹								
221-1	ʑ p p ⁵⁵								
202-1	ts au ³¹								
935-1	oi ³¹								
93-1	ts w a ³¹								
7-1	p a n ³¹								
664-1	oi w ŋ ⁵⁵								
246-1	x ɔ a ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	ʑ u m ⁵⁵								
464-1	m au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ȵ̥ au ⁵⁵								
477-1	n a ʔ ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ u ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʑ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	m ʐ u ʔ ⁵⁵								
580-1	s u t ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m w ŋ ³¹								
696-1	ŋ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a n ⁵⁵								
536-1	s a a ⁵⁵								
731-1	ʂ i ³¹								
779-1	oi ⁵⁵								
589-1	tʰ u ŋ ⁵⁵								
658-1	oi a m ⁵⁵								
456-1	m ʐ a ŋ ³¹								
183-1	k ʐ ³¹ ³¹								
785-1	x ɔ ³¹								
714-1	oi ⁵⁵								
331-1	l ɔ ³¹								
665-2		ŋ o ⁵¹							
495-2		n i̱ ⁵⁵							
838-2		n o̱ ʔ ⁵⁵							
438-2		m j o ʔ							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j ²¹ ²¹							
221-2		j t p ⁵⁵							
202-2		k u ²¹							
935-2		u ²¹ ²¹							
93-2		ts o ²¹ ²¹							
7-2		p a n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		s a k ⁵⁵							
555-2		j o̱ m ⁵¹							
464-2		m au ²¹							
119-2		ts i ŋ ⁵⁵							
835-2		n a̱ p ⁵⁵							
79-2		t u ²¹							
693-2		ŋ ui ⁵¹							
477-2		n a ʔ ²¹							
891-2		t i ŋ ⁵⁵							
528-2		v u ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵⁵							
896-2		ts u̱ t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s u t ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a̱ n ⁵⁵							
61-2		t a m ²¹							
536-2		s o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		v ²¹ ⁵¹							
589-2		tʰ u ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		v a m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		ʃ i							
331-2		l o ²¹							
665-3			ŋ a ⁵⁵						
495-3			n ɔ̱ ³⁵						
838-3			n a̱ ʔ ⁵⁵						
438-3			m j a ʔ						
334-3			l a ʔ ⁵⁵						
360-3			l i ³⁵						
394-3			m j ³⁵						
221-3			j a p ⁵⁵						
202-3			k au ³¹						
935-3			au ³¹						
93-3			t a ³¹						
7-3			p ɛ̃ ³¹ ³¹						
664-3			v ɔ̃ ⁵⁵						
246-3			k a̱ ʔ ⁵⁵						
547-3			s a k ⁵⁵						
555-3			j u ⁵⁵						
464-3			m au ³¹						
119-3			t a ŋ ⁵⁵						
835-3			n ɛ̱̃ ʔ ⁵⁵						
79-3			t ɔ ³¹						
693-3			ŋ au ⁵⁵						
477-3			n j ʔ ⁵⁵						
891-3			t a ŋ ³⁵						
528-3			ɣ ɔ ⁵⁵						
797-3			k j au ʔ ⁵⁵						
493-3			n a k ⁵⁵						
217-3			j ɛ ʔ ³¹						
896-3			t ɔ̱ t ⁵⁵						
452-3			m j au ʔ ³¹						
580-3			s a ʔ ⁵⁵						
833-3			n a̱ ⁵⁵						
390-3			m ɔ̃ ³¹						
696-3			ŋ ui ⁵⁵						
86-3			t au ŋ ⁵⁵						
384-3			m ɛ̃ ⁵⁵ ³⁵						
61-3			t ɛ̃ ⁵⁵						
536-3			s ɔ ʔ ⁵⁵						
779-3			kʰ ⁵⁵ ⁵⁵						
589-3			kʰ a ŋ						
680-3			ŋ a̱ ʔ ⁵⁵						
456-3			m j ɔ̃ ³¹						
183-3			k j i ³¹						
785-3			kʰ a ³⁵						
331-3			l a ³⁵						
665-4				ŋ o ³¹					
495-4				n j ⁵³					
838-4				n ə̱ː ³¹ ³¹					
438-4				m j ɔː ³¹					
334-4				l ɔː ʔ ³¹					
360-4				l ei ⁵⁵					
394-4				m j ⁵⁵					
221-4				j t p					
202-4				k ou ³³					
935-4				tsʰ ⁵⁵					
93-4				tʃ aː ⁵⁵					
7-4				p a n ⁵⁵					
664-4				w a ŋ ³³					
246-4				k ɔ ʔ ⁵⁵					
547-4				s ə̱ k ⁵⁵					
555-4				j ɔ̱ m ³¹					
464-4				m ou ³³					
119-4				tʃ əː ŋ ⁵⁵					
835-4				n a̱ p ⁵⁵					
79-4				t ɔː ⁵⁵					
