COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t a									
56-1	i m a									
96-1	a a a i									
99-1	a r i a a n									
114-1	t o k i tʃ									
115-1	i o i i i									
133-1	t i p a a tʃ tʃ									
144-1	a a a w a tʃ i									
150-1	k a w									
234-1	k o m									
236-1	p a k o n									
241-1	a w i n									
249-1	i tʃ a ʔ									
1-1	w a z a									
2-1	w a m a									
65-1	i w									
74-1	p a n a									
106-1	t i n i									
128-1	p o k tʃ									
147-1	t i m i tʃ i									
231-1	p a n a w o ʔ									
232-1	p i p i a a									
239-1	n a m a k a n									
266-1	i t i m ʔ									
51-1	i w i ʔ									
97-1	m a p o n									
109-1	i p i a i tʃ									
121-1	k a p i a a k i i									
149-1	t o k									
160-1	k i r k									
163-1	i p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a r a k a w									
134-1	n i p a t									
139-1	m o n o tʃ i									
142-1	p p a a m a									
145-1	k a a a t i tʃ i ʔ									
148-1	t a a w w a i									
162-1	i n i n									
166-1	i m i									
179-1	t a									
201-1	p i									
21-1	t a w									
24-1	p o a a a n									
52-2		t t e								
56-2		i m e								
96-2		a t a								
99-2		a t i a a n								
114-2		t o k i s								
115-2		o t i i								
133-2		t i p a a a								
144-2		a a a a a s i								
150-2		k a w								
234-2		k o m								
236-2		p i k o n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t o p a r i s i								
95-2		w i k i								
106-2		t e n e i i								
119-2		j j t t i i								
128-2		o o k s								
147-2		t i m i s i								
231-2		p a n a w o								
232-2		p i a								
239-2		n a m a k a n								
266-2		i a i m								
51-2		i w e								
55-2		i n a m								
97-2		m a m o m								
121-2		k a p a j a k e								
163-2		e p e n								
167-2		p a								
259-2		t o w a								
66-2		k a r a k a w								
112-2		t a a a j a i								
116-2		t o p a k a s i								
125-2		k a t i m a s i								
135-2		k i m i								
139-2		m o k o o i								
142-2		p a a a m m s								
148-2		t a a a a i								
162-2		i n i n								
166-2		i m i								
179-2		t a								
52-3			i i i							
56-3			u m i							
96-3			a i a a							
99-3			a i i i a							
114-3			tʃ u k i a i							
115-3			u i e a a							
133-3			tʃ i p a a a							
144-3			i i i w a a i							
150-3			k a w							
234-3			k u m							
236-3			p i k u n							
241-3			a w i n							
249-3			i a i							
1-3			w a i a							
2-3			w a a a							
65-3			i w i							
93-3			tʃ u p a a i a i							
95-3			w i i a							
106-3			tʃ u n i a i							
119-3			i a i i i a							
128-3			p o k i							
147-3			tʃ i m i a							
231-3			p a n a w u							
232-3			p i a i i i							
239-3			n a m a k a							
266-3			i i i m							
3-3			a a i i a i							
4-3			w a i i							
55-3			i h a a							
109-3			u p i a i a							
121-3			k a p i j a k a							
149-3			tʃ u k							
160-3			k i i i k							
207-3			m i							
112-3			tʃ m i i a i a							
125-3			k a i i a a a i							
134-3			n i p a tʃ i							
135-3			t i a i a a							
139-3			a u u a i i							
52-4				i t a						
56-4				i m i						
96-4				a a a						
99-4				a i i o n						
114-4				t o k i tʃ						
115-4				u a i tʃ						
133-4				t i p a a tʃ						
144-4				a a a w a tʃ						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ i						
1-4				w a ʒ̟ a						
2-4				w a m						
65-4				i w						
74-4				p a n a						
93-4				t u p a a i tʃ i						
95-4				w i i						
106-4				t u n i						
119-4				a						
128-4				o o k tʃ						
147-4				t i m i tʃ						
231-4				p a n a w o						
232-4				i i i						
239-4				n a m a k a n						
266-4				i a i m						
3-4				w i a i a o						
4-4				w a ʒ̟ i						
51-4				w w i						
97-4				a a p u m						
109-4				u p i a i tʃ						
121-4				k a p i a a k tʃ						
149-4				t o k						
160-4				k i a k						
163-4				i p i n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t o p a k a tʃ i						
134-4				n i p a t						
135-4				t i m i a a						
139-4				a o n o tʃ						
142-4				p p a a m a						
145-4				k a a a t i tʃ i						
148-4				t a a w w a						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p a						
21-4				k a w						
24-4				w a a u a n						
52-5					i t e					
56-5					i m e					
96-5					a t a i i					
99-5					a i i a a n					
114-5					t o k i s					
115-5					i i i i i					
133-5					t i p a r i i					
144-5					a i a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k i n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					i a m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i i i					
106-5					t i n i i					
119-5					i a t i i i					
128-5					i o k i					
147-5					t i m i s i					
239-5					n a m a k a n					
266-5					i r i m					
3-5					a a i i r i					
4-5					w a t i					
51-5					i w e					
55-5					i f a m					
97-5					m a i o i					
109-5					i p i a i					
149-5					t o k					
160-5					k i i k					
163-5					i p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t a a i j i i i					
116-5					t o p a k a s i					
134-5					n i p a t					
135-5					t i m i a a					
139-5					m e i i i i					
142-5					p a t a m a s					
145-5					k a t a t i s					
148-5					t a w a w n					
162-5					i n i n					
166-5					i m i					
179-5					t a					
201-5					p w					
21-5					t a n					
52-6						i t a				
56-6						u a a				
96-6						a a a i				
99-6						a i a i u				
114-6						t u k i				
115-6						u i i				
133-6						t i p a a a				
144-6						a a a w a				
150-6						k a w				
234-6						k u a				
236-6						p i k u				
241-6						a w i				
249-6						i i a				
1-6						w a i a				
2-6						w a a				
65-6						i w i				
74-6						p a a				
93-6						t u p a a i				
95-6						w i k i				
106-6						t u a				
119-6						i a i i i				
128-6						a u k i				
147-6						t a k i				
231-6						p a a w a				
232-6						p i a i a				
239-6						a a a k a				
266-6						i t i a a				
3-6						w a i i a a				
4-6						w a i i				
55-6						i h a m				
97-6						w a p u				
109-6						i p i a i				
160-6						k i a i k				
207-6						m i				
112-6						t a a a a i i				
116-6						t u p a k a				
125-6						k a i i a a i				
134-6						i p a t				
135-6						t i m i a a				
139-6						a u u i i				
201-6						p a				
21-6						k a w a				
24-6						k a k a a				
52-7							i a a			
56-7							i m i			
96-7							a a a			
99-7							a i i a a			
114-7							t u k i			
115-7							i a i			
133-7							t i p i i i			
144-7							a a a w a			
150-7							k a w			
234-7							k u m			
236-7							p i k u n			
241-7							a w i n			
249-7							i s i			
1-7							w a z a			
2-7							i a m			
65-7							i w			
74-7							p a n a			
93-7							t u p a r i i			
95-7							a i k i			
106-7							t i j i i			
119-7							i a i i			
128-7							a u k			
147-7							t i m i			
231-7							p a n a u			
232-7							i i i a a			
266-7							i a i m			
3-7							a a i i a			
4-7							w a r i			
51-7							i w i			
55-7							i w a m			
97-7							m a a a m			
109-7							i p i a i			
121-7							k a p i a a k			
149-7							t u k			
160-7							k i i i k			
163-7							i p i j			
167-7							p a			
207-7							m i			
259-7							t u w a			
66-7							k a r a k a w			
125-7							k a t i m s i			
135-7							t i m i a			
142-7							i p a r m m			
145-7							k a a a t i			
148-7							t r a a a			
162-7							i a i n			
166-7							i m i			
179-7							t a			
201-7							p e			
21-7							t a i			
24-7							a a k a i a			
52-8								t t		
56-8								i m i		
96-8								a a a a		
99-8								a t i a a		
114-8								t o k s		
115-8								i t o s i		
133-8								t i b a a s a		
144-8								a a a i a s		
150-8								k a i		
234-8								k u m		
236-8								b i k i n		
241-8								a i i		
249-8								i s i		
1-8								i a t a		
2-8								i i m		
65-8								i i		
74-8								b a n a		
93-8								t u a a a s		
95-8								i i k		
119-8								a a t t s		
231-8								b a n a i o		
232-8								i i a a		
239-8								n a m a k a		
3-8								i a a i k		
4-8								i a t i		
51-8								i i i		
55-8								e a m		
109-8								i b i j s		
121-8								k a b a j a k a		
149-8								t u k		
163-8								v b m		
167-8								b a		
259-8								t u i a		
66-8								k a a a k a i		
112-8								t a a a a s s		
116-8								t u b a k a s		
125-8								k a t i m t s		
145-8								k a t a t s		
52-9									i t e	
56-9									i a a	
96-9									a a a	
99-9									a t i i a n	
114-9									t o k i ʃ	
115-9									i r o	
133-9									t i p a a i	
144-9									a a a w a i	
150-9									k a w	
234-9									k o a	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w a a a	
65-9									i w	
74-9									p a n a	
93-9									t o p a a i ʃ	
95-9									w i k	
106-9									t i n a	
119-9									i a t t	
128-9									h o k	
147-9									t i k i	
231-9									p a n a w o	
232-9									p i p a	
239-9									n a a a k a n	
266-9									i a i a a	
3-9									w i r i k a	
4-9									w a t i	
51-9									i w e	
55-9									i a a m	
97-9									a a h a i	
109-9									i p i a i	
121-9									k a p i a a i	
149-9									t o k	
160-9									k i i k	
163-9									i p i n	
167-9									p a	
207-9									a i	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t a a i a i a	
116-9									t o p a k a ʃ i	
125-9									k a t i a a ʃ i	
134-9									n i p a t	
135-9									t i k a a	
142-9									p p a a a a	
145-9									k a a a t i ʃ	
148-9									t a w w n	
162-9									i n i n	
166-9									i a i	
179-9									t a	
201-9									p e	
21-9									t a n	
24-9									w a k a a n	
52-10										i t e
56-10										i m e
96-10										a a a a
99-10										a i i i a
114-10										t o k i tʃ
115-10										i m i i
133-10										t i p a a tʃ i
144-10										a i a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p a k i
241-10										a w i
249-10										i tʃ e
1-10										w a t a
2-10										i w m
65-10										i w
74-10										p a n a
93-10										t o p a a i tʃ
95-10										w i k
106-10										t i i tʃ
119-10										i a i t i tʃ
128-10										t o k i tʃ
147-10										t i m i tʃ
231-10										p a a w
232-10										a a i i a
