COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
14-1	k u r ɨ r									
18-1	ʔ a r ɨ r									
35-1	h i θ u θ u									
36-1	h u θ a θ u r									
48-1	n a g a i									
60-1	θ u r i r									
63-1	u i r a m i									
64-1	k i r									
67-1	h a ɨː									
68-1	n ɨ a									
71-1	ts ʔ r									
76-1	h u n ɨ r									
83-1	θ ɨ n u r									
87-1	h a ɴ ɨ e									
95-1	m i m i r									
98-1	h a ɴ a r									
99-1	k u ts i r									
-102-1	ʔ i θ a r									
103-1	θ u m ɨ r									
110-1	θ ɨ r									
116-1	m u k ɨ									
120-1	n u m u r									
132-1	k i k u r									
139-1	k u r u ui u r									
140-1	u h u g u r									
156-1	θ a k u r u									
168-1	θ u k i r									
169-1	h u s i r									
170-1	m ʔ aː u r									
173-1	ʔ u i r									
180-1	k u m u r									
185-1	h a i i									
186-1	m u x r u r									
187-1	m ʔ ts i r									
190-1	a k a a									
193-1	k g r u i									
194-1	u i r u i									
195-1	k u r u i									
216-1	m a r ui r									
221-1	n a b									
239-1	ʔ θ u r									
252-1	m i u r									
253-1	g u ɨ r									
254-1	ʔ θ u θ u r									
266-1	k a aː ɨ e									
267-1	n a g a r ɨ r u r									
268-1	ɨ m i r									
272-1	a m ɨ g									
276-1	a r a u r									
281-1	m u u i r									
304-1	θ ɨ ɨː b i i									
305-1	ts i r									
308-1	h a n a r									
309-1	k u ʔ a r									
310-1	θ u r									
311-1	ɴ i r									
342-1	r u i i									
346-1	k u r a i									
347-1	k i r u r									
348-1	h i r u r									
351-1	θ u i e i									
361-1	u b u r									
379-1	k u ʔʲ a r a r									
394-1	h i x a r i r									
395-1	m ʔ g i r									
400-1	h i aː a r u r									
412-1	s a k ɨ r u r									
413-1	θ ɨ k ʔ a a u r									
414-1	h u r u r									
422-1	h u k u r ɨ r u r									
423-1	k a ɴ g a ɨ r u r									
430-1	h a k u r									
435-1	h u i u r									
446-1	ʔ i θ a i									
447-1	ɨ x r									
458-1	θ u u i r									
56-1	h u θ u r									
