COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	m o tʃ i								
2-1	tɬ a + + tɬ +								
8-1	w eː j i								
16-1	e s + tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	o n + i								
52-1	w aː k + t o k								
53-1	n a k a s								
54-1	tɬ aː l l i								
55-1	k w a								
60-1	i x t l o l o								
83-1	tɬ e + tɬ								
87-1	p a tɬ aː n i								
92-1	m a k a								
103-1	m aː tɬ								
106-1	k a k i								
138-1	n e ʔ w								
139-1	m i k + t i a								
142-1	m a t i								
145-1	m o + t eː k a								
176-1	tɬ aː k a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː ts + tɬ i								
186-1	k e tʃ								
190-1	j a k + tɬ								
194-1	s eː								
220-1	o ʔ + tɬ i								
231-1	i t a								
240-1	k o tʃ i								
283-1	t e + tɬ								
293-1	i n + i								
314-1	k w a w i +								
315-1	oː m e								
322-1	t e ʔ a m e i								
1-2		m u tʃ i							
2-2		n e + t i							
8-2		w e j							
16-2		e s + t i							
24-2		i s t i							
32-2		m i k i							
51-2		u n + i							
52-2		w aː k + k u							
53-2		n a k a s							
54-2		t aː l l i							
55-2		k w a							
60-2		i x + t e l u l u							
83-2		t i + t							
87-2		p a t aː n i							
92-2		m a k a							
103-2		m aː j							
106-2		k a k i							
138-2		n e h							
139-2		m i k + t i a							
142-2		m a t i							
145-2		m u + t e k a							
176-2		t aː k a + t							
179-2		n a k a + t							
180-2		m e ts + t i							
186-2		k e tʃ t i							
190-2		j a k a + t							
194-2		s e							
220-2		u h + t i							
231-2		i t a							
240-2		k u tʃ i							
283-2		t e + t							
293-2		i n + iː n							
314-2		k w a w i							
315-2		u m e							
322-2		t e h w e							
1-3			m o iː i i						
2-3			n e + o ʔ i +						
8-3			w eː j						
16-3			e s + t i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + i						
52-3			w aː k + k i						
53-3			n a k a s						
54-3			t aː l l						
55-3			k w a						
60-3			iː x + t eː l o l o						
83-3			t i + t						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m aː						
106-3			k a k i						
138-3			n e h a						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k a + t						
179-3			n a k a + t						
180-3			m eː ts + t i						
186-3			k e p ʔ i						
190-3			j a k + t						
194-3			s eː						
220-3			o h + t i						
231-3			i t a						
240-3			k o iː i						
283-3			t e + t						
293-3			i n + iː n						
314-3			k w a w l ʔ						
315-3			oː m e						
322-3			t e h w e m						
1-4				m o tʃ i					
2-4				t a x + tɬ i					
8-4				w j j i					
16-4				e s + tɬ i					
24-4				i s t i					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + t o k					
53-4				n a k a s					
54-4				tɬ a l l i					
55-4				k w a					
60-4				i x t l o l o					
83-4				tɬ e + tɬ					
87-4				p a tɬ a n i					
92-4				m a k a					
103-4				m a h					
106-4				k a k i					
138-4				n e h a					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t j k a					
176-4				t a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e tʃ tɬ i					
190-4				j a k a + tɬ					
194-4				s e					
220-4				o h + tɬ i					
231-4				i t a					
240-4				k o tʃ i					
283-4				t e + tɬ tɬ e					
293-4				i n + i n					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e h w m e					
1-5					m o i				
2-5					n e k o t i +				
8-5					w eː j				
16-5					e s + t i				
24-5					i s t i				
32-5					m i k i				
51-5					o n + i				
52-5					w aː k + b l				
53-5					n a k a s				
54-5					t aː l l i				
55-5					b w a				
60-5					i x t e l o l o				
83-5					t i + t				
87-5					p a t aː n i				
92-5					m a k a				
103-5					m aː j				
106-5					k a k i				
138-5					n e h				
139-5					m i k + t i				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t aː b a + t				
179-5					n a k a + t				
180-5					m eː ts + t i				
186-5					k e				
190-5					j a k +				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					k o i				
283-5					t e + t				
293-5					i n + i				
314-5					k w a i i t				
315-5					o m e				
322-5					t e h a e m				
1-6						m u p i			
2-6						t a + + + i e			
8-6						w eː j iː			
16-6						e s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + i			
52-6						w aː k + k u			
53-6						n a k a s			
54-6						t aː l l l			
55-6						k w a			
60-6						iː aː t e l u l u			
83-6						t i + t			
87-6						p a t aː n i			
92-6						m a k a			
103-6						m a			
106-6						k a k i			
138-6						n e h a			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t a k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e p			
190-6						j a k a + t			
194-6						s eː			
220-6						u h + t i			
231-6						i t a			
240-6						k u p i			
283-6						t e + t			
293-6						i n + iː			
314-6						k w a w n t			
315-6						u m e			
322-6						t e h a m m			
1-7							m o x		
2-7							e x + + e e		
8-7							w e n		
16-7							e e + t i		
24-7							x t o		
32-7							m k u		
51-7							o n i		
52-7							w a k k o		
53-7							n a k a x		
54-7							t a		
55-7							k w l		
60-7							i x t e o o		
83-7							t e + t		
87-7							p a t a n i		
92-7							m a k l		
103-7							m a		
106-7							k a k u		
138-7							n e l e		
139-7							m k t + l		
142-7							m a t u		
145-7							m o + t e k a		
176-7							t a k a + t		
179-7							n a k a + t		
180-7							m e ts + t		
186-7							k e x		
190-7							n e k +		
194-7							x e		
220-7							o l + t		
231-7							i t a		
240-7							k o x u		
283-7							t e + t		
293-7							n + i		
314-7							k w l w +		
315-7							n m e		
322-7							t e l w m e		
1-8								m o tʃ ɨ	
2-8								tɬ a + + tɬ + ɨ	
8-8								w eː j ɨ	
16-8								ɨ s + tɬ ɨ	
24-8								ɨ s t ɨ	
32-8								m ɨ k ɨ	
51-8								o n + ɨ	
52-8								w aː k + t tʃ k	
53-8								n a k a s	
54-8								tɬ aː l + l	
55-8								k w a	
60-8								iː x + t ɨ l o l o	
83-8								tɬ ɨ + tɬ	
87-8								p a tɬ aː n i	
92-8								m a k a	
103-8								m aː	
106-8								k a k ɨ	
138-8								n e h a	
139-8								m ɨ k + t ɨ a	
142-8								m a t ɨ	
145-8								m o + t eː k a	
176-8								t aː k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː ts + tɬ ɨ	
186-8								k ɨ tʃ	
190-8								j a k a tɬ k	
194-8								s eː +	
220-8								o h + tɬ ɨ	
231-8								i t a	
240-8								k o tʃ ɨ	
283-8								t e + tɬ k	
293-8								ɨ n + iː	
314-8								k w a w ɨ +	
315-8								oː m ɨ	
322-8								t e h w m e	
1-9									m o tʃ iː n
2-9									t e x + tɬ iː ø
8-9									w e j
16-9									e s + tɬ iː
24-9									iː s t e tɬ
32-9									m iː k iː
51-9									o n + iː
52-9									w ø k + t iː k
53-9									n a k a s
54-9									tɬ ø l l iː
55-9									k w a
60-9									i x t e l o l o
83-9									tɬ e + tɬ
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m a +
106-9									k a k iː
138-9									n e h a ø
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t e k a
176-9									tɬ ø k a + tɬ
179-9									n a k a + tɬ
180-9									m e ts + tɬ iː
186-9									k e tʃ tɬ iː
190-9									j a k a + +
194-9									s e
220-9									o h + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + tɬ tɬ
293-9									iː n + i n
314-9									k w a w o tɬ
315-9									u m e
322-9									t e h a m e iː
