COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
644	s e t ɨ j o																s ə b ʔ ai̯ t i		s e t
328	s ə dː ə b ə	s ə dː ə b ə								s ə d ə b a		s ə dː ə b ə m	s ə dː ə b ə	s ə dː ə b ə m	s ə d ə b ə			s ə d ə b ə	s ə d ə b ə
98															ʔ ɨ z ə kʼ				ʔ ɨ z ə kʼ
383		b a r m a s i l a																	m aː ʃ u lː e
523															ʃ ɨ b ə t			ʃ ɨ b ə t	ʃ i b ai̯
179						j ɨ b u s										j ɨ b u s	n ɨ kʼ w u s		
452	ʔ ɨ s w a	k ɨ sː a													ʔ i ʃ a		n ɨ sː a	ʔ ɨ ʃ ə	
133												b ai̯							b aː j u
389						t ə s ʕ ə tː u										s ɨ ʕ	t ɨ ʃ ə ʕ a t ə		
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
120			d a n g a	d a n g ə	d a n g ə		d a n g a	d a n g a	d a n g a				d a n g a						
662							w ə s tʼ ɨ n j ə	w ə s tʼ i n i j ə	w ə s tʼ										w ɨ s t
207	dʒ o r o	dʒ o r o																	
483																r ə ʔ a	r ə ʔ a j ə		
288	r a s					r ɨ ʔ ɨ s				ʔ u r uː s						r ə ʔ a s	r ɨ ʔ s i		ʔ a h ə r
187										b u tʃ i					b uː tʃ o			b u tʃ o	
393										l ə f l ə f								l ə f l ə f	l e f l ə f
253		ʔ ɨ n dʒ e d e l o																	dʒ eː d aː l ə
610			m ɨ r kʼ a r	m ɨ r a f ə r			m ɨ r kʼ a r	m ɨ r kʼ a r	m ə m ɨ r		m ɨ r ʔ a r		m ɨ r kʼ a r						
539	w ə f r a m	w ɨ f r a m																	
299			g u n ə r		g u nː ə r		g u n ə r	g u n ə r	g u n ʔ ə r		g u n ʔ ə r	g u nː ə n	g u nː ə n	g u nː ə n					
