COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l z ɔ ⁵						
18-1	n j ei ⁵						
19-1	n j ei ⁵						
44-1	l u k ³²						
50-1	x j o ŋ ³						
62-1	s ai k ⁵⁴						
70-1	d a n ³¹						
75-1	n j ɔ ʔ ⁴						
97-1	tʃʰ a ŋ ⁵						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ³						
127-1	kʰ w i ³						
132-1	w ɔ ʔ ³¹						
133-1	n ṵ ³						
135-1	n au ³¹						
142-1	d z w i ³						
143-1	ŋ ɔ ʔ ³¹						
149-1	ʔ u ³						
152-1	ŋ ə ³						
157-1	b u ⁵						
183-1	ʔ u ⁵						
184-1	n au ʔ ³¹						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ⁴³						
192-1	n a ³¹						
195-1	n a ³¹						
200-1	g ai n ³¹						
216-1	s ai n ³						
218-1	l ɔ ʔ ³²						
225-1	s ai ŋ ⁵						
235-1	kʰ j ɛ n ³						
244-1	s w i ³						
253-1	n j ɛ̰ ³						
270-1	m i ⁵						
278-1	m j ɛ ⁵						
279-1	w ai ⁵						
285-1	j ḛ m ⁵						
308-1	d j ɛ ³¹						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	n j a ŋ ⁵						
341-1	d z ɔ ⁵						
347-1	ʃ au ⁵						
362-1	g i ³¹						
391-1	j ɔ p ⁴²						
394-1	m ɔ ʔ ⁴³						
397-1	tʃʰ ei ⁵						
443-1	n j a p ⁵⁴						
460-1	s a t ⁵³						
463-1	w i ³¹						
464-1	ʔ u ŋ ³						
473-1	s ɔ m ³						
476-1	kʰ j u k ⁵⁴						
481-1	tsʰ au ³						
494-1	g k ³¹						
496-1	x j ai ŋ ³						
516-1	w ei ³						
1-2		m au ⁵²					
4-2		l a ²³					
18-2		m i k ⁵²					
19-2		n ḭ ²³					
44-2		l au k ⁵²					
50-2		ʃ i ŋ ³					
62-2		s a k ⁵²					
70-2		p a n ²³					
75-2		m j a ŋ ³					
97-2		tʃʰ a ŋ ²³					
112-2		tsʰ a ⁵²					
122-2		m j u ²³					
127-2		kʰ au ⁵²					
132-2		w o ʔ ²³					
133-2		n a ⁵²					
135-2		n au ⁵²					
142-2		ts aː w i ³					
143-2		n a ʔ ⁵²					
149-2		ʔ u ³					
152-2		ŋ a ³					
157-2		p a ⁵²					
183-2		ʔ u ⁵²					
184-2		n a k ⁵²					
185-2		ts ḭ ²³					
189-2		m j a ʔ ²³					
192-2		n a ⁵²					
195-2		n a ⁵²					
200-2		ts ai ²³					
216-2		s ḭ ²³					
218-2		l a ʔ ⁵²					
225-2		s a ŋ ²³					
235-2		kʰ j i ³					
244-2		s au ⁵²					
253-2		m i ⁵²					
270-2		m i ⁵²					
278-2		m e ³					
279-2		w a ⁵²					
285-2		ʔ a m ²³					
308-2		p w i ³					
322-2		m i ⁵²					
325-2		kʰ au ⁵²					
337-2		m j a ŋ ⁵²					
341-2		ts aː					
347-2		ʃ au k ⁵²					
362-2		ɣ ḭ ²³					
391-2		w ɛ ²³					
394-2		m a ʔ ⁵²					
397-2		tʃʰ ə ²³					
443-2		n j a p ⁵²					
460-2		s a ʔ ⁵²					
463-2		ɣ ai ³					
464-2		ʔ au ŋ ²³					
473-2		s a m ²³					
476-2		kʰ j u ²³					
481-2		x ai ³					
494-2		ɣ e ²³					
496-2		ʃ i ŋ ²³					
516-2		w a ⁵²					
1-3			m au ³				
4-3			l æ ⁵³				
18-3			m j e k ³				
19-3			n e ⁴				
44-3			l o ʔ ³				
50-3			ʃ e ŋ ⁴				
62-3			s ə k ⁵³				
70-3			b j e ⁴				
75-3			m j æ m ³				
97-3			tʃʰ a ŋ ⁴				
112-3			tsʰ ɔ ⁴				
122-3			m j o k ³				
127-3			kʰ i ⁵				
132-3			w ɔ ʔ ³				
133-3			n au ³¹				
135-3			n au ³¹				
142-3			dʒ ḛ i ⁵³				
143-3			ŋ ɔ ʔ ³				
149-3			g ɔ ⁴				
152-3			ŋ ɔ ⁴				
157-3			b o ⁴				
183-3			ʔ u ⁴				
184-3			n au k ³²				
185-3			tsʰ æ m ⁴³				
189-3			m j ɔ ʔ ³				
192-3			n a ³¹				
195-3			n ɔ̃ ³				
200-3			g e ³¹				
216-3			s e ŋ ³²				
218-3			l ɔ ʔ ³				
225-3			s ə ŋ ⁴				
235-3			kʰ e ⁴³				
244-3			s ɨ ⁵				
253-3			m j e ⁴				
270-3			m i ⁴				
278-3			m j e ŋ ³²				
279-3			w ɔ ⁵¹				
285-3			j æ̰ m ⁴				
308-3			b j ɛ̰ ⁵³				
322-3			m i ⁴				
325-3			kʰ au ⁵				
337-3			m j æ̰ ŋ ³				
341-3			d z ɔ ⁴				
347-3			ʃ o k ⁵³				
362-3			g e ³¹				
391-3			j o k ³				
394-3			m ɔ̃ ʔ ³				
397-3			tʃʰ e ⁴³				
443-3			m j ɛ p ⁵³				
460-3			s æ t ⁵³				
463-3			j e ⁵¹				
464-3			j o ŋ ³				
473-3			s ɛ m ⁵¹				
476-3			kʰ j o k ⁵³				
481-3			tsʰ e ⁵³				
494-3			g ɔ ⁴				
496-3			ʃ e ŋ ⁴				
516-3			pʰ e ⁴				
1-4				m o̰ k ⁵			
4-4				l e ³			
18-4				m j ⁴³			
19-4				n ḭ ʔ ⁵⁴			
44-4				l au k ³²			
50-4				ʃ a ³²			
62-4				s a k ⁵			
70-4				b e n ⁴			
75-4				m i k ³²			
97-4				tʃʰ a ³²			
112-4				tsʰ o ⁵			
122-4				m j æu ʔ ³			
127-4				kʰ a ⁴³			
132-4				pʰ o ʔ ⁴³			
133-4				n o̰ ⁴²			
135-4				n o̰ k ⁵			
142-4				dʒ a̰ ³¹			
143-4				ŋ a̰ k ⁵⁴			
149-4				ɣ au ³			
152-4				ŋ ə ²			
157-4				b o ⁵			
183-4				ʔ au ²			
184-4				n au ʔ ³¹			
185-4				tsʰ e ⁴¹			
189-4				m j ɔ ʔ ³			
192-4				n a ³²			
195-4				n o ²³			
200-4				g ɪ n ⁴¹			
216-4				s ɪ n ²			
218-4				l o ʔ ³			
225-4				s a ŋ k ⁵⁴			
235-4				kʰ i ²³			
244-4				s w i ⁵⁴			
253-4				m i ²			
270-4				m i t ³			
278-4				m i ŋ ²³			
279-4				v a ²			
285-4				j a̰ m ³			
308-4				t o̰ k ⁵			
322-4				m i ²			
325-4				kʰ o ʔ ⁵⁴			
337-4				m j a̰ ŋ ³			
341-4				d z o ³			
347-4				ʃ ɪ k ⁵⁴			
362-4				ɣ i ²			
391-4				j a̰ p ⁵³			
394-4				m o ʔ ³			
397-4				tʃʰ i t ⁵⁴			
443-4				n j a̰ p ⁵⁴			
460-4				s a ʔ ⁵⁴			
463-4				pʰ au ³¹			
464-4				ʔ au ŋ ³²			
473-4				s a m ³			
476-4				kʰ j au ʔ ⁵²			
481-4				tsʰ a ⁴³			
494-4				g o̰ k ⁵			
496-4				ʃ a ³²			
516-4				pʰ ḭ ⁴³			
1-5					m o ³¹		
4-5					l a ³¹		
18-5					m j ai		
19-5					n i ³¹		
44-5					l o ʔ ³¹		
50-5					ʃ o ⁵⁵		
62-5					ʃ e ʔ ³¹		
70-5					p a n ³¹		
75-5					ŋ a ʔ ⁵⁵		
97-5					ʃ o ⁵⁵		
112-5					ʃ a ³¹		
122-5					m j o ʔ ³¹		
127-5					kʰ i		
132-5					pʰ ə		
133-5					n o ³¹		
135-5					n o ³¹		
142-5					ʃ o		
143-5					ŋ ʊ ʔ ³¹		
149-5					ɹ u ³¹		
152-5					ŋ a ³¹		
157-5					p a ³¹		
