COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	m ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	ʐ ɔ m ⁵⁵								
438-1	ȵ ɔ ⁵⁵ ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	ȵ i ³¹								
221-1	pʰ o p ⁵⁵								
202-1	k ʐ ³¹								
935-1	o ³¹								
93-1	o ɔ ³¹								
7-1	p a n ³¹								
664-1	o w a ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	n ə k ⁵⁵								
555-1	i u m ⁵⁵								
464-1	m au ³¹								
119-1	m ə ŋ ⁵⁵								
835-1	n ɔ t ⁵⁵								
79-1	t o ³¹								
693-1	tsʰ au ⁵⁵								
477-1	n ɔ ⁵⁵ ⁵⁵								
891-1	t ə ŋ ³⁵								
528-1	k o ⁵⁵								
797-1	x ʐ o ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	t a t ⁵⁵								
896-1	tsʰ au t ⁵⁵								
452-1	ȵ ʐ o ʔ ⁵⁵								
580-1	n ɔ t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m w a ³¹								
696-1	m ui ⁵⁵ ⁵⁵								
86-1	t ə ŋ ⁵⁵								
384-1	m a m ³⁵								
61-1	t a m ⁵⁵								
536-1	s ɔ ʔ ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ ⁵⁵								
589-1	t w ŋ ⁵⁵								
658-1	o a m ⁵⁵								
456-1	ȵ ʐ w a ŋ								
183-1	k ʐ w								
785-1	x ɔ a								
714-1	n ⁵⁵								
331-1	l ɔ ³¹								
930-1	tsʰ ɔ t ⁵⁵								
161-1	k ɔ a ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ ʔ ʔ ⁵⁵								
194-1	ʐ ɔ ʔ ⁵⁵								
727-1	ʂ w a ⁵⁵								
260-1	ȵ ʐ p t ⁵⁵								
