COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l z ⁵						
18-1	n j a n ⁵						
19-1	n j ei ⁵³						
44-1	l u k ⁵³						
50-1	h ai ŋ ³						
62-1	s ai ḭ ⁵³						
70-1	b a n ³						
75-1	n j ɔ ʔ ³¹						
97-1	tʃʰ a ŋ ⁵						
112-1	tsʰ ɔ ⁵						
122-1	n j ṵ ʔ ³¹						
127-1	kʰ w i ³¹						
132-1	w ɔ ʔ ³¹						
133-1	n au ³						
135-1	n au ⁵						
142-1	d z i i						
143-1	ŋ ɔ̰ ʔ ⁵³						
149-1	ʔ u ⁵						
152-1	ŋ ɔ ³						
157-1	b ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n u ʔ ʔ						
185-1	tsʰ a m						
189-1	n j ɔ ʔ ⁴³						
192-1	n ɔ̰ ³						
195-1	n ɔ ³						
200-1	g j n ³						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ³						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ³¹						
244-1	s w i						
253-1	m j e						
270-1	m j ³¹						
278-1	m j ŋ ŋ ³¹						
279-1	w ɔ ⁵						
285-1	j ɔ̰ ɔ ³						
308-1	d j i						
322-1	m i ei						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³¹						
341-1	d z ɔ ³						
347-1	ʃ o k ³¹						
362-1	j i ³¹						
391-1	j ɔ̰ p ⁵⁴						
394-1	m ɔ ʔ ⁴³						
397-1	tʃʰ j ei						
443-1	n j ṵ p ⁵⁴						
460-1	s a t ⁵³						
463-1	w i ³¹						
464-1	ʔ u ŋ ³						
473-1	s o m ³						
476-1	kʰ j ṵ k ⁵³						
481-1	tsʰ ɛ ³						
494-1	g j ⁵						
496-1	h j e ŋ						
516-1	w a ³						
1-2		m au ⁵²					
4-2		l a ⁵²					
18-2		m e i n					
19-2		n i ³					
44-2		l a k ⁵²					
50-2		ʃ a ŋ ⁵²					
62-2		ts a̰ k ⁵²					
70-2		p a ²³					
75-2		m j a ʔ ⁵²					
97-2		ts a ŋ ²³					
112-2		ts a ⁵²					
122-2		m j u k ⁵²					
127-2		kʰ a̰ i					
132-2		w a ʔ ⁵²					
133-2		n a ⁵²					
135-2		n au ²³					
142-2		ts a̰ a̰ i ³					
143-2		ŋ a ʔ ⁵²					
149-2		ʔ u ⁵²					
152-2		n a ³					
157-2		p a ⁵²					
183-2		ʔ u ³					
184-2		n au k ⁵²					
185-2		ts a ²³					
189-2		m j a ʔ ⁵²					
192-2		n a					
195-2		n a ⁵²					
200-2		k a ²³					
216-2		ts a ŋ ⁵²					
218-2		l a ʔ ⁵²					
225-2		s a ŋ ⁵²					
235-2		kʰ j ³					
244-2		ts au i ⁵²					
253-2		m j ³					
270-2		m i ⁵²					
278-2		m e ŋ ŋ					
279-2		w u ⁵²					
285-2		j a̰ m ³					
308-2		p j ŋ ⁵²					
322-2		m i ³					
325-2		kʰ au ²³					
337-2		m j o ŋ ³					
341-2		ts a a					
347-2		s au ʔ ⁵²					
362-2		ɣ i ³					
391-2		j a̰ ʔ ⁵²					
394-2		m a ʔ ⁵²					
397-2		ʃ ɛ ³					
443-2		m j a̰ ʔ ⁵²					
460-2		s au ʔ ⁵²					
463-2		x i ³					
464-2		ʔ a̰ː ŋ ⁵²					
473-2		ts a m ⁵²					
476-2		kʰ j u k ⁵²					
481-2		ts ẽ ³					
494-2		ɣ i ⁵²					
496-2		k j ŋ ŋ					
516-2		x i ³					
1-3			m au ³				
4-3			l ɔ̰ ⁴				
18-3			m j e n				
19-3			n j t				
44-3			l o ʔ ⁵³				
50-3			ʃ ə ŋ				
62-3			s ə k ⁵³				
70-3			b ãɪ n ⁴				
75-3			m j o ʔ ⁵³				
97-3			tʃʰ a ŋ ⁴				
112-3			tsʰ ɔ ⁴				
122-3			m j o ʔ ⁵³				
127-3			kʰ ɨ i ⁴				
132-3			w ɔ ʔ ³				
133-3			n ɔ̃ ³ ³				
135-3			n au ⁴				
142-3			d z ɨ i				
143-3			ŋ ɔ̃ ʔ ⁵³				
149-3			w u ⁴				
152-3			ŋ ɔ ⁵¹				
157-3			b ɔ ⁴				
183-3			ʔ u ³				
184-3			n o ʔ ⁵³				
185-3			tsʰ æ m ³¹				
189-3			m j ɔ ʔ ³				
192-3			n ɔ̃ ⁵¹				
195-3			n ɔ̃ ²³				
200-3			g e ⁵				
216-3			s ə ŋ ⁴				
218-3			l ɔ̰ ʔ ³				
225-3			s ə ŋ ⁴				
235-3			kʰ j e				
244-3			s ɨ i ⁴				
253-3			m j e				
270-3			m j ³				
278-3			m j ŋ ŋ ³¹				
279-3			w o ⁴				
285-3			j ɛ m ⁴²				
308-3			b j ai ⁴				
322-3			m j e				
325-3			kʰ au ⁴				
337-3			m j a ŋ ³¹				
341-3			d z ɔ ⁴²				
347-3			ʃ o ʔ ⁵³				
362-3			j i ³²				
391-3			j ɛ p ⁵³				
394-3			m ɔ̃ ʔ ³				
397-3			tʃʰ e ⁵				
443-3			m j ɛ p ⁵³				
460-3			s oi ʔ ⁵³				
463-3			w ḛ ³¹				
464-3			w o ŋ ⁴				
473-3			s ɛ m ⁴²				
476-3			kʰ j o k ⁵³				
481-3			tsʰ e ³¹				
494-3			g j ⁴				
496-3			ʃ ə ŋ ŋ				
516-3			j e ³				
1-4				m o̰ k			
4-4				l a ²			
18-4				m j ɪ n ²			
19-4				n i ʔ			
44-4				l au ʔ ³²			
50-4				ʃ a ŋ			
62-4				s a k ⁵⁴			
70-4				b ɪ n ²			
75-4				m j ɔ ʔ			
97-4				tʃʰ a ³²			
112-4				tsʰ o ²			
122-4				m j æu k ³²			
127-4				kʰ ø i			
132-4				w o ʔ ³²			
133-4				n o ʔ			
135-4				n o ³⁴			
142-4				d z i ³¹			
143-4				ŋ ɔ ʔ ⁵⁴			
149-4				ʔ au ³			
152-4				ŋ ɔ ²			
157-4				b o ²			
183-4				ʔ au ²			
184-4				n au k ⁵⁴			
185-4				tsʰ e ³²			
189-4				m j ɔ ʔ ³²			
192-4				n a̰ ⁵²			
195-4				n ɔ ³			
200-4				g ɪ ʔ ⁵⁴			
216-4				s a ŋ ²			
218-4				l o ʔ			
225-4				s a ŋ ²			
235-4				kʰ i ²³			
244-4				s ø i ⁴³			
253-4				m i ⁴³			
270-4				m i ⁴³			
278-4				m a ŋ ³²			
279-4				w o ²			
285-4				j a m ³¹			
308-4				d ø ʔ ⁵⁴			
322-4				m i ⁴³			
325-4				kʰ o k			
337-4				m j a ³²			
341-4				d z o			
347-4				ʃ au k ⁵⁴			
362-4				ɣ i ³			
391-4				j æ p ⁵⁴			
394-4				m ɔ ʔ ³²			
397-4				tʃʰ i ⁴³			
443-4				m j æ p ⁵⁴			
460-4				s a ʔ ⁵⁴			
463-4				ɣ ø i			
464-4				j au ŋ			
473-4				s a m ³¹			
476-4				kʰ j æu k ⁵⁴			
481-4				tsʰ ai ⁵²			
494-4				g i ⁵⁴			
496-4				ʃ a a ŋ			
516-4				w e ²			
1-5					m j ³¹		
4-5					l i ³¹		
18-5					m j i ³¹		
19-5					n j ʔ ⁵⁵		
44-5					l a ʔ ³¹		
50-5					j ai ŋ ⁵⁵		
62-5					s e ʔ ³¹		
70-5					p i n ³¹		
75-5					m j u ʔ ⁵⁵		
97-5					ʃ ə ŋ ³¹		
112-5					tsʰ a ³¹		
122-5					m j o ʔ ⁵⁵		
127-5					kʰ ə i ³¹		
132-5					v ʔ ʔ ³¹		
133-5					n u ³¹		
135-5					n u ³¹		
142-5					t u i i		
143-5					ŋ ʔ ʔ ³¹		
149-5					ʔ ʔ ³¹		
152-5					ŋ a		
157-5					pʰ a ³¹		
183-5					ʔ ai ʔ		
184-5					n u ʔ ³¹		
185-5					tsʰ i ⁵⁵		
189-5					m j u ʔ ³¹		
192-5					n u ³¹ ⁵⁵		
195-5					n a ³¹		
200-5					kʰ i ³¹ ³¹		
216-5					s i ŋ ³¹		
218-5					l u ʔ ³¹		
225-5					s ə ŋ ³¹		
235-5					kʰ i i		
244-5					ʃ w i ³¹		
253-5					m i ³¹		
270-5					m i ³¹		
278-5					m j ŋ ŋ		
279-5					v a ³¹		
285-5					j ai m ³¹		
308-5					p i i ³¹		
322-5					m i ³¹		
325-5					kʰ o ³¹		
337-5					m j o ŋ ⁵⁵		
341-5					sʰ u a		
347-5					ʃ o ³¹		
362-5					ɹ i ³¹		
391-5					j a ʔ ³¹		
394-5					m o ʔ ⁵⁵		
397-5					ʃ i ³¹		
443-5					ɲ j a ʔ ³¹		
460-5					ʃ e ʔ ³¹		
463-5					j ɹ i ⁵⁵		
464-5					ʔ ə ŋ		
473-5					ʃ a m ³¹		
476-5					x j o k ³¹		
481-5					ʃ i ³¹		
494-5					k o ³¹		
496-5					j i ŋ ³¹		
516-5					v i ³¹		
1-6						m w iː	
4-6						l l	
18-6						m j a n	
19-6						n r e	
44-6						l au k	
50-6						s a ŋ	
62-6						s a a	
70-6						p a n	
75-6						m r a k	
97-6						kʰ a ŋ	
112-6						tsʰ u	
122-6						m j au k	
127-6						kʰ w e	
132-6						r w aː	
133-6						n aː	
135-6						n w iː	
142-6						tʰ w w iː e	
143-6						ŋ a k	
149-6						ʔ w	
152-6						h aː	
157-6						p u	
183-6						ʔ u	
184-6						n au k	
185-6						tsʰ a	
189-6						m j a k	
192-6						n aː	
195-6						n a	
200-6						kʰ a	
216-6						s a a	
218-6						l a k	
225-6						s a ŋ	
235-6						kʰ r	
244-6						s w iː	
253-6						m r	
270-6						m r	
278-6						m r a ŋ	
279-6						r a	
285-6						r u m	
308-6						p r a	
322-6						m r iː	
325-6						kʰ w iː	
337-6						m j a ŋ	
341-6						tʰ w aː	
347-6						s au k	
362-6						r r iː	
391-6						r u p	
394-6						m a k	
397-6						tsʰ eː	
443-6						h r a p	
460-6						s a ts	
463-6						r w	
464-6						ʔ au ŋ	
473-6						s u m m	
476-6						kʰ j au k	
481-6						tsʰ i	
494-6						k r	
496-6						s a ŋ	
516-6						r a ts	
1-7							m au ³¹
4-7							l ə ³¹
18-7							m j a̰ ŋ ³¹
19-7							n i ³¹ ³¹
44-7							l u ʔ ⁵
50-7							ʃ i ŋ ³²
62-7							s ɪ k ⁵
70-7							b a n ³¹
75-7							m j ɔ ʔ ³²
97-7							tʃʰ a ŋ ³¹
112-7							tsʰ ɔ ³¹
122-7							m j u ʔ ³²
127-7							kʰ w i ³¹
132-7							β ɔ ʔ ³²
133-7							n ɔ ³¹
135-7							n au ⁵²
142-7							d z i i
143-7							ŋ ɔ ʔ ⁵
149-7							ʔ ɔ ʔ
152-7							ŋ ɔ ³²
157-7							b ɔ ³¹
183-7							ʔ u ³
184-7							n u ʔ ³²
185-7							tsʰ a m ⁵³
189-7							m j ɔ ʔ ³
192-7							n ʊ̰ ⁵³
195-7							n ɔ ³²
200-7							g i ³² ³²
216-7							s ɪ ŋ ³¹
218-7							l ɔ ʔ ³²
225-7							s ɪ ŋ ⁵³
235-7							kʰ i ³ ⁵³
244-7							s w i ³¹
253-7							m i ³¹
270-7							m i ³¹
278-7							m j ŋ ŋ ⁵³
279-7							w ɔ ³¹
285-7							j u m ⁵³
308-7							b j i ³¹
322-7							m i ³¹
325-7							kʰ au ⁵²
337-7							m j a ŋ ³¹
341-7							d z ɔ ⁵³
347-7							ʃ ɔ ʔ ⁵⁴
362-7							β i ³¹
391-7							j u p ⁵⁴
394-7							m ɔ ʔ ³²
397-7							tʃʰ i ⁴³
443-7							n j u p ⁵⁴
460-7							s ɪ p ⁵⁴
463-7							β i ³¹
464-7							ʔ u ŋ ³¹
473-7							s u m ³¹
476-7							kʰ j u ʔ ⁵⁴
481-7							tsʰ ə ⁵³
494-7							g i ³¹
496-7							ʃ j ŋ ŋ ⁵³
516-7							β i t
