COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	o m e									
96-1	a t a tʃ									
99-1	a t i t o n									
114-1	t o k i tʃ i									
115-1	o o i tʃ									
133-1	t i p a a a									
144-1	a a a w a tʃ i									
150-1	k a w									
234-1	k o m									
236-1	p i k o n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a t a									
2-1	w o m									
65-1	i w									
74-1	p a n a									
106-1	t o n i i									
128-1	p o k i									
147-1	t i m i tʃ i									
231-1	p a n a w o									
232-1	p i i i a									
239-1	n a m a k a n									
266-1	i t i m									
51-1	o w i ʔ									
97-1	m a p o n									
109-1	o p i a i tʃ									
121-1	k a p i a a k tʃ i									
149-1	t o k									
160-1	k i i i k									
163-1	o p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a r a k a w									
134-1	n i p a t									
139-1	m o n o tʃ i									
142-1	p a t a m a									
145-1	k a t a t i tʃ i									
148-1	t a a w w a									
162-1	i j i n									
166-1	i m i									
179-1	t a									
201-1	p e									
21-1	t a w									
24-1	k o k o m a									
52-2		i t e								
56-2		o m e								
96-2		a k a p i								
99-2		a r i k e n								
114-2		t o k i s i								
115-2		o e i i i								
133-2		t i p a a a i								
144-2		a r a a a s i								
150-2		k a w								
234-2		k o m								
236-2		p i k o n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t o p a k i s i								
95-2		w i k i s								
106-2		t o n i n i								
119-2		j a t i i i i								
128-2		h o k i s i								
147-2		t i m o n i								
231-2		p a k a w n								
232-2		p i i								
239-2		n a m a k a n								
266-2		i t i m								
51-2		i w i								
55-2		i n a m								
97-2		m a h o n a								
121-2		k a p i j a i s i								
163-2		i p e n								
167-2		p a								
259-2		t o w a								
66-2		k a k a k a w								
112-2		t r a a a i n i								
116-2		t o p a k a s i								
125-2		k a t i m a s i								
135-2		t i m i								
139-2		m o k o i								
142-2		p a t a m a i								
148-2		t a a a k								
162-2		i j i n								
166-2		i m i								
179-2		t a								
52-3			i tʃ i							
56-3			u m a							
96-3			a t a							
99-3			a i i i a a							
114-3			tʃ o k i a i							
115-3			u i i a a							
