COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	i t e									
56-1	o m e									
96-1	a a a j i									
99-1	a p i e a n									
114-1	t o k i n									
115-1	e i i e									
133-1	t r p a a a r i									
144-1	a r a w a k n									
150-1	k a w									
234-1	k o m									
236-1	p a k o n									
241-1	a w r n									
249-1	i tʃ e									
1-1	w a t a									
2-1	w o m									
65-1	i w									
74-1	p a n a									
106-1	t i n e i									
128-1	a o k i									
147-1	t i m n									
231-1	p a n a w o ʔ									
232-1	p a p i j									
239-1	n a m a k a n									
266-1	i t i m									
51-1	o w e									
97-1	m a m o m									
109-1	e p w j e i									
121-1	k a p a j a k o r									
149-1	t o k									
160-1	k i r i k									
163-1	o p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a a a k a w									
134-1	n a p a t									
139-1	m o k o i									
142-1	p a a a m a a									
145-1	k a p a t n k n									
148-1	t a a r w a u									
162-1	i j i n									
166-1	i m i									
179-1	t a									
201-1	p i									
21-1	k a w									
24-1	p o k a m a n									
50-1	i n a									
57-1	t o k a w a n									
84-1	p i w a n									
91-1	m o k o n									
131-1	t o k t z i m									
151-1	k i w									
154-1	w e									
192-1	t o t									
197-1	t e a i									
205-1	i p a n									
227-1	w a p i i t									
246-1	i w i									
251-1	w a n a									
271-1	o r w									
285-1	i a a w i n									
75-1	u p n j a									
79-1	t a j n									
104-1	k a p w p a									
153-1	tʃ a k									
157-1	t a r a m									
174-1	p u r u									
240-1	t i m a k									
270-1	k a w a t i									
52-2		i t e								
56-2		o m e								
96-2		a k a e								
99-2		a r r j n e								
114-2		t o k i								
115-2		w o r								
133-2		t r m a r s t								
144-2		a k a o a s t								
150-2		k a r								
234-2		k o m								
236-2		h i k o e								
241-2		a r r e								
249-2		i e e								
74-2		h a e a								
93-2		t o m a r g s o								
95-2		r o n g								
106-2		t e e e u								
119-2		w a t t e r								
128-2		h o k u								
147-2		t o m o u								
231-2		m a e a e n								
232-2		o i g i e u								
239-2		e a m a k a i								
266-2		r t i m								
51-2		r r e								
55-2		h h a m								
97-2		m a m r j a								
121-2		k a m a w a k s								
163-2		e m e i								
167-2		m a								
259-2		t o r a								
66-2		k a r a k a r								
112-2		t r a a m e r								
116-2		t o m a k a k o								
125-2		k a t r m a s								
135-2		n i m r j								
139-2		m o o a e								
142-2		o a a r m m a								
148-2		t a o a r i								
162-2		e m r e								
166-2		r m r								
179-2		t a								
45-2		w h o m w m a								
84-2		h r r a e								
131-2		t o k s t i m u								
146-2		o n m m a k								
154-2		o e e								
192-2		t e t								
197-2		t o m r m								
235-2		s o r o								
237-2		m r m a m g								
246-2		r r r u								
250-2		m o r o t o t h								
267-2		t o r a								
39-2		w a m o r r a								
42-2		k r t r o m a u								
44-2		r a m a m u								
75-2		r m o w a u								
94-2		k k e r e o								
122-2		k e k e a k o								
52-3			t d i							
56-3			r ɲ i							
