COGID	dutch	english	french	german
630	v ɑ ŋ ə			f a ŋ ə n
-1615	oː l iː	ɔ ɪ l		ɶː l
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
-1033	b aː j	b eɪ		
575	ɔ k s ə l		ɛ s ɛ l	a k s ə l + h ɶː l ə
2009	oː v ə	ʌ v n̩		oː f ə n
311	l ɛɪ k			l ai x + n aː m
1091	uː v ə r			uː f ə r
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
2105		r eɪ k		r ɛ x ə n
319	s t ɛ r v ə			ʃ t ɛ r b ə n
1293	w ɛ s t ə	w ɛ s t		v ɛ s t ə n
2242	m ɔ n t	m aʊ ð		m ʊ n t
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
940	m aː x			m aː ɡ ə n
276	l ɑ m	l ɑː m eɪ		l aː m
1199	s l œy j ə r			ʃ l ai ə r
2055	b l ɪ k s ə m			b l ɪ ts
528	j øː k			j ʊ k ə n
2097		h əʊ		h a k ə
100	v r ɑu w			f r au
-445		f æ m ə l ɪ		f a m iː l iː ə
-934	l ɑ m p	l æ m p		l a m p ə
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
1630	t ɪ n	t ɪ n		ts ɪ n
2016		f r aɪ	f ʀ i ʀ	
-2284	p l aː ts	p l eɪ s		p l a ts
1254	h aː r t			h eː r t
305	p aː l			pf aː l
1972	d eː l			t ai l
1274	h aː j			h ai
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
-36	s uː p	s uː p		z ʊ p ə
1961	d r oː m ə	d r iː m		t r ɔy m ə n
626	w eː v ə	w iː v		v eː b ə n
2038	n ɪ x t			n ɪ x t ə
638	m aː l ə			m aː l ə n
1466	k l eː d ɪ ŋ	k l əʊ ð z		k l ai d ʊ ŋ
268	d ɛɪ	θ aɪ		
736	v r ɑu w			f r au
1633	ɛɪ z ə r	aɪ r ə n		ai z ə n
3	h ɔ f			h oː f
1895		h iː l		h ai l ə n
320		d aɪ		t oː t
758	l ʉ x t			l ʊ f t
111	k ɪ n t			k ɪ n t
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
650	d eː x	d əʊ		t ai k
2159	k r ɔ p			k r ɔ pf
232	k oː p ə			k au f ə n
260	m uː			m yː d ə
1661	m ɛ l k	m ɪ l k		m ɪ l x
1989	h oː j	h eɪ		h ɔy
127	v eː			v iː
776	v ə r + d eː l ə			t ai l ə n
782	w ɛ x			v ɛ k
1237	ɛ ŋ k ə l	æ ŋ k l̩		
1638	k oː p ə r	k ɔ p ə r		
1885	x r ɑ f	ɡ r ɑː v		ɡ r aː p
1196	n ɛ k		n y k	n a k ə n
1472	m ɔ d ə r	m ʌ d		
2001		l iː f		l au p
352	eː r s t ə			eː r s t ə
916	t r ɔ x	t r ɔ f		t r oː k
1666	v l ɑ k t ə			f l ɛ x ə
474	d ɪ k	θ ɪ k		d ɪ k
860	m ɪ d ə	m ɪ d l̩		m ɪ t ə
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
1720	b uː r			b au ə r
1222	aː n + s t eː k ə			a n + ʃ t ɛ k ə n
716		b ɑː k		b ɔ r k ə
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
931	k aː r s			k eː r ts ə
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
