COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
565				ŋ a ³⁴			ŋ ɔ t ³²
493	j i ⁵		j i ³	ɣ i ³⁵			β w i ⁴
383			ʔ a ²				ʔ a ²
553	tʰ a n ³		tʰ ãɪ ²				tʰ a n ³²
535	b a ŋ ³¹		b a ŋ ³¹	b o ³⁴		p aˀ	b ɔ ³
172	kʰ u ŋ ⁵		kʰ o ŋ ⁵		k ə		kʰ u ŋ ³¹
359				n a̰ ḭ t ⁵⁴			n ʊ̰ t ⁵
296	m i ³¹		m ḛ ḭ ⁵¹	m ai ³²			
230	l u k ⁵⁴		l o ʔ ³²	l au ʔ ³			
487	ŋ a n ⁵		ŋ ãɪ ²⁴				
427	b w a ³¹		b oe ʔ ³				
483					h e ŋ ⁵⁵		h i ŋ ⁴⁵
236			tʰ u ŋ ⁴	tʰ au ŋ ²	tʰ a ŋ ³¹		tʰ a ŋ ⁴³
173	pʰ ə ³	pʰ ə ³	pʰ ə ⁵³	pʰ ə t ³²			pʰ ə t ⁵
53			dʒ ɔ ʔ ³	dʒ o ʔ ³²			
380			j u ³¹	j u ³		r w eː	
333	ʃ a m ³	ʃʰ ḭ ²³	ʃ æ m ³	ʃ j ɛ ³			ʃ a m ⁵³
125	g j u ʔ ⁴²	ɣ o ²³	g ɛ n ³²	ɣ o k ³²		k r w a t	
229	pʰ ə ⁵		b w e ⁵³	p a̰ t ⁵		p u	
41	b ɔ p ⁴³		b ø p ²¹	b a p ³²			b ɔ ³
85						h b i n	pʰ ɛ n ³
526		p a ²³	b ɔ ⁴	b o ³⁵			
5	m ṵ ⁵	m ə ⁵²	m ɔ ⁵³				m ɔ ⁴
36			b a ŋ ²³	b a ŋ ³		p a ŋ	b a ŋ ³
416	d ɨu ⁴³						d u n ⁵³
196		k j ɛ ²³	kʰ j æ p ⁵³				kʰ j æ p ⁵
432	b a t ³¹			b ḛ t ʔ ⁵⁴			
178						k au k	g ɔ k ⁴
488	j a m ⁵		j æ̰ m ⁴			ʔ ə	ʔ a̰ m ³¹
111			k o̰ k ⁵⁴		k o ʔ ⁵⁵		
219	m a n ⁵		m oi ⁴⁵	m a̰ ḭ t ⁵			m u n ³⁴
571			m ɔ ²¹			h m a	
492	g ɔ ⁵		g ɔ ³	g au ŋ ³			
283			l ḛ ʔ ⁵⁴	l a̰ ³¹	l i ʔ ⁵⁵	h l e	l a̰ ḭ ⁵³
346	ʃ ɛ t ⁵³		ʃ i ʔ ³¹	ʃ a p ⁵³		s i p	ʃ ɪ t ⁵
204	tʃʰ a m ⁵		tʃʰ æ m ⁴			ts eˀ	tʰ a ŋ ⁵³
533			m au ²			h m au ŋ	m a ³²
258	ʔ u ŋ ³	ʔ a	ʔ a ³		ʔ ə		
264	m ɔ ʔ ⁴³		m ɔ ʔ ⁴		m o ʔ ³¹	m a k	
10			w ɔ ⁵¹		w a ʔ ⁵⁵	r w a	
356	h a m ⁵		h a m ⁴	h e ⁴		h a n	h a m ²¹
459	kʰ a t ⁵²		kʰ a̰i ʔ ⁵¹				kʰ a t ⁵⁴
462		p ḛ ʔ ²³	p j æ̰ p ³¹				b j ɔ ʔ ³
418	g j ɔ ⁴³	k j a ²³	g j ɔ ⁴	g j o ⁵		k j aˀ	
115	dʒ ɔ ³		d z ə ⁴³				
30	w a ŋ ³¹	w ã ŋ ³	w a ŋ ³¹	w a ³²			w a ŋ ³¹
355				tʃʰ ɔ ³			tʃʰ ɪ ³²
311			b ai n ⁴	p ḛ n ²			
426	d ṵ ḭ ⁵		d ɨ ⁵⁴	d ø i ⁵			d w i ⁵³
162			j ɛ m ³			ʔ i m	
310	k j ɔ̰ p ⁵³					tsʷ a p	dʒ ɔ p ⁵⁴
168	b a p ³¹		b ai t ³²	b e ʔ ²¹		p a k	
545	dʒ w ɛ ʔ ⁵²		dʒ ø m ³²	dʒ o ⁵		tsʷ a t	
527	tʃʰ ɔ ʔ ⁵⁴		tʃʰ ɔ ʔ ⁵³				tʃʰ a ⁵
234	k a̰ ŋ ³		g a ŋ k ⁵²	k a̰u ŋ ⁴			
209	kʰ o ŋ ³		kʰ o ŋ ³¹		tʰ a ŋ	k j au k	kʰ u ŋ ⁵³
182	n ɔ̰ ³¹		n ɔ̃ ³	n ɔ ³		h n a	
324	j a p ⁴²		j æ p ³				v a p ⁵
226	tʃʰ o ʔ ⁵³		tʃʰ o ŋ ⁵³			tsʰ au ŋˀ	tʃʰ ə ⁵
233	n j a̰ ŋ ⁵			m a̰ ⁴			m j a̰ ŋ ³²
375	ŋ a̰ m ⁵³		m j e ³²	m i t ³			m ɪ t ³
497						t u t	d ɔ t ⁵⁴
153	l a̰ ŋ ³		l a̰ ŋ ³⁴	l a̰ ³			l a̰ ŋ ⁵³
37			l ai ³²	l ai ³²		l ai	l ai ³¹
107	w ɔ m ³		w ø m ²				
73	dʒ ei ⁵⁴			dʒ i t ⁴⁵		ts eˀ	dʒ i ⁴
343	j w a t ⁴²		j oi ʔ ²	v w e ³⁴			
573	h a ŋ k ⁵⁴	kʰ a k ³	h a ŋ ⁴				
227	d a ŋ ⁵	t o ŋ ²³	d a ŋ ⁵				d a ŋ ³²
128			l a ⁵³	l ə			
424			n j ɛ ²¹	n a ⁴³			m j w i ²¹
363	t a̰ ḭ ʔ ⁵³	t ḭ ²³	d a ŋ ²				d a ŋ ⁴³
542	b w ɔ p ³¹		b w ɛ p ²	b a p ³⁴		p u p	b ʊ p ³
514	w i ³⁴					w a	
