COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³						
4-1	l a ⁵						
18-1	n j j n ⁵						
19-1	n j ⁵						
44-1	l u ʔ ³¹						
50-1	ʃ a ŋ ³						
62-1	s ai k ⁵⁴						
70-1	b a n ³						
75-1	n j ɔ ʔ ³¹						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ³¹						
127-1	kʰ w i ⁵						
132-1	w ɔ ʔ ³²						
133-1	n u ³						
135-1	n au ⁵						
142-1	d z i ⁴²						
143-1	ŋ j ʔ ʔ						
149-1	ʔ u ⁵						
152-1	ŋ ɔ ³						
157-1	b u ⁵						
183-1	ʔ u ⁵						
184-1	n u k ʔ						
185-1	tsʰ a m						
189-1	n j ɔ ʔ ³¹						
192-1	n ɔ̰ ³						
195-1	n ɔ ³						
200-1	k a a ³						
216-1	s a n ⁵						
218-1	l ɔ ʔ ³¹						
225-1	s a ŋ ⁵						
235-1	kʰ j ei ³						
244-1	s w i						
253-1	n j ³						
270-1	m i ³¹						
278-1	m j ŋ ŋ ³¹						
279-1	w a ³						
285-1	j ɔ m m						
308-1	d j a						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³						
341-1	d z ɔ ³						
347-1	ʃ u k ³¹						
362-1	j i ³¹						
391-1	j j p ⁵³						
394-1	m ɔ ʔ ³²						
397-1	tʃʰ ei ⁵						
443-1	n j j ⁵¹						
460-1	s a t ⁵³						
463-1	w i ³¹						
464-1	ʔ u ŋ ³						
473-1	s ɔ m ³						
476-1	kʰ j u k						
481-1	tsʰ a ³						
494-1	g j ⁵						
496-1	h j a ³ ³						
516-1	w i ³						
1-2		m au ⁵²					
4-2		l a ⁵²					
18-2		m j a					
19-2		n i ³					
44-2		l a ʔ					
50-2		ʃ a ŋ ³					
62-2		s au ⁵²					
70-2		p a n					
75-2		m j a ʔ					
97-2		tʃʰ o ŋ					
112-2		ts a ²³					
122-2		m j au ʔ ³					
127-2		kʰ w i					
132-2		w au ʔ ⁵²					
133-2		n a ⁵²					
135-2		n au ⁵²					
142-2		ts a w i					
143-2		ŋ a ʔ					
149-2		ʔ a ⁵²					
152-2		ŋ a ³					
157-2		p a ⁵²					
183-2		ʔ u ⁵²					
