COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
202	n j e ŋ ³¹			n j ɛ n ³¹			
261	ʃ a ŋ ³				s ə	s aː	ʃ a ŋ ⁵³
449	ts ṵ ʔ ⁵²		d z u ³²	d z a̰u ⁴		tsʰ u	dʒ ɔ ʔ ⁵⁴
358	ʃ ɛ t ³¹		ʃ ɛ ³¹	ʃ ɛ ³¹	ʃ e t		ʃ e ³¹
213	n a̰ ḭ k ⁵⁴	n a k ⁵²	n ə k ⁵⁴			h n aˀ	n ɪ̰ k ⁵
357	s ɔ ʔ ⁵³		s ɔ ʔ ⁵³	s ɔ ʔ ⁵⁴		s a k	s ɔ ʔ ⁵⁴
517		ts õ ²³	dʒ a ŋ k ⁵³	dʒ a ³⁴		r a ŋ	dʒ a̰ ŋ ⁵³
378	n j ḛ k ⁵²		m j ɛ̰ ʔ ⁵²	m ḭ t ⁵⁴		m eˀ	m ḭ ⁵³
203	ʔ a m ³		ʔ æ m ³	ʔ e ³²			ʔ a m ⁵
446	l a̰ p ⁴²		l æ̰ p ³²	l ḛ ʔ ⁵⁴			l a̰ p ⁵⁴
226	tʃʰ o ʔ ⁵³		tʃʰ o ŋ ⁵³			tsʰ au ŋˀ	tʃʰ ə ⁵
536	d e ³		d u ³¹	d au ³		t u	ts ṵ ŋ ⁵³
479					j ɔ ŋ ⁵⁵	h r a ts	
455	l ɨ̰ ṵ ³	l i ²³	l u ³²				
571			m ɔ ²¹			h m a	
370			d e ʔ ³²	d a ⁴³			
527	tʃʰ ɔ ʔ ⁵⁴		tʃʰ ɔ ʔ ⁵³				tʃʰ a ⁵
561	n ṵ k ⁵³		n ə ŋ ²	n e ⁵		n a n	n j ɔ̰ m ⁵³
37			l ai ³²	l ai ³²		l ai	l ai ³¹
153	l a̰ ŋ ³		l a̰ ŋ ³⁴	l a̰ ³			l a̰ ŋ ⁵³
229	pʰ ə ⁵		b w e ⁵³	p a̰ t ⁵		p u	
317	m ɔ t ⁴²		m oi ʔ ³				
293						pʰ j a	pʰ j ɔ ⁵³
105	m i ⁵		m ɯ̃ ⁵²				
124	t j ṵ ³		b j u ³	p j ṵ ⁵²	pʰ j u ʔ ⁵⁵	pʰ r uˀ	b j u ⁵³
381	dʒ ɛ t ⁵⁴			dʒ i t ⁵			
559	j ɔ m ³		j ɛ m ²³	ɣ a m ³			v u m ³
401	ʃ ei ³		ʃ e ³²	ʃ i t ⁵⁴	ʃ i ʔ ⁵⁵	s e	ʃ i ⁴³
497						t u t	d ɔ t ⁵⁴
196		k j ɛ ²³	kʰ j æ p ⁵³				kʰ j æ p ⁵
65	k ṵ k ⁵⁴		g o k ⁵³	k a̰u ʔ ⁵⁴	kʰ w e ⁵⁵	kʰ au k	k ṵ ʔ ⁵
340	ŋ au ³¹		ŋ au ³¹	ŋ o ʔ ³²	ŋ u ⁵⁵	ŋ w i	ŋ au ³²
489	m a̰u ⁵			m o ³²			
478	x j ɛ ⁵³	ʃ ɛ t ⁵²	ʃ e t ⁵³	ʃ ø ʔ ⁵	ʃ i ʔ ³¹		ʃ ɪ̰ t ⁵
345			g i ³	kʰ i ⁵⁴			g i ³¹
495	ŋ i ³¹	ŋ ai ³	ŋ e ³¹	ŋ ai ²³	ŋ j i ⁵⁵	ŋ ai	
435	kʰ j a m ⁵⁴		kʰ ɔ ʔ ⁵²	kʰ o ʔ ⁵⁴		k a	kʰ ɔ ʔ ⁵
353	ts a̰u ⁵		d z au ⁵³	d z o̰ ʔ ⁵⁴	sʰ o ³¹		d z au ³²
524	n ɛ ³¹	n ẽ ³	n e ³¹	n e ³	n ɛ ³¹	n i	n e ³²
230	l u k ⁵⁴		l o ʔ ³²	l au ʔ ³			
300		ɣ a ⁵²	g ai n ³	g ɪ n ⁴		k a m	k a n ³²
138	l j a̰ ŋ k ⁵³		j a̰ ŋ k ⁵³				
534				n o ʔ ³⁴	ɲ o ⁵⁵		
424			n j ɛ ²¹	n a ⁴³			m j w i ²¹
103				pʰ j a k ⁵			pʰ j i k ⁵
24		ʔ a ŋ ³	ʔ ai ²⁵	ʔ a ³²			ʔ ə ³
79	g j ɛ n ⁴²		g j ɛ m ⁵¹	ɣ a m ⁵¹		k r i m	g a m ⁵³
423	j au ³¹		j au ³¹	j o̰ k ⁵		k j aˀ	ʔ ʊ̰ t ⁵
429	tsʰ a ʔ ⁴¹		dʒ oi ʔ ⁵			s w eː	
107	w ɔ m ³		w ø m ²				
526		p a ²³	b ɔ ⁴	b o ³⁵			
255	d j u ³¹	p j u ³	b j u ⁵¹	b j u ³¹		l u	
406	tʰ u k ⁵³		tʰ o ʔ ⁵³	tʰ au k ⁵⁴		tʰ au k	tʰ u ʔ ⁴³
515	d a n ³		d ai n ³	d ɪ n ⁴		t a ɲ	d i ŋ ⁴
552			l e ³²	l a ⁵		l eː	l ai ⁵³
240			tʃʰ a m ⁵⁴	tʃʰ e ⁴²			tʃʰ a m ³²
331	n j ɔ̃ ³		m j ɔ̃ ³	m i ³	m j a ³¹	h m r aː	m j ɔ ³¹
