COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	i t e									
56-1	o m e									
96-1	a t a									
99-1	a t i k o n									
114-1	t o k o i									
115-1	o t o									
133-1	t i p a a a									
144-1	a t a w a i ʔ									
150-1	k a w ʔ									
234-1	k o m									
236-1	p i k o n ʔ									
241-1	a w i n									
249-1	i tʃ e ʔ									
1-1	w a t a ʔ									
2-1	w o m m									
65-1	i w									
74-1	p a n a									
106-1	t o n i									
128-1	k o k									
147-1	t i m i tʃ i									
231-1	p a n a w o									
232-1	p i p i ʔ ʔ									
239-1	n a m a k a n									
266-1	i t i m									
51-1	i w i ʔ									
97-1	m a p o m									
109-1	o p i j i									
121-1	k a p i j a k a ʔ									
149-1	t o k									
160-1	k i r i k									
163-1	o p e n									
52-2		t t e								
56-2		o m e								
96-2		a t a s								
99-2		a r i k e n								
114-2		t o k o s i								
115-2		o r i s s								
133-2		t i p r a s s								
144-2		a r a a a s i								
150-2		k a w								
234-2		k o m								
236-2		p e k o n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t o p a r i s i								
95-2		w i k i								
106-2		t o n e s i								
119-2		j j t t i s i								
128-2		h o k o s i								
147-2		t i m o s i								
231-2		p a n a w o								
232-2		p i e m								
239-2		n a m a k a n								
266-2		i t i m								
51-2		o w i								
55-2		i w a m								
97-2		m a m o m								
121-2		k a p i j r k s								
163-2		o p e n								
52-3			i tʃ e							
56-3			u m e							
96-3			a t a a							
99-3			a t i k a							
114-3			t u k o a e							
115-3			u t o a e							
133-3			t i p a t a a							
144-3			a t a w a e m							
150-3			k a w							
234-3			k u m							
236-3			p i k u n							
241-3			a w i n							
249-3			e a u							
1-3			w a tʃ a							
2-3			w u m							
65-3			i w o							
93-3			t u p a t e a e							
95-3			w i k							
106-3			tʃ u n i tʃ e							
119-3			m a t i m e							
128-3			u u k o e							
147-3			tʃ u m u tʃ e							
231-3			p a n a w u							
232-3			p i p i s							
239-3			n a m a k a n							
266-3			e i i m							
3-3			w a t k k i							
4-3			w a t i tʃ							
55-3			i h a a							
109-3			u p u a i a							
121-3			k a p m a a k a							
149-3			t u k tʃ							
160-3			k i t i k							
52-4				i t u						
56-4				u m u						
96-4				a t a						
99-4				a t i k o n						
114-4				t o k i						
115-4				u w u						
133-4				t i p a a a						
144-4				a a a w a						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ u						
1-4				w a t a						
2-4				w m m						
65-4				i w						
74-4				p a n a						
93-4				t u p a t i tʃ i						
95-4				w i k i						
106-4				t u n i						
119-4				i j t i i						
128-4				p o k						
147-4				t i m i tʃ i						
231-4				p a n a w o						
232-4				p i u						
239-4				n a m a k a n						
266-4				i t i m						
3-4				a u r k k o						
4-4				w a t i						
51-4				u w i						
97-4				m a p u m						
109-4				u p i j i						
121-4				k a p i j a k a						
149-4				t o k						
