COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z ɔ n ə			
2054-1	d ɔ n d r			
1375-1	l ɪ t			
760-1	w ɪ n t			
756-1	s n eː			
726-1	m ɔ d ə r			
1351-1	x r ɑ n + r p d ə r			
1353-1	x r ɑ n + m ɔ d ə r			
412-1	z ɛ ɛɪ ɣ ə r ɛɪ p aː d ə			
406-1	s oː eː ɣ ə r ə m d ə			
1005-1	s t iː p + v aː d ə r			
1012-1	s t eː p ə m ɔ d ə r			
1016-1	w ɪ d ə r r			
1069-1	ɪ x			
509-1	v ɔ l ə			
693-1	m eː l ə			
2179-1	n ɛ s t			
1753-1	v ɪ ɛɪ k ə			
1131-1	w ɔ l f			
1198-1	b aː r t			
2032-1	h ɔ r			
2241-1	n aː z			
2244-1	l ɪ p ə			
610-1	k iː l			
945-1	h ɛ r			
1534-1	l ɛ k ə			
384-1	z uː k ə			
1650-1	n øː t			
1663-1	v ɑ l t			
2279-1	l ɛɪ n ɪ			
471-1	z ɛ ə			
1385-1	z aː t ə			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h ɔ n d ə r d			
1970-1	v ɔ l			
1230-1	d r ʉ d			
2017-1	n eː w			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h ɔ ɣ ə l			
829-1	k l ɪ p			
1025-1	w ɑ t ə r			
1027-1	z eː j			
1832-1	r oː p			
-1816-1	ɔ t eː p			
-335-1	l ɑ x oː n			
1043-1	s t r oː m			
423-1	s t eː n			
2049-1	m uː n			
2062-1	s t ɔ r m			
2065-1	r eː x ə + b b oː x ə			
1368-1	s ɑ d ə			
1365-1	d ʉ			
754-1	r aː x ə			
768-1	w ɛ d ə r			
1211-1	v oː r r			
106-1	m ɑ n			
-98-1	b eː v iː ŋ			
719-1	v ɑ d ə r			
1341-1	z oː n			
-2027-1	d ɑ n d			
-2026-1	n eː v ə			
409-1	z w iː ɣ ə r + z oː n			
402-1	d oː iː ɣ ə r ɛɪ n l ə ə			
1014-1	s t eː p + d ɔ x t ə			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s d iː r			
2194-1	ɔ k s			
2199-1	k ɑ l p			
2197-1	s aː p			
1523-1	z uː			
1521-1	b ɔ k			
512-1	m ɛ r aː			
2141-1	h ɛ n			
2147-1	x ɑ n s			
814-1	k r ɔ			
810-1	d oː v			
1755-1	h ɔ n t			
1758-1	m uː z			
1760-1	r ɑ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l uː s			
1307-1	n ɪ t ə			
1305-1	v l iː w			
711-1	w ɑ s p			
1442-1	v l iː ɣ ə			
62-1	m ʉ x			
-73-1	m ʉ s k ɛɪ t ə			
1810-1	h ɛɪ d			
1805-1	v l ɛɪ s			
1813-1	h aː r			
1811-1	b l ɔ t			
690-1	r ɪ ɣ ə			
2177-1	h ɛ p t			
246-1	oː ɣ ə r aː v r ɑu			
1469-2		s æ n d		
2047-2		s ʌ n		
2054-2		θ ʌ n d r		
1375-2		l aɪ k t		
760-2		w aɪ n d		
756-2		s n eɪ		
726-2		m ɪ d ə r		
1351-2		ɡ r aɪ t d f ə d l̩ r		
1353-2		ɡ r aɪ t m m ʌ d ə r		
412-2		ʃ əʊ ɪ n ə r eɪ d ə d		
406-2		ʃ əʊ r əʊ m		
1005-2		s d eɪ f ə p d d r		
1012-2		s t eɪ f ə m ʌ d ə r		
1016-2		w ɪ d v		
1069-2		ɪ k		
509-2		f iː l		
693-2		m iː l +		
2179-2		n ɛ s d		
1753-2		f ɪ s		
1131-2		w ɔ l f		
1198-2		b eɪ r d		
2032-2		h ʌ r		
2241-2		n əʊ s		
2244-2		l ɪ p		
610-2		k ɪ eɪ		
945-2		h ɑː r d		
1534-2		l ɪ k		
384-2		s ɪ t		
1650-2		n ɔ t		
1663-2		s əʊ l		
2279-2		l aɪ n		
471-2		s əʊ		
1385-2		s iː d		
792-2		j uː k		
1111-2		m ɔː s d		
197-2		s ɪ t		
2020-2		l æ ŋ		
867-2		h ʌ n d ə r		
1970-2		f ɔ l		
1230-2		d r ɛ d l̩		
2017-2		n ɪ v		
968-2		w ɛ l		
1674-2		l æ n d		
1671-2		h ʌ v l̩ l		
829-2		k l aɪ f		
1025-2		w ɛ t l̩ r		
1027-2		s ɪ		
1832-2		r aɪ		
-1816-2		b t eɪ aʊ s n		
-335-2		l əʊ aʊ ʌ n		
1043-2		s t r ʌ m		
423-2		s t + n		
2049-2		m iː n d		
2062-2		s t ɔː r m		
2065-2		r ɪ m d b aɪ ɡ		
1368-2		ʃ əʊ d		
1365-2		d ɔː		
754-2		r ɪ		
768-2		w ɛ t		
1211-2		f iː r r		
106-2		m æ n		
-98-2		b ɛ v iː		
719-2		f iː d ə r		
1341-2		s ʌ n		
-2027-2		t æ n d		
-2026-2		n ɛ v		
409-2		ʃ w aɪ n ə r ʌ s n̩		
402-2		ʃ w aɪ n ə r əʊ t ɡ d		
1014-2		s d ɪ v + d ɔ ɡ t ə r		
1059-2		w aɪ k		
120-2		s t l̩ l		
2194-2		ɔ k		
2199-2		k əʊ l f		
2197-2		s əʊ p p		
1523-2		s uː		
512-2		m ɔː r		
2141-2		h aɪ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		θ aʊ f n̩		
1758-2		m aʊ s		
1760-2		r æ m		
1620-2		f ɪ n		
1282-2		w ɛ l v l s		
1136-2		f ʊ k		
1309-2		l iː s		
1307-2		n ɪ t		
1305-2		f l ʌ		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m ɔː s tʃ iː d l̩		
1810-2		h aɪ t		
1805-2		f l əʊ s		
1813-2		h ɑː r		
1811-2		b l ɔː t		
690-2		r ɪ p		
2177-2		h aɪ f		
246-2		w + n d b r ɔ		
1469-3			ʃ o t i	
2047-3			ʃ o n	
2054-3			t ɑ̃ t i ʀ	
1375-3			l a v	
760-3			v ɑ̃ n ʀ	
756-3			ɛ n y	
726-3			u t ʀ	
1351-3			b ʀ ɔ t i p p t ʀ	
1353-3			b ʀ ɔ u t ʀ	
412-3			t a ɡ ʀ ʀ u p ɛ l e	
406-3			v a ɡ ʀ t e l	
1005-3			ɛ ɛ b p p p t ʀ	
1012-3			ɛ ɛ ɑ̃ p u t ʀ	
1016-3			v ɑ̃ t s t ʀ	
1069-3			a	
509-3			p l a e	
693-3			s y l t	
2179-3			n y ɛ i ʀ	
1753-3			p ə z	
1131-3			v a a p	
1198-3			b ɔ t i	
2032-3			e ɑ̃ t i	
2241-3			n y ɛ	
2244-3			l ə p	
610-3			k u y l	
945-3			l ɑ̃ t s	
1534-3			l ə k	
384-3			ʃ o ɡ e	
1650-3			n y e	
1663-3			ʃ o z e	
2279-3			l ɑ̃ n ʀ	
471-3			ʃ s ʀ e	
1385-3			ʃ u ɛ	
792-3			e u	
1111-3			s ɔ t i ʀ	
197-3			ʃ o t	
2020-3			l a	
867-3			e ɑ̃ n i ʀ ʀ i	
1970-3			p l a	
1230-3			p y t t	
2017-3			n y p	
2183-3			ɛ ɛ b l	
1521-3			b a	
1755-3			ɑ̃ t i	
1760-3			ʀ ɔ t	
1469-4				z a n t ə
2047-4				z ʊ n ə
2054-4				d ʊ n d ə r
1375-4				l ɪ x n
760-4				v ɪ n t
756-4				ʃ n iː ə
726-4				m iː d ə r
1351-4				ɡ r a n t r p d n r
1353-4				ɡ r a n + m ʊ d ə r
412-4				z ɛ n n ə r ai t ə r iː
406-4				ʃ iː ʊ n + n ɪ t ə r iː
1005-4				ʃ t ai + r d n r
1012-4				ʃ t iː f + m ʊ d ə r
