COGID	dutch	english	french	german
1408	n eː m ə			n eː m ə n
1397	h ɑu d ə			b ə + h a l t ə n
1642	x ɑu t	ɡ əʊ l d		ɡ ɔ l t
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
2228	h ɑ l s			h a l s
-36	s uː p	s uː p		z ʊ p ə
169	r ɛɪ ɣ ə r			r ai ə r
1431	d r aː ɣ ə			t r aː ɡ ə n
1979	x r ɑ s	ɡ r ɑː s		ɡ r aː s
995	v l ɛ x t ə			f l ɛ x t ə n
127	v eː			v iː
-1647	v ɛɪ x	f ɪ ɡ		f ai ɡ ə
-2	t ɛ n t	t ɛ n t		
-2270	r ɛ s t ə			r ɛ s t
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
2001		l iː f		l au p
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
2180	d oː r s + l ɪ k ə			ʃ l ʊ k ə n
2024	p ɑ n	p æ n		pf a n ə
232	k oː p ə			k au f ə n
1571	m eː n ə x t ə			m ɛ ŋ ə
1389			ʃ o z	z a x ə
2192	k uː	k aʊ		
1065			t y	d uː
947	l eː v ə r	l ɪ v ə r		l eː b ə r
27	v l eː s			f l ai ʃ
1666	v l ɑ k t ə			f l ɛ x ə
1726	v ɛ l t	f iː l d		f ɛ l t
847	h oː x	h aɪ		h oː x
2107	h ɑ r k			h a r k ə
1295	h aː v ə r			h aː f ə r
1062	z ɪ ŋ k ə	s ɪ ŋ k		z ɛ ŋ k ə n
581	v ə r + l iː z ə	l uː z		f ɛ r + l iː r ə n
-1041	r iː v iː r	r ɪ v ə r		
1556	x eː w ə			ɡ a f ə n
2216	v l øː ɣ ə l			f l yː ɡ ə l
747	n eː t ə l	n ɛ t l̩		n ɛ s ə l
1254	h aː r t			h eː r t
1959	s l aː p ə	s l iː p		ʃ l aː f ə n
2174	s x ɑu d ə r	ʃ əʊ l d ə r		ʃ ʊ l t ə r
628	s p ɪ n d ə l	s p ɪ n d l̩		ʃ p ɪ n d ə l
1047	b r ɔ n			b r ʊ n ə n
-1723		ɡ ɑː d n̩		ɡ aː r t ə n
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
260	m uː			m yː d ə
70	b øː k	b iː tʃ		b uː x ə
1261	z eː v ə	s ɪ v		z iː b ə n
1407	v ɑ s t + h ɑu d ə	h əʊ l d		h a l t ə n
949	s m ɪ t	b l æ k + s m ɪ θ		ʃ m iː t
52	b ɑ k + s t eː n			b a k + ʃ t ai n
525	z w ɛ l ɪ ŋ	s w ɛ l ɪ ŋ		ʃ v ɛ l ʊ ŋ
2277	w ɔ l	w ʊ l		v ɔ l ə
2166	b ɔ r s t ə l			b ʏ r s t ə
1568	w ɛɪ n ə x			v eː n ɪ x
2253	k ɛ r v ə	k ɑː v		
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
1930	b r eː k ə	b r eɪ k		b r ɛ x ə n
-350	p aː r	p ɛ ə r		p aː r
612	b eː n			b ai n
1267	n iː r			n iː r ə
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
783		r əʊ d	ʀ u t	
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
1694	d r ʉ p ə l ə	d r ɪ p		t r ɔ pf ə n
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
1237	ɛ ŋ k ə l	æ ŋ k l̩		
1839	w ɛ + ɣ aː n	ɡ əʊ + aʊ t		au s + ɡ eː ə n
650	d eː x	d əʊ		t ai k
2094		ʃ ʌ v l̩		ʃ au f ə l
1185	s x uː n + m aː k ə r	ʃ uː + m eɪ k ə r		ʃ uː s t ə r
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
472	n iː z ə	s n iː z		n iː z ə n
1565	m eː r	m ɔː r		m eː r
1212	r oː k			r au x
-1158	b ɑ l	b ɔː l		
2097		h əʊ		h a k ə
694	s n ʉ r k ə	s n ɔː r		ʃ n a r x ə n
528	j øː k			j ʊ k ə n
1648	s m eː d ə			ʃ m iː d ə n
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
1390	d ɪ ŋ	θ ɪ ŋ		d ɪ ŋ
1144	k aː l			k aː l
922	b ɛ t	b ɛ d		b ɛ t
1417	l ɛɪ d ə	l iː d		l ai t ə n
256	n aː k t	n eɪ k ɪ d		n a k t
314	d oː d ə			t ɶː t ə n
630	v ɑ ŋ ə			f a ŋ ə n
1989	h oː j	h eɪ		h ɔy
2159	k r ɔ p			k r ɔ pf
-2035		k ʌ z n̩		k uː z iː n ə
-306	p ɔ s t	p əʊ s t		
603	ɛ l ə + b oː x	ɛ l + b əʊ		ɛ l ə n + b oː ɡ ə n
1903	w ɔ n t	w aʊ n d		v ʊ n d ə
352	eː r s t ə			eː r s t ə
1789	b eː d ə l aː r			b ɛ t l ə r
1466	k l eː d ɪ ŋ	k l əʊ ð z		k l ai d ʊ ŋ
776	v ə r + d eː l ə			t ai l ə n
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
1439	z ɛ n d ə	s ɛ n d		
