COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d i															
1089-1	n a															
1319-1	n ɛ															
1398-1	s u g u r u															
1557-1	g i r e															
1626-1	w a g u															
1840-1	t i ŋ															
2247-1	g o															
4677-1	k u r o j															
5162-1	m i r̃ ɛ															
5406-1	t a n d															
359-1	k a r u															
1577-1	g i r e															
2196-1	n a r̃ a															
2230-1	s u g e															
2533-1	b a r u															
3605-1	k a n d a															
3866-1	o s u															
4553-1	t a g u															
4822-1	k u m b															
5254-1	d u r ɔ															
503-1	k i r̃ a															
1356-1	m a j̃															
1881-1	n u m															
3218-1	b u s u															
3372-1	n a m a															
3718-1	a r a															
4135-1	b a n															
4694-1	g u s u															
807-1	k o m															
2320-1	k a n ɛ															
2476-1	k uː															
3719-1	m															
4081-1	d a m b u															
4313-1	n ɛ m															
4460-1	s u j															
5810-1	p i r i															
93-1	d ɔ															
260-1	b ɛ r ɛ															
385-1	z ɛ m b ɛ															
890-1	a m b i r															
1336-1	t e g e															
1703-1	b a															
1769-1	t ɛ m b u															
2162-1	b ɛ r ɛ															
2635-1	s o															
3031-1	d ɛ g ɛ															
4591-1	t a r u															
5301-1	p ɛ r u															
5605-1	t i m ɛ															
463-1	d u m b u															
1432-1	t a r u															
1474-1	t ɔ n															
1788-1	s i															
2044-1	d i m b															
2713-1	t ɛ m d d r ɛ															
3219-1	b a s u															
3425-1	j e															
4184-1	n ɛ															
4629-1	n u ŋ ɔ															
4759-1	n i j̃ u															
4904-1	n u ŋ a															
4960-1	g i n a dʒ u															
4980-1	t ɔː															
5059-1	g u j̃ o															
5339-1	p a g a															
5549-1	t a w a															
5905-1	t i n u															
5922-1	b i r ɛ															
5938-1	a d u n a															
1-1	p ɛ															
483-1	g e s u															
629-1	d ɛ															
667-1	ɛ w ɛ															
1254-1	z a m d u r u															
1415-1	ɲ ɛ															
1542-1	n ɛ															
1683-1	s i j															
1898-1	b u r̃ o															
2901-1	t u ŋ dʒ															
2957-1	m a n d i															
3048-1	b i j e															
3251-1	s a r a															
3885-1	t ɛ r ɛ															
4402-1	j i															
5622-1	p ɛ r ɛ j															
6006-1	m̩ i r̃ u															
135-1	t u n d															
158-1	m ɔ s u															
194-1	b ɛ															
221-1	ɛ s u															
650-1	b ɛ s i															
1152-1	t i w ɛ															
1374-1	k ɔ ŋ g															
1452-1	g a r a															
1862-1	i s u															
2083-1	k a n															
2108-1	n a j̃															
2636-1	m															
2924-1	p o r															
2941-1	b i r i															
3405-1	ɛ m ɛ															
3751-1	p ɛ j															
4066-1	g ɔ r̃ ɔ															
4535-1	s u g ɔ															
4888-1	s a m n a															
5583-1	t a ŋ g															
5751-1	t i j ɛ															
5981-1	a r̃ a															
114-1	d ɔ j̃ ɛ															
851-1	k ɔ															
1941-1	k i r i															
2179-1	n̩ d i															
2351-1	b a b a															
2496-1	n u															
3482-1	m i s i d ɛ															
3497-1	n a															
3588-1	k ɔ r ɔ															
4202-1	g o r ɔ															
4293-1	z ɔ w ɔ															
4921-1	s a m b															
408-1	j u m b u															
545-1	i r u															
978-1	t o m															
1052-1	n a m b u															
1070-1	r u g o															
1942-1	j e															
2456-1	k ɔ r i															
2514-1	d u s u															
2666-1	s u g i															
2817-1	a ŋ g a															
3132-1	d u ŋ															
3300-1	ɛ w ɛ															
3976-1	s aː															
4152-1	k i r̃ a															
4361-1	t e g e															
4570-1	g ɔ w															
4648-1	j e															
715-2		d i														
1089-2		n a														
1319-2		n ɛ														
1398-2		s u g u r														
1557-2		g i r i														
1626-2		w a g a														
1840-2		t i n														
2247-2		g oː														
4677-2		k u r o j														
5162-2		m i r̃ ɛ														
5406-2		t aː n dʒ														
359-2		k a r u														
1577-2		g i r e														
2196-2		n a r̃ a														
2230-2		s i g i														
2533-2		b a r a														
3605-2		k a n dʒ a														
3866-2		o dʒ u														
4553-2		t a g u														
4822-2		k u m b														
5254-2		d u r ɔ														
503-2		k i r̃ a														
1356-2		m a j̃														
1881-2		n u m														
2084-2		j aː p i														
2420-2		k u r ɛ														
3218-2		p u dʒ u														
3372-2		n a m a														
3718-2		a r a														
4135-2		b a n i														
4694-2		g u dʒ u														
807-2		k o m														
2320-2		k a n ɛ														
2476-2		k e														
2842-2		d i g u														
4081-2		d a m b i														
4313-2		n ɛ m														
4460-2		s i j̃														
5514-2		n ɛ n ɛ ɛ														
5810-2		p i r i														
93-2		d ɔ														
260-2		b ɛ r ɛ														
385-2		dʒ ɛ m b														
890-2		a m i r r i														
1336-2		t e g e														
1703-2		b a														
1769-2		t ɛ m b i														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		d a n a														
3031-2		d ɛ g ɛ														
4591-2		t a r i														
5301-2		p ɛ r u														
5605-2		t i m ɛ														
296-2		dʒ a m b														
463-2		d u m b u														
