COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	l ɔ ³¹								
438-1	ȵ ʐ w ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	ȵ au ³¹								
221-1	i o p ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹ ³¹								
93-1	s ə a ³¹								
7-1	p i n ³¹								
664-1	o w a ⁵⁵								
246-1	x ɔ k ⁵⁵								
547-1	ʂ ə k ⁵⁵								
555-1	i n m ⁵⁵								
464-1	m au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n̥ w p ⁵⁵								
79-1	t ɔ ³¹								
693-1	l ⁵⁵ ⁵⁵								
477-1	n au p								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ u k ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ au u ʔ ⁵⁵								
580-1	s o t ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	ȵ w ŋ ³¹								
696-1	ŋ ə ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	ȵ w n ³⁵								
61-1	t a m ⁵⁵								
536-1	s w k ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ ⁵⁵								
589-1	t ə ŋ ⁵⁵								
658-1	ɔ m m ⁵⁵								
456-1	ȵ au w a ³¹								
183-1	k ʐ ³¹ ³¹								
785-1	x w a								
714-1	o ⁵⁵								
331-1	l w a								
930-1	n̥ w p ⁵⁵								
161-1	k ə a ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	ʐ w ʔ ⁵⁵								
727-1	ʂ w a ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	tʰ ɔ ʔ ⁵⁵								
506-1	pʰ ə k								
29-1	p ə ⁵⁵								
316-1	tʰ ɔ k ⁵⁵								
389-1	ȵ ʐ w a ⁵⁵								
118-1	ȵ w a								
312-1	x o ³¹								
490-1	n i ³⁵								
436-1	ȵ ʐ w a								
927-1	n̥ ɔ n ⁵⁵								
383-1	ȵ ɔ ʔ ⁵⁵								
211-1	i a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	ʂ ui ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ a								
595-1	t w ³⁵								
660-1	ɔ o ʔ ⁵⁵								
642-1	x w ŋ ³⁵								
257-1	x ʐ a m ⁵⁵								
167-1	k ʐ w a								
880-1	tʰ ɔ p ⁵⁵								
484-1	n w ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ e n ³¹								
811-1	x au ³¹								
458-1	t ə ŋ ³¹								
884-1	tʰ au ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ w a								
920-1	ə ŋ ³¹								
36-1	p au w m ⁵⁵								
12-1	p i ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p e n ⁵⁵								
342-1	ʐ u ʔ ⁵⁵								
280-1	x ʐ ŋ								
612-1	tʰ ə ŋ ³¹								
459-1	ȵ au ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x au au ³⁵								
148-1	k w m ³¹								
652-1	l ɿ ⁵⁵								
220-1	kʰ w ŋ ³¹								
562-1	ʂ ə ŋ ³¹								
31-1	p ʐ w a								
386-1	ȵ au a ⁵⁵								
804-1	x ʐ ə ŋ ³¹								
369-1	l ə k ⁵⁵								
125-1	t u ³¹								
314-1	x ʐ w a								
823-1	kʰ o p ⁵⁵								
471-1	n a m ⁵⁵								
40-1	p au ə ŋ ³⁵								
393-1	ȵ w ŋ ³⁵								
272-1	x ʐ w ŋ ³⁵								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	ʐ a m								
665-2		ŋ o ⁵¹							
495-2		n au ²¹							
838-2		l o ʔ ⁵⁵							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j ²¹							
221-2		j o̱ p ²¹							
202-2		k u ²¹							
935-2		a ²¹							
93-2		ts o ŋ							
7-2		p a ŋ ²¹							
664-2		o̱ a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		s i e ⁵⁵							
555-2		j i ⁵¹							
464-2		m u ²¹							
119-2		ts i ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t u ²¹							
693-2		ŋ au ⁵¹							
477-2		n a p ²¹							
891-2		t o̱ ŋ ⁵⁵							
528-2		j u ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n j k ²¹							
217-2		j a p ⁵⁵							
896-2		tʃʰ u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s o̱ ʔ ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ i ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a ŋ ⁵⁵							
61-2		t a ŋ ⁵¹							
536-2		x o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		a o ⁵¹							
589-2		tʰ a̱ ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		o̱ m ⁵¹ ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
