COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
455	ʔ i k i tɕ u r i	i k i t e	i k iː tɕː o	i k i tʲ uː	i k i t e r u		e k e tɕ o r u	i k i t o r u	ʔ i tɕ i ts oː ɴ	i k i t e r u
222	ʔʲ a x j a					vː a d u			ʔ i tː aː	
215		j o kː j a	j o k a							
255		tɕ iː t o					tɕ iː t o			
54						b ɨ k i d u m			w i k i g a	
314		m o s i	m o ɕ i k a		m o s i	m u s ɨ	m o s i	m o s i	m u s i	m o s i
362	k i r i r a ɴ	k i r e ɴ n u a	k i r e ɴ		k i r e h e ɴ		k i r e ɴ			k i r e n a i
354	ʔ a tɕ i ɕ a r i	a ts u kʲ a	a i tɕ i	a t ui			a tɕ iː	a ts ui	ʔ a ɕ i s a ɴ	a ts ui
32				j o k e	j oː k e					
376	w a r u s a r i	w a r u kʲ a	w a r i		w a r ui		w a r iː	w a r ui	w a sː a ɴ	w a r ui
274	n eː θ a		n u r e i t a	n u r e t a	n u r e t a		n o r e t a	n u r e t a	ɴ d i t oː r u	n u r e t a
386						m a tː oː β u			m a tː oː b a	
62	ʔ i ɴ		i ɴ	i n u	i n u	i n	e n o	i n u	ʔ i ɴ	i n u
178	m i tɕ a					m t a			ɴ ts a	
303	w a θ a	h a r u t a	z u z u w a t a	h a r a w a t a	h a r a w a t a		h a r a w a t a	h a r a w a t a		h a r a w a t a
298	x ɨ ɴ x o	k e g u a	k e g a i w a	k e g a w a	k e ŋ a w a		k e ŋ a w a	k e g a w a		k e ŋ a w a
430	h a x u r i	h a k u	h a	h a k u	h a k u	p a f u	h a k u	h a k u	h a ts u ɴ	h a k u
341		k oː r i	k oː i	k oː r i	k oː r i		k oː r i	k oː r i		k oː r i
456	ts ɨ n a	ts u n a	ts u n a	t u n a		ts ɨ n a	ts u n a		ɕ i n a	ts u n a
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
191	ʔ oː s a r i								ʔ oː s a ɴ	
206						m t i			m iː	
400	h i pː a r u r i	h i pː a r u	h i pː a	h i pː a r u	h i pː a r u	p i k a u	ɕ a b a r u	h i pː a r u	h w i ts u ɴ	h i pː a r u
123			k uː				k uː	k uː		
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
264	k i r i	k i r i	k i j i	k i r i	k i r i	ts ɨː			tɕ i r i	k i r i
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
265							m o j a	m o j a		
283			s e n a k a	s e n a k a	s e n a k a		s e n a	s e n a k a		s e n a k a
1	w a ɴ	w a r e				b a n			w a ɴ	
306	n a r i					n a ɭ			n a i	
401	ʔ u s u r i	o s u	o i s		o s u	u s ɨ	o s u	o s u	ʔ u ɕ u ɴ	o s u
313	n a ɴ θ ɨ	d e	d e	d e	d e		d e	d e	u t i	d e
429	x a z a m u r i		k a i z u ɴ						k a dʒ a ɕ u ɴ	
424	o θ a u r i	u t o u	ui t o	u t a u	u t a u		o t a o	u t a u	ʔ u t a j u ɴ	u t a u
447	ʔ w ɨː tɕ i	w e	u eː	u e	u eː	w aː r a	e w e	u e	ʔ w iː ɴ k a i	u eː
182	x ɨ b u s i		k e i m ui	k e m u r i	k e m u r i	k i β u s ɨ	k e m o r i	k e m u r i	k i b u s i	k e m u
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
245		k o k o	k o k o	k o k o	k o k o		k o k o	k o k o		k o k o
347	k i r u r i	k i r u	k i t	k i r u	k i r u	ts ɨː ts ɨː	k i r u	k i r u	tɕ i j u ɴ	k i r u
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
138	s i mʲ u r i		s iː ɴ	s i n u r u	s i n u	s ɨ n	s i n o r u	s i n u	s i n u ɴ	s i n u
96	m ɨː		m e	m e	m eː	m iː	m e	m e	m iː	m e
211				eː	eː		eː	eː		iː
437					k o w a ŋ a r u					k o w a ŋ a r u
300	h u s u	h e tsː o g o	h e i s o	h e s o	h e s o		ɸ e s o	h e s o	h u s u	o h e s o
73	s i s i					s ɨː s ɨ			s i s i	
192		a o kʲ a	a o	a o i	a o i	a u	a w eː	a o i		a o i
203			s a m i		s a b ui		s a b iː	s a m ui		s a m ui
449					dʑ u k u s i t a					dʑ u k u s i t a
49	o n a g u	o ɴ n a g o	o n a g o	o n a g o	o n a ŋ o			o ɴ n a	w i n a g u	o ɴ n a
21	n uː					n a u			n uː	
355					g o ts ui	u d a				
45							k o m eː		g u m a s a ɴ	
15	ʔ a r ɨ		a iː	a r e	a r e		a r e	a r e	ʔ a r i	a r e
