COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e ʔ									
56-1	o m e									
96-1	a t a tʃ									
99-1	a t i k o n ʔ									
114-1	t o k i									
115-1	u o o									
133-1	t i p a a a									
144-1	a t a w a i									
150-1	k a w ʔ									
234-1	k o m									
236-1	p i k o n ʔ									
241-1	a w i n ʔ									
249-1	i tʃ e ʔ									
1-1	w a z a ʔ									
2-1	w o m m									
65-1	i w ʔ									
74-1	p a n a ʔ									
106-1	t o n i									
128-1	p o k									
147-1	t i m u ʔ									
231-1	p a n a o o ʔ									
232-1	p i p i m ʔ ʔ									
239-1	n a m a k a n									
266-1	i t i m ʔ									
51-1	o w e ʔ									
97-1	m a p o m									
109-1	o p i n i									
121-1	k a p i j a k ʔ									
149-1	t o k									
160-1	k i r i k									
163-1	o p e n									
52-2		t t e								
56-2		o m e								
96-2		a r a s i								
99-2		a r i k e n								
114-2		t o k n s i								
115-2		o r r s s s								
133-2		t i p r a s s i								
144-2		a r a w a s i								
150-2		k a w								
234-2		k o m								
236-2		p e k o n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t u p a r i s i								
95-2		w i k i								
106-2		t o n e s i								
119-2		j a t t s s i								
128-2		h o k n s i								
147-2		t i m i s i								
231-2		p a n a w o								
232-2		u i p j j								
239-2		n a m a k a n								
266-2		i t i m								
51-2		e w e								
55-2		i h a m								
97-2		m a h o m s								
121-2		k a p i ã a k s i								
163-2		o p e n								
52-3			i tʃ o							
56-3			u m o							
96-3			a t a							
99-3			a i v k o							
114-3			t o k m a m							
115-3			u i i e							
133-3			tʃ v p a t a tʃ							
144-3			t t t v t a m							
150-3			k a n							
234-3			k o m							
236-3			p v k u							
241-3			t n e i							
249-3			e e o							
1-3			n a i a							
2-3			n m m a							
65-3			i n i							
93-3			t o p a a i a m							
95-3			n m k							
106-3			tʃ u i tʃ i							
119-3			ɲ a t i k e							
128-3			p o k tʃ e							
147-3			tʃ m m u tʃ							
231-3			p a a u o							
232-3			p i p u h							
239-3			m a m a k a							
266-3			v tʃ i m							
3-3			u a i k k o							
4-3			n a t i h							
55-3			i h t a							
109-3			u p i ʃ i e							
121-3			k a p i a a k tʃ m							
149-3			tʃ u k tʃ							
160-3			k i a i k							
52-4				t t						
56-4				u m u						
96-4				a t a tʃ						
99-4				a t i k o n						
114-4				t o k i						
115-4				u u u						
133-4				t i p a a a						
144-4				a t a w a						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w m m						
65-4				i w						
74-4				p a n a						
93-4				t o p a a i tʃ						
95-4				w i t						
106-4				t u n i						
119-4				ʒ̟ j t i tʃ						
128-4				p u k						
147-4				t i m i						
231-4				p a n a w o						
232-4				p i i i m ʔ						
239-4				n a m a k a n						
266-4				i t i m						
3-4				w u r k k u						
4-4				w a t i						
51-4				u w i						
97-4				m a p u m						
109-4				u p e j i						
121-4				k a p i ʒ̟ a k tʃ						
149-4				t o k						
160-4				k i r i k						
163-4				u p i n						
52-5					e t e					
56-5					o m e					
96-5					a r a s i					
99-5					a r e m e n					
114-5					t o k i s i					
115-5					y o i s i					
133-5					t i p r r s s i					
144-5					a r a w a s i					
150-5					k a w ʔ					
234-5					k o m					
236-5					p i k y n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a ʔ					
2-5					w m m m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t y n i					
119-5					j a t i i					
128-5					f o k i s i					
147-5					t y m y s i					
239-5					n a m a k a n					
266-5					i t i m					
3-5					w m r i r o ʔ					
4-5					w a t i ʔ					
51-5					y w e ʔ					
55-5					i f a m					
97-5					m a f o m					
109-5					o p y r i s i					
149-5					t o k					
160-5					k i r i k					
163-5					o p e n					
52-6						i t e				
56-6						u m e				
96-6						a t a tʃ				
99-6						a i i k u				
114-6						t u k i				
115-6						u u i tʃ				
133-6						t i p a g a tʃ				
144-6						a a a w a tʃ i				
150-6						k a w				
234-6						k u a				
236-6						p i k u g				
241-6						a w i h				
249-6						i tʃ e				
1-6						w a t a				
2-6						w u m m				
65-6						i w i				
74-6						p a g a				
93-6						t u p a g i tʃ i				
95-6						w i k i				
106-6						t u g e tʃ i				
119-6						tʃ w tʃ tʃ i tʃ				
128-6						p u k i i				
147-6						t u m i tʃ i				
231-6						p a g a u u				
232-6						p i i u p o				
239-6						g a m a k a g				
266-6						i tʃ i a				
3-6						w a a i k u				
4-6						w a tʃ i				
55-6						i h a m				
97-6						w a p a m a				
109-6						u p i tʃ i tʃ i				
160-6						k i i i k				
52-7							t t e			
56-7							u m e			
96-7							a r a			
99-7							a r i k u n			
114-7							t u k o i			
115-7							v r o			
133-7							t i p r a a			
144-7							a t a w a i			
150-7							k a w ʔ			
234-7							k u m			
236-7							p i k u n			
241-7							a w i j ʔ			
249-7							i ʃ e			
1-7							w a z a ʔ			
2-7							a a m			
65-7							i w i			
74-7							p a n a			
93-7							t u p a r i i			
95-7							w i k i			
106-7							t u j e i			
119-7							v a i z i			
128-7							h u k o			
147-7							t o m o i			
231-7							p a n a v u			
232-7							u i i u v			
266-7							i t i m			
3-7							w u r k k o			
4-7							w a r i ʔ			
51-7							u w e			
55-7							i h a m			
97-7							m g h u m			
109-7							u p i a i			
121-7							k a p i b a k a			
149-7							t u k			
160-7							k i r i k			
163-7							u p e d			
52-8								t t y		
56-8								u m e		
96-8								a r a t		
99-8								a r i k u n		
114-8								t u k i s i		
115-8								u r a s s		
133-8								t i p r a a s		
144-8								a r a w a s i		
150-8								k a w		
234-8								k u m		
236-8								p e k u n		
241-8								a w i n		
249-8								i s e		
1-8								w a t a		
2-8								i o m b		
65-8								i w a		
74-8								p a n a		
93-8								t u p a r a s i		
95-8								w i t		
119-8								i a i t i		
231-8								p a n a v u		
232-8								u t p u		
239-8								n a m a k a n		
3-8								a u r k k u		
4-8								w a r a p		
51-8								u w e		
55-8								t j a m		
109-8								u p i j i s		
121-8								k a t i j u k s		
149-8								t u k		
163-8								u t e n		
52-9									i t e	
56-9									o m e	
96-9									a r a ʃ i	
99-9									a r i j a n	
114-9									t o k i ʃ i ʔ	
115-9									i r e ʃ ʃ ʃ ʔ	
133-9									t i p a r ʃ ʃ i	
144-9									a a r w a ʃ i ʔ	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a ʔ	
2-9									w i m m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i ʔ	
95-9									w i t i ʃ	
106-9									t i n e ʃ ʃ	
119-9									j a t i ʃ i	
128-9									h o k i ʃ i	
147-9									t i m i ʃ i ʔ	
231-9									p a n a u o ʔ	
232-9									p i p i m ʔ	
239-9									n a m a k a n	
266-9									i t i m	
3-9									w o r i k i	
