COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
459			ʔ a sː o		ʔ a sː o		ʔ a sː o	ʔ a sː o	ʔ a s ə w ə				ʔ a sː o	ʔ a sː ə w ə	ʔ a r u s o			ʔ a s ə b o	ʔ a s o b u
631																g ə j a ʃ ai̯	g ə j a ʃ ai̯		
662							w ə s tʼ ɨ n j ə	w ə s tʼ i n i j ə	w ə s tʼ										w ɨ s t
77				ʔ ə ʃː ə ʔ ə m							ʔ ə s ə m								
124				d ə ʔ ə n ə							d ə ʔ ə r ə ʔ								
267											ʔ ɨ n g w ə r ə g ɨi̯							w ə l ə n g aː j a	
435													ʔ ɨ n kʼ a tʃː e		ʔ ɨ n kʼ a tʃː ə			ʔ ɨ n kʼ a tʃː e	
303						g ə b ə t a										g ə b ə t a			
413	g ə n f o	g ɨ n f o										g ə n f o					g ə n f o		
81						ʔ ɨ g w ə l t										ʔ ɨ g a l			
328	s ə dː ə b ə	s ə dː ə b ə								s ə d ə b a		s ə dː ə b ə m	s ə dː ə b ə	s ə dː ə b ə m	s ə d ə b ə			s ə d ə b ə	s ə d ə b ə
337		kʼ ɨ l tʼ ɨ m								kʼ u l tʼ u m									
62	f ə lː a									f ə l a ħ a		f ə lː a m			f ə l a			f ə l a	f ə l ə
175						ħ ə r g ə s				ħ aː s							ħ a r g ə s		
216	tʃʼ ə rː ə s ə	tʃʼ e rː ə s a													tʃʼ eː r ə s ə			tʃʼ eː r ə s ə	
615						m ai̯				m i					m əi̯	m ai̯	m ai̯	m əi̯	m əi̯
299			g u n ə r		g u nː ə r		g u n ə r	g u n ə r	g u n ʔ ə r		g u n ʔ ə r	g u nː ə n	g u nː ə n	g u nː ə n					
245	kʼ ə b ə r o		kʼ ə w ə r ə		kʼ ə w ə r ə		kʼ ə w ə r ə	kʼ ə w ə r ə	kʼ w ə b ə r ə					kʼ ə w ə r ə					
554				w a							w ə d a								
122			kʼ a w a	kʼ ə w a			kʼ a w a	kʼ a w a			kʼ a w a		kʼ a w a	kʼ a w a					
257					ʔ a dː a r ə							ʔ a dː a r ə	ʔ a dː a r ə	ʔ a dː a r ə					
579															m ə g ə rː i			m ə g ə rː i	
466						b ɨ ʕ u l				b a ʔ a w									
288	r a s					r ɨ ʔ ɨ s				ʔ u r uː s						r ə ʔ a s	r ɨ ʔ s i		ʔ a h ə r
305												k w a		x w a	ʔ u h a			ʔ u h ə	
309										ʔ a t ə w aː kʼ					ʔ ɨ n tʃ a kʼ o			ʔ ɨ n tʃʼ a kʼ o	ʔ ɨ n tʼ aː kʼ
629															ʔ o ʃ t			h oi̯ t	h oi̯ t
523															ʃ ɨ b ə t			ʃ ɨ b ə t	ʃ i b ai̯
536	j a				z a							z a	z a	z a					
492	s ə h ai̯					tsʼ ə ħ ai̯											s ə ħ ai̯		
286	s ə g u r	tʃ ɨ g a r				s ə g w r				tʃʼ ɨ g ə r						tʃʼ ə gː ə r ə t	s ə g u r i		t ɨ g ə r
71		ʔ ə h				ʔ ɨ ħ ɨ w				ʔ ɨ ħ									ʔ ɨː n
534	l a b	l a b																	
116		g ə n g a d				ʔ ɨ n g ɨ d ʔ a													
264										ʔ aː z j ə g ə d u					z ə g ə d o				
