COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə r																		
63-1	ʔ a tʼ i																		
107-1	g a r ə r a																		
112-1	d a b ə r a																		
331-1	n i g w s																		
377-1	b ə kʼ lː r a																		
381-1	ʔ a w																		
417-1	r u j																		
451-1	s ə b a w																		
454-1	ʔ a tʃʼ i r																		
484-1	s ɨ f i s w																		
535-1	ʔ a s i r																		
543-1	s ə s ə																		
593-1	ʔ a ɨ s																		
640-1	r a n																		
1-1	d ə f ə r ə																		
65-1	tʼ u b																		
212-1	ʔ ə n																		
244-1	ʔ a r b ə t																		
248-1	r ɨ r a s																		
293-1	f ə r ə j																		
373-1	kʼ i r a r																		
408-1	b ɨ r a r																		
414-1	d ə b a kʼ f a																		
601-1	f ə r u b																		
642-1	n ɨ f kʼ s																		
60-1	n ə f ə s ə																		
115-1	f ə r a																		
209-1	s ə sː ɨ																		
242-1	ʔ a j i s w																		
415-1	j ɨ r a b																		
450-1	j ə r																		
490-1	tʼ ə f w																		
638-1	s i r ə ai̯																		
645-1	kʼ a r																		
160-1	d ə r ə kʼ																		
208-1	ʔ ɨ n kʼ w kʼ r																		
214-1	ʔ a b																		
378-1	ʔ a n g ə w																		
379-1	dʒ ə tʼ ə																		
409-1	g ə nː ə r ə																		
598-1	k w ə																		
646-1	ʔ a k ə																		
210-1	j ə k b ə r ə																		
215-1	ʔ a zː ə b ə ɨ																		
285-1	i tʼ a d																		
332-1	ʔ ə g i r																		
380-1	ʔ a k sː a																		
412-1	s a h a n																		
64-1	d a f ə																		
67-1	w i r																		
251-1	f ə kʼ ə ʔ																		
294-1	r ɨ kʼ kʼ r																		
597-1	ʔ ə r g ə ə																		
7-1	ʔ a r g a																		
158-1	kʼ ə r i rː																		
372-1	f ə n f ə r																		
374-1	b ə f o f o																		
375-1	s ə b																		
411-1	w ə r a s																		
541-1	kʼ ə kʼ i zː																		
6-1	ə r kʼ a jː a																		
113-1	b u nː a																		
330-1	kʼ ə lː d																		
448-1	kʼ ə d a n s ə n b ə w																		
449-1	ʔ a j ə																		
491-1	d i n g ə t																		
596-1	n ə g ə																		
4-1	g ə h i ə																		
8-1	kʼ ə b ə w o																		
106-1	m ə s a																		
290-1	ʔ a g ə j ə																		
489-1	ʔ ə r kʼ kʼ r a a																		
602-1	m ɨ nː																		
2-1	h u lː u																		
3-1	k i f ə																		
213-1	ʔ a r a s																		
486-1	j ə ə kʼ ə																		
647-1	s ə w a g ə																		
10-1	tʼ i kʼ a r																		
110-1	w a f a																		
152-1	ʔ a f o																		
211-1	m ɨ f ə t																		
328-1	s ə ʃ ə b ə																		
333-1	m ɨ s ɨ r																		
334-1	ʔ a n b ə n a																		
