ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	MonpaDirang	a ʃ i	a ʃ i	2
2	MonpaNamsu	a ʃ i	a ʃ i	2
3	MonpaTembang	a ʃ i	a ʃ i	2
4	MonpaSangti	dʒ a ŋ	dʒ a ŋ	5
5	MonpaTomko	dʒ a ŋ	dʒ a ŋ	5
6	MonpaDirangDum	z a m i ŋ	z a m i ŋ - - - - -	66
7	MonpaSangti	z a m i n	z a m i n - - - - -	66
8	MonpaTomko	z a m i n z i m b u	z a m i n z i m b u	66
9	MonpaKalaktang	n a n	n a n	67
10	MonpaNamsu	n a n	n a n	67
11	MonpaBalemu	d̪ a n	d̪ a n	72
12	MonpaDirangDum	d̪ a n	d̪ a n	72
13	MonpaSangti	d̪ a n	d̪ a n	72
14	MonpaKalaktang	n a n	n a n	74
15	MonpaNamsu	n a n	n a n	74
16	MonpaNamsu	kʰ a r i	kʰ a r i	117
17	MonpaTembang	kʰ a r i	kʰ a r i	117
18	MonpaBalemu	dʒ a p	dʒ a p	134
19	MonpaTomko	dʒ a p	dʒ a p	134
20	MonpaDirang	tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ	135
21	MonpaDirangDum	tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ	135
22	MonpaKalaktang	tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ	135
23	MonpaNamsu	g e tʃ i k	g e tʃ i k	136
24	MonpaSangti	g e tʃ i	g e tʃ i -	136
25	MonpaTembang	g e tʃ i k	g e tʃ i k	136
26	MonpaBalemu	l i ʃ i ŋ	l i ʃ i ŋ	153
27	MonpaKalaktang	l i ʃ i ŋ	l i ʃ i ŋ	153
28	MonpaDirang	n i z u m b a	n i z u m b a	181
29	MonpaDirangDum	n i z u m b a	n i z u m b a	181
30	MonpaNamsu	m i z u ŋ b a	m i z u ŋ b a	181
31	MonpaSangti	n u z u m b a	n u z u m b a	181
32	MonpaTembang	m i z u m b a	m i z u m b a	181
33	MonpaTomko	n i z u m b a	n i z u m b a	181
34	MonpaDirang	pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	200
35	MonpaDirangDum	pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	200
36	MonpaSangti	pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	200
37	MonpaTembang	pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	200
38	MonpaNamsu	t o ŋ t e	t o ŋ t e	202
39	MonpaTomko	t o ŋ t e	t o ŋ t e	202
40	MonpaBalemu	g o i	g o i	210
41	MonpaDirang	g o i	g o i	210
42	MonpaDirangDum	g o i	g o i	210
43	MonpaKalaktang	g o i	g o i	210
44	MonpaNamsu	g o i	g o i	210
45	MonpaTomko	g o i	g o i	210
46	MonpaBalemu	kʰ a l u	kʰ a l u	238
47	MonpaKalaktang	kʰ a l u	kʰ a l u	238
48	MonpaTomko	kʰ a l u	kʰ a l u	238
49	MonpaDirang	kʰ a w a n	kʰ a w a n	239
50	MonpaDirangDum	kʰ a w a n	kʰ a w a n	239
51	MonpaSangti	kʰ a w a n	kʰ a w a n	239
52	MonpaBalemu	j i	j i	266
53	MonpaKalaktang	j i	j i	266
54	MonpaDirang	dʒ i	dʒ i	267
55	MonpaDirangDum	dʒ i	dʒ i	267
56	MonpaNamsu	dʒ i	dʒ i	267
57	MonpaSangti	dʒ i	dʒ i	267
58	MonpaTembang	dʒ i	dʒ i	267
59	MonpaTomko	dʒ i	dʒ i	267
60	MonpaDirang	dʒ a tʃ i	dʒ a - tʃ i	276
61	MonpaSangti	dʒ a ɲ tʃ i	dʒ a ɲ tʃ i	276
62	MonpaBalemu	a l e j a k	a l e j a k	310
63	MonpaKalaktang	a l a k	a l - - a k	310
64	MonpaTomko	a l j a k	a l - j a k	310
65	MonpaDirang	d a	d a	311
66	MonpaNamsu	d a	d a	311
67	MonpaSangti	d a	d a	311
68	MonpaTembang	d a	d a	311
69	MonpaBalemu	pʰ o t k a	pʰ o t k a -	319
70	MonpaDirang	pʰ o t p a n	pʰ o t p a n	319
71	MonpaNamsu	pʰ o t k a n	pʰ o t k a n	319
72	MonpaSangti	pʰ o t k a n	pʰ o t k a n	319
73	MonpaTembang	pʰ u t kʰ e n	pʰ u t kʰ e n	319
74	MonpaTomko	p o t p a n	p o t p a n	319
75	MonpaDirang	tʃ a n tʃ a ɾ a n	tʃ a n tʃ a ɾ a n	329
76	MonpaDirangDum	tʃ a n tʃ a ɾ a n	tʃ a n tʃ a ɾ a n	329
77	MonpaNamsu	tʃ a n tʃ a ɾ a n	tʃ a n tʃ a ɾ a n	329
78	MonpaSangti	tʃ a n tʃ a ɾ a n	tʃ a n tʃ a ɾ a n	329
79	MonpaTembang	tʃ a n tʃ a ɾ a n	tʃ a n tʃ a ɾ a n	329
80	MonpaBalemu	m u m t̪ o k l o m	m u m t̪ o k l o m	347
81	MonpaKalaktang	m u m t̪ o k l o m	m u m t̪ o k l o m	347
82	MonpaBalemu	k o b i	k o b i	373
83	MonpaDirang	k o b i	k o b i	373
84	MonpaSangti	k o b i	k o b i	373
85	MonpaBalemu	g u ɾ gʱ a ŋ	g u ɾ gʱ a ŋ	379
86	MonpaKalaktang	kʰ u r kʰ a ŋ	kʰ u r kʰ a ŋ	379
87	MonpaNamsu	kʰ u r kʰ a ŋ	kʰ u r kʰ a ŋ	379
88	MonpaTembang	kʰ u r kʰ a ŋ	kʰ u r kʰ a ŋ	379
89	MonpaDirang	d̪ o ŋ p a	d̪ o ŋ p a	380
90	MonpaDirangDum	d̪ u ŋ p a	d̪ u ŋ p a	380
91	MonpaTomko	t o ŋ p a	t o ŋ p a	380
92	MonpaBalemu	g u w a	g u w a	388
93	MonpaKalaktang	g o w a	g o w a	388
94	MonpaDirang	g o g a	g o g a	389
95	MonpaDirangDum	g o g a	g o g a	389
96	MonpaNamsu	g o g a	g o g a	389
97	MonpaSangti	g o g a	g o g a	389
98	MonpaTembang	g o g a	g o g a	389
99	MonpaTomko	g o g a	g o g a	389
100	MonpaBalemu	kʰ a m u ŋ	kʰ a m u ŋ	415
101	MonpaDirangDum	kʰ a u	kʰ a - u -	415
102	MonpaNamsu	kʰ a u	kʰ a - u -	415
103	MonpaTembang	kʰ a u	kʰ a - u -	415
104	MonpaTomko	kʰ a m u	kʰ a m u -	415
105	MonpaDirang	kʰ a m tʃ u d a ŋ	kʰ a m tʃ u d a ŋ	416
106	MonpaSangti	kʰ a m tʃ u d a ŋ	kʰ a m tʃ u d a ŋ	416
107	MonpaBalemu	n a ɾ i k o l	n a ɾ i k o l	445
108	MonpaTomko	n a ɾ i k o l	n a ɾ i k o l	445
109	MonpaDirang	n a ɾ i j a l	n a ɾ i j a l	446
110	MonpaNamsu	n a ɾ i j a l	n a ɾ i j a l	446
111	MonpaTembang	n a ɾ i j a l	n a ɾ i j a l	446
112	MonpaBalemu	tʃ a ŋ p u	tʃ a ŋ p u	453
113	MonpaDirang	tʃʰ a ŋ p u	tʃʰ a ŋ p u	453
114	MonpaKalaktang	tʃʰ a ŋ p u	tʃʰ a ŋ p u	453
115	MonpaNamsu	tʃ a ŋ p u	tʃ a ŋ p u	453
116	MonpaTembang	tʃ a ŋ p u	tʃ a ŋ p u	453
117	MonpaTomko	tʃ a ŋ p u	tʃ a ŋ p u	453
118	MonpaDirangDum	kʰ u r l a	kʰ u r l a -	454
119	MonpaKalaktang	k u r b a n	k u r b a n	454
120	MonpaSangti	kʰ u r l a	kʰ u r l a -	454
121	MonpaBalemu	t o	t o	463
122	MonpaKalaktang	t o	t o	463
123	MonpaDirang	t o tʃ a ŋ	t o tʃ a ŋ	464
124	MonpaDirangDum	t o tʃ a ŋ	t o tʃ a ŋ	464
125	MonpaNamsu	t o tʃ a ŋ	t o tʃ a ŋ	464
126	MonpaSangti	t o tʃ a ŋ	t o tʃ a ŋ	464
127	MonpaTembang	t o ʃ a ŋ	t o ʃ a ŋ	464
128	MonpaDirangDum	ɾ i d o n	ɾ i d o n	493
129	MonpaKalaktang	ɾ i d o n	ɾ i d o n	493
130	MonpaNamsu	ɾ i d o n	ɾ i d o n	493
131	MonpaSangti	ɾ i d o n	ɾ i d o n	493
132	MonpaTembang	ɾ i d o n	ɾ i d o n	493
133	MonpaBalemu	ŋ a m	ŋ a m	508
134	MonpaDirang	ŋ a m	ŋ a m	508
135	MonpaNamsu	ŋ a m	ŋ a m	508
136	MonpaSangti	ŋ a m	ŋ a m	508
137	MonpaTembang	ŋ a m	ŋ a m	508
138	MonpaTomko	ŋ a m	ŋ a m	508
139	MonpaDirangDum	t̪ i n u ŋ a m tʰ u r	t̪ i n u ŋ a m tʰ u r	509
140	MonpaKalaktang	ŋ a m tʰ u r	- - - - ŋ a m tʰ u r	509
141	MonpaBalemu	t i ŋ p u	t i ŋ p u	517
142	MonpaKalaktang	t i ŋ p u	t i ŋ p u	517
143	MonpaDirang	t o ŋ tʃ e n	t o ŋ tʃ e n	518
144	MonpaNamsu	t o ŋ tʃ e n	t o ŋ tʃ e n	518
