ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	MonpaDirang	a ʃ i	a ʃ i	2
2	MonpaNamsu	a ʃ i	a ʃ i	2
3	MonpaTembang	a ʃ i	a ʃ i	2
4	MonpaSangti	dʒ a ŋ	dʒ a ŋ	5
5	MonpaTomko	dʒ a ŋ	dʒ a ŋ	5
6	MonpaBalemu	n a i b a	n a - - i b a -	19
7	MonpaDirang	n a ʃ i b a k	n a ʃ - i b a k	19
8	MonpaKalaktang	n a i b a	n a - - i b a -	19
9	MonpaNamsu	n a ʃ i	n a ʃ - i - - -	19
10	MonpaSangti	n a ʃ i	n a ʃ - i - - -	19
11	MonpaTembang	n a ʃ t i b a	n a ʃ t i b a -	19
12	MonpaTomko	n a ʃ i b a k	n a ʃ - i b a k	19
13	MonpaBalemu	n a i b a	n a - - i b a -	28
14	MonpaDirang	n a ʃ i b a k	n a ʃ - i b a k	28
15	MonpaKalaktang	n a i b a	n a - - i b a -	28
16	MonpaNamsu	n a ʃ i	n a ʃ - i - - -	28
17	MonpaSangti	n a ʃ i b a k	n a ʃ - i b a k	28
18	MonpaTembang	n a ʃ t i b a	n a ʃ t i b a -	28
19	MonpaTomko	n a ʃ i b a k	n a ʃ - i b a k	28
20	MonpaBalemu	d̪ a i b a	d̪ a - i b a -	55
21	MonpaDirang	d̪ a ʃ i b a k	d̪ a ʃ i b a k	55
22	MonpaKalaktang	d̪ a i b a	d̪ a - i b a -	55
23	MonpaSangti	d̪ a ʃ i b a k	d̪ a ʃ i b a k	55
24	MonpaTembang	d a ʃ i	d a - - ʃ i -	55
25	MonpaTomko	d̪ a ʃ i b a k	d̪ a ʃ i b a k	55
26	MonpaDirangDum	z a m i ŋ	z a m i ŋ - - - - -	66
27	MonpaSangti	z a m i n	z a m i n - - - - -	66
28	MonpaTomko	z a m i n z i m b u	z a m i n z i m b u	66
29	MonpaKalaktang	n a n	n a n	67
30	MonpaNamsu	n a n	n a n	67
31	MonpaBalemu	d̪ a n	d̪ a n	72
32	MonpaDirangDum	d̪ a n	d̪ a n	72
33	MonpaSangti	d̪ a n	d̪ a n	72
34	MonpaKalaktang	n a n	n a n	74
35	MonpaNamsu	n a n	n a n	74
36	MonpaBalemu	tʰ u ŋ a	tʰ u ŋ - a	80
37	MonpaDirang	tʰ u ŋ g a	tʰ u ŋ g a	80
38	MonpaKalaktang	tʰ u ŋ g a	tʰ u ŋ g a	80
39	MonpaNamsu	tʰ u ŋ g a	tʰ u ŋ g a	80
40	MonpaSangti	tʰ u ŋ g a	tʰ u ŋ g a	80
41	MonpaTembang	tʰ u ŋ g a	tʰ u ŋ g a	80
42	MonpaBalemu	k a ŋ p o	k a ŋ p o	89
43	MonpaDirang	g a ŋ p u	g a ŋ p u	89
44	MonpaDirangDum	g a ŋ p u	g a ŋ p u	89
45	MonpaKalaktang	g a ŋ p u	g a ŋ p u	89
46	MonpaNamsu	g a ŋ p u	g a ŋ p u	89
47	MonpaSangti	k a ŋ p u	k a ŋ p u	89
48	MonpaTembang	g a ŋ p u	g a ŋ p u	89
49	MonpaBalemu	d i m i n z u	- - d i m i n z u	107
50	MonpaDirang	d i m i n	- - d i m i n - -	107
51	MonpaDirangDum	l i d i m i	l i d i m i - - -	107
52	MonpaNamsu	d i m i n	- - d i m i n - -	107
53	MonpaSangti	d i m i n	- - d i m i n - -	107
54	MonpaTembang	d i m i n	- - d i m i n - -	107
55	MonpaTomko	d i m i n	- - d i m i n - -	107
56	MonpaBalemu	tʰ u l u	tʰ u l u	116
57	MonpaDirang	tʰ u l i	tʰ u l i	116
58	MonpaDirangDum	tʰ u l i	tʰ u l i	116
59	MonpaKalaktang	tʰ u l u	tʰ u l u	116
60	MonpaSangti	tʰ u l i	tʰ u l i	116
61	MonpaTomko	tʰ u l i	tʰ u l i	116
62	MonpaNamsu	kʰ a r i	kʰ a r i	117
63	MonpaTembang	kʰ a r i	kʰ a r i	117
64	MonpaBalemu	dʒ a p	dʒ a p	134
65	MonpaTomko	dʒ a p	dʒ a p	134
66	MonpaDirang	tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ	135
67	MonpaDirangDum	tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ	135
68	MonpaKalaktang	tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ	135
69	MonpaNamsu	g e tʃ i k	g e tʃ i k	136
70	MonpaSangti	g e tʃ i	g e tʃ i -	136
71	MonpaTembang	g e tʃ i k	g e tʃ i k	136
72	MonpaDirang	d u k p u	d u k p u - -	145
73	MonpaDirangDum	d̪ u pʰ u l a	d̪ u - pʰ u l a	145
74	MonpaKalaktang	d u k p u	d u k p u - -	145
75	MonpaNamsu	d u k p u	d u k p u - -	145
76	MonpaSangti	d u k p u	d u k p u - -	145
77	MonpaTembang	d u k p u	d u k p u - -	145
78	MonpaTomko	d u k p u	d u k p u - -	145
79	MonpaBalemu	l i ʃ i ŋ	l i ʃ i ŋ	153
80	MonpaKalaktang	l i ʃ i ŋ	l i ʃ i ŋ	153
81	MonpaDirang	ʃ i	ʃ i	154
82	MonpaDirangDum	ɕ i	ɕ i	154
83	MonpaNamsu	ʃ i	ʃ i	154
84	MonpaSangti	ʃ i	ʃ i	154
85	MonpaTembang	ʃ i	ʃ i	154
86	MonpaTomko	ʃ i	ʃ i	154
87	MonpaDirang	n i z u m b a	n i z u m b a	181
88	MonpaDirangDum	n i z u m b a	n i z u m b a	181
89	MonpaNamsu	m i z u ŋ b a	m i z u ŋ b a	181
90	MonpaSangti	n u z u m b a	n u z u m b a	181
91	MonpaTembang	m i z u m b a	m i z u m b a	181
92	MonpaTomko	n i z u m b a	n i z u m b a	181
93	MonpaBalemu	p u tʃ i	p u tʃ i	190
94	MonpaDirang	p u tʃ i	p u tʃ i	190
95	MonpaDirangDum	p u tʃ i	p u tʃ i	190
96	MonpaNamsu	p u tʃ i	p u tʃ i	190
97	MonpaSangti	p u tʃ i	p u tʃ i	190
98	MonpaTembang	p u tʃ i	p u tʃ i	190
99	MonpaTomko	p u tʃ i	p u tʃ i	190
100	MonpaDirang	pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	200
101	MonpaDirangDum	pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	200
102	MonpaSangti	pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	200
103	MonpaTembang	pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	200
104	MonpaNamsu	t o ŋ t e	t o ŋ t e	202
105	MonpaTomko	t o ŋ t e	t o ŋ t e	202
106	MonpaBalemu	g o i	g o i	210
107	MonpaDirang	g o i	g o i	210
108	MonpaDirangDum	g o i	g o i	210
109	MonpaKalaktang	g o i	g o i	210
110	MonpaNamsu	g o i	g o i	210
111	MonpaTomko	g o i	g o i	210
112	MonpaBalemu	kʰ a	kʰ a	229
113	MonpaDirang	kʰ a	kʰ a	229
114	MonpaDirangDum	kʰ a	kʰ a	229
115	MonpaKalaktang	kʰ a	kʰ a	229
116	MonpaNamsu	kʰ a	kʰ a	229
117	MonpaSangti	kʰ a	kʰ a	229
118	MonpaTomko	kʰ a	kʰ a	229
119	MonpaBalemu	kʰ a l u	kʰ a l u	238
120	MonpaKalaktang	kʰ a l u	kʰ a l u	238
121	MonpaTomko	kʰ a l u	kʰ a l u	238
122	MonpaDirang	kʰ a w a n	kʰ a w a n	239
123	MonpaDirangDum	kʰ a w a n	kʰ a w a n	239
124	MonpaSangti	kʰ a w a n	kʰ a w a n	239
125	MonpaBalemu	tʰ a ŋ a	tʰ a ŋ a	257
126	MonpaDirang	tʰ a ŋ a	tʰ a ŋ a	257
127	MonpaDirangDum	tʰ a ŋ a	tʰ a ŋ a	257
128	MonpaKalaktang	pʰ a ŋ a	pʰ a ŋ a	257
129	MonpaNamsu	tʰ a ŋ a	tʰ a ŋ a	257
130	MonpaSangti	tʰ a ŋ a	tʰ a ŋ a	257
131	MonpaTomko	tʰ a ŋ a	tʰ a ŋ a	257
132	MonpaBalemu	j i	j i	266
133	MonpaKalaktang	j i	j i	266
134	MonpaDirang	dʒ i	dʒ i	267
135	MonpaDirangDum	dʒ i	dʒ i	267
136	MonpaNamsu	dʒ i	dʒ i	267
137	MonpaSangti	dʒ i	dʒ i	267
138	MonpaTembang	dʒ i	dʒ i	267
139	MonpaTomko	dʒ i	dʒ i	267
140	MonpaDirang	dʒ a tʃ i	dʒ a - tʃ i	276
141	MonpaSangti	dʒ a ɲ tʃ i	dʒ a ɲ tʃ i	276
142	MonpaBalemu	a l e j a k	a l e j a k	310
143	MonpaKalaktang	a l a k	a l - - a k	310
144	MonpaTomko	a l j a k	a l - j a k	310
145	MonpaDirang	d a	d a	311
146	MonpaNamsu	d a	d a	311
147	MonpaSangti	d a	d a	311
148	MonpaTembang	d a	d a	311
149	MonpaBalemu	pʰ o t k a	pʰ o t k a -	319
150	MonpaDirang	pʰ o t p a n	pʰ o t p a n	319
151	MonpaNamsu	pʰ o t k a n	pʰ o t k a n	319
152	MonpaSangti	pʰ o t k a n	pʰ o t k a n	319
