COGID	dutch	english	french	german
1390	d ɪ ŋ	θ ɪ ŋ		d ɪ ŋ
1892	x ɪ f			ɡ ɪ f t
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
1075	b l aː z ə	b l əʊ		b l aː z ə n
30	l ɛɪ m			l ai m
289	b ɪ n d ə	b aɪ n d		b ɪ n d ə n
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
34	b oː n	b iː n		b oː n ə
684	t ɛɪ t			ts ai t
1472	m ɔ d ə r	m ʌ d		
256	n aː k t	n eɪ k ɪ d		n a k t
1813	h aː r	h ɛ ə r		h aː r
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
1196	n ɛ k		n y k	n a k ə n
1532	k n eː d ə	n iː d		k n eː t ə n
785	w iː l	w iː l		
311	l ɛɪ k			l ai x + n aː m
-2	t ɛ n t	t ɛ n t		
1442	v l iː x	f l aɪ		f l iː ɡ ə
1212	r oː k			r au x
783		r əʊ d	ʀ u t	
1408	n eː m ə			n eː m ə n
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
70	b øː k	b iː tʃ		b uː x ə
-934	l ɑ m p	l æ m p		l a m p ə
885	d eː l ə			au s + t ai l ə n
1972	d eː l			t ai l
1681	d ɑ l			t aː l
1136	v ɔ s	f ɔ k s		f ʊ k s
581	v ə r + l iː z ə	l uː z		f ɛ r + l iː r ə n
1542	b r aː k ə			ɛ r + b r ɛ x ə n
467	d ʉ n	θ ɪ n		d ʏ n
1417	l ɛɪ d ə	l iː d		l ai t ə n
1222	aː n + s t eː k ə			a n + ʃ t ɛ k ə n
2105		r eɪ k		r ɛ x ə n
271		l eɪ z ɪ		l ɛ s ɪ x
1389			ʃ o z	z a x ə
1895		h iː l		h ai l ə n
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
2094		ʃ ʌ v l̩		ʃ au f ə l
603	ɛ l ə + b oː x	ɛ l + b əʊ		ɛ l ə n + b oː ɡ ə n
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
205	ɑ r m + b ɑ n t			a r m + b a n t
1014	s t iː v + d ɔ x t ə r	s t ɛ p + d ɔː t ə r		ʃ t iː f + t ɔ x t ə r
-89	w ɪ ŋ ə r t	v aɪ n		v ai n + ʃ t ɔ k
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
-306	p ɔ s t	p əʊ s t		
947	l eː v ə r	l ɪ v ə r		l eː b ə r
-1153	r ɔ n t	r aʊ n d		r ʊ n t
280	b oː x			b oː ɡ ə n
1755	h ɔ n t		ʃ j ɛ̃	h ʊ n t
1185	s x uː n + m aː k ə r	ʃ uː + m eɪ k ə r		ʃ uː s t ə r
246	w ɛ ŋ ɡ + b r ɑu w	aɪ + b r aʊ		au ɡ ə n + b r au ə
1282	w ɑ l v ɪ s	w eɪ l		v aː l
-1021	m uː r ɑ s			m oː r a s t
-2290	s t ɔ f			ʃ t ɔ f
2006	p ɔ t	p ɔ t		
650	d eː x	d əʊ		t ai k
1726	v ɛ l t	f iː l d		f ɛ l t
762	w ɔ l k			v ɔ l k ə
-1791	r ɛɪ k	r ɪ tʃ		r ai x
1811	b l uː t	b l ʌ d		b l uː t
2107	h ɑ r k			h a r k ə
249	oː ɣ + l ɪ t	aɪ + l ɪ d		au ɡ ə n + l iː t
1760	r ɑ t	r æ t	ʀ a	
1848	r ʉ n t			r ɪ n t + f iː
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
630	v ɑ ŋ ə			f a ŋ ə n
576	z uː k ə	s iː k		z uː x ə n
427	w ɑu t			v a l t
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
-588	p l ɑ t			p l a t
1144	k aː l			k aː l
111	k ɪ n t			k ɪ n t
1608	b ɔ r s t			b r ʊ s t
816	l oː n			l oː n
2097		h əʊ		h a k ə
1989	h oː j	h eɪ		h ɔy
1091	uː v ə r			uː f ə r
1343	k ɪ n t			k ɪ n t
2114	s p aː d ə	s p eɪ d		ʃ p aː t ə n
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
1341	z oː n	s ʌ n		z oː n
258	d r ɔ ŋ k ə	d r ʌ ŋ k		b ə + t r ʊ ŋ k ə n
125	v ɛ t	f æ t		f ɛ t
1865	x ə + z ɪ x t			g e + z ɪ x t
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
2055	b l ɪ k s ə m			b l ɪ ts
1556	x eː w ə			ɡ a f ə n
-1041	r iː v iː r	r ɪ v ə r		
528	j øː k			j ʊ k ə n
1939	v l uː r	f l ɔː r		
922	b ɛ t	b ɛ d		b ɛ t
276	l ɑ m	l ɑː m eɪ		l aː m
713	s ɑ p	s æ p		z a f t
2065	r eː ɣ ə m + b oː x	r eɪ n + b əʊ		r eː ɡ ə n + b oː ɡ ə n
1317	r ɔ t	r ɔ t n̩		
1065			t y	d uː
-36	s uː p	s uː p		z ʊ p ə
2166	b ɔ r s t ə l			b ʏ r s t ə
1948	s l ɔ t			ʃ l ɔ s
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
1666	v l ɑ k t ə			f l ɛ x ə
352	eː r s t ə			eː r s t ə
-2284	p l aː ts	p l eɪ s		p l a ts
1620	v ɪ n	f ɪ n		f ɪ n ə
700	t w aː l f	t w ɛ l v		ts v œ l f
314	d oː d ə			t ɶː t ə n
1799	k n oː p			k n ɔ pf
1720	b uː r			b au ə r
1020		s w ɔ m p		z ʊ m pf
166	v oː ɣ ə l			f oː ɡ ə l
2000	b l ɑ t			b l a t
-425	r ɔ ts	r ɔ k		
1696	w ɛ r p ə			v ɛ r f ə n
1976	t ɑ ŋ	t ɔ ŋ z		ts a ŋ ə
1295	h aː v ə r			h aː f ə r
1758	m œy s	m aʊ z		m au s
916	t r ɔ x	t r ɔ f		t r oː k
1828	s x œy m			ʃ au m
2038	n ɪ x t			n ɪ x t ə
1565	m eː r	m ɔː r		m eː r
240	v ə r + k oː p ə			f ɛ r + k au f ə n
747	n eː t ə l	n ɛ t l̩		n ɛ s ə l
1959	s l aː p ə	s l iː p		ʃ l aː f ə n
-1259	d iː n eː	d ɪ n ə r		
919	s t uː l			ʃ t uː l
937	b ɔ r s t	b r ɛ s t		b r ʊ s t
431	k l ɪ ŋ k			k l ɪ ŋ k ə
1521	b ɔ k		b u k	b ɔ k
232	k oː p ə			k au f ə n
2125	w ɪ k ə l ə			v ɪ k ə l n
