COGID	Albanian	English	French	German	Latin
560-1	d r r				
438-1	d r				
1222-1	m				
353-1	d ə r a				
201-1	d r r				
20-1	r r e u				
503-1	d ə r				
957-1	r				
728-1	r r ɪi r				
244-1	d u m e				
289-1	n u θ				
911-1	r u d r a				
724-1	d r u r				
145-1	d u				
992-1	m u				
1181-1	k r a				
741-1	r ə k				
1150-1	d ə u r				
585-1	n				
814-1	n u u				
916-1	ɟ				
1079-1	n s e p				
630-1	r u r u				
343-1	d j a				
8-1	d r r p				
385-1	r u r				
683-1	k r n t				
650-1	s θ a u				
612-1	f u m ə				
871-1	d r a r				
667-1	s r p u a				
527-1	d d r r				
499-1	n r				
1029-1	d r				
560-2		t ɪ r			
438-2		d r			
1222-2		p			
353-2		p ʃ p ɛ			
201-2		p n			
20-2		p au			
503-2		p ʊ l			
957-2		g i			
728-2		l ɪ ɪ			
244-2		n ɪ r			
289-2		n l d			
911-2		w au r			
724-2		d r i			
145-2		d w i			
992-2		r i			
706-2		k			
106-2		p au θ			
741-2		p ʊ ɛ			
421-2		b l l m			
227-2		p l			
920-2		h ɛ r θ			
1083-2		h ɛ r n			
1066-2		r			
1125-2		r n ɪ			
1197-2		r au θ			
473-2		n ʊ			
284-2		n s			
661-2		o n			
701-2		r i r			
315-2		r au θ			
1169-2		s i l			
1150-2		k au r			
982-2		s i			
987-2		s n r			
1055-2		s d ɪ r			
1130-2		s e			
433-2		s n			
625-2		r ɪ θ			
1186-2		r a n			
416-2		w			
1233-2		s i n			
884-2		r i r i			
1016-2		r l			
952-2					
78-2		b l a s			
514-2		b r n			
116-2		t			
188-2		f r n			
745-2		f i n r			
1100-2		f r ɛ r d			
47-2		l i r			
111-2		l k			
1061-2		p au n			
24-2		n r d			
232-2		n n			
671-2		r r d			
385-2		s i			
945-2		s ɪ r			
644-2		k			
1041-2		s t			
492-2		s a n			
1209-2		s			
527-2		w ɛ n r			
14-2		l b			
1-2		o l			
915-2		au θ d			
271-2		ɑ ʃ			
560-3			p ɑ̃		
438-3			p r		
1222-3			p		
353-3			p u s		
201-3			p ɑ̃ p		
20-3			k ø r		
503-3			p ø l		
957-3			p r		
728-3			v ɛ ɔ̃		
244-3			t s		
289-3			n ɛ e		
911-3			p r i		
724-3			p r		
145-3			p u		
992-3			p ɛ		
1181-3			ʃ ɛ̃ n		
706-3			k		
106-3			p u r		
741-3			p ø		
421-3			p l r		
227-3			p u e		
920-3			k k r		
1083-3			k k ɛ̃ n		
1066-3			k		
1125-3			ʒ ɑ̃ n		
1197-3			p ɔ r		
473-3			n		
284-3			n s		
661-3			p n		
701-3			r r a r		
315-3			r ɔ̃ t u d		
1169-3			s l e		
1150-3			p ø r		
982-3			s		
987-3			s r		
1055-3			t o		
1130-3			p ɥ a		
433-3			s t		
585-3			p		
625-3			d k ɔ̃		
1186-3			ʒ ɑ̃ t		
814-3			p ɑ̃		
416-3			g		
1233-3			p ɑ̃ t		
884-3			p ɑ̃ r s		
916-3			t		
1016-3			ɛ̃ d œ l		
952-3			t		
514-3			r ɥ r		
1079-3			p r a		
1100-3			g r r e		
47-3			v ɔ s		
111-3			ʃ a k		
