COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	i t e									
56-1	o m e									
96-1	a t a tʃ									
99-1	a t i t a n									
114-1	t o k i									
115-1	o o o									
133-1	t i p a a a									
144-1	a a a w ʔ									
150-1	k a w									
234-1	k o m									
236-1	p i k o n									
241-1	a w i n									
249-1	i tʃ e ʔ									
1-1	w a t a ʔ									
2-1	w o m m									
65-1	i w									
74-1	p a n a									
106-1	t o n i									
128-1	p o k									
147-1	t i m o									
231-1	p a n a w o									
232-1	p p a i p ʔ									
239-1	n a m a k a n									
266-1	i t i m									
51-1	o w e ʔ									
97-1	w a p a k									
109-1	i p i a i									
121-1	k a p i a a k ʔ									
149-1	t o k									
160-1	k i r k									
163-1	o p e n									
52-2		i t i								
56-2		o m e								
96-2		a r a s i								
99-2		a k i e e								
114-2		t u k i s i								
115-2		o o i e i i								
133-2		t i p r a a s								
144-2		a r a a a s i								
150-2		k a w								
234-2		k e m								
236-2		p o k o n								
241-2		a a j n								
249-2		i s e								
74-2		p a n a								
93-2		t u p a a i s i								
95-2		a i k i								
106-2		t o n i i i								
119-2		p a t a i s								
128-2		h u k i s i								
147-2		t o m o n l								
231-2		p a n a o								
232-2		u o i n								
239-2		n a m a k a i								
266-2		i t i m								
51-2		i w e								
55-2		o n a m								
97-2		m o m u k n								
121-2		k a p i ã k k n								
163-2		o p e n								
52-3			i t i							
56-3			u m e							
96-3			a t a							
99-3			a i i k i							
114-3			t u k i							
115-3			u i i e							
133-3			t i a a a a a tʃ							
144-3			a t t w t k							
150-3			k a w							
234-3			k u m							
236-3			a i k u n							
241-3			a w i n							
249-3			i e i							
1-3			w a i a							
2-3			w m m a							
65-3			i w							
93-3			t u a a a i e							
95-3			w m k							
106-3			t u a i							
119-3			j a t i k e							
128-3			i u k tʃ e							
147-3			i i m i							
231-3			a a n a w i							
232-3			p p i e							
239-3			i t m t k a n							
266-3			i i e m							
3-3			w a e k e a							
4-3			w a t i i e							
55-3			i i t a a							
109-3			u a a tʃ i							
121-3			k a a i a a k							
149-3			t u k							
160-3			k e a e k							
52-4				i t e						
56-4				u m u						
96-4				a t a tʃ						
99-4				a t i u n						
114-4				t o k i						
115-4				u j u						
133-4				t i p a a a						
144-4				a a a w						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w u m						
65-4				i w						
74-4				p a n a						
93-4				t u p a t i						
95-4				w i t						
106-4				t u n i						
119-4				j j t						
128-4				n o k						
147-4				t i m i						
231-4				p a n a w o						
232-4				p i i						
239-4				n a m a k a n						
266-4				i t i m						
3-4				w m r k k i						
4-4				w a t i						
51-4				w w e						
97-4				m a p u m						
109-4				u p i a i						
121-4				k a p i j a k						
149-4				t o k						
160-4				k i r i k						
163-4				u p i n						
52-5					i t e					
56-5					i m e					
96-5					a r a s					
