COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
225	ȶʰ i ¹	ȶʰ i ¹											ȶʰ i ¹			
8951	m j ə t ¹			m j a t ¹										m j ə t ¹	m j a t ¹	
8782	ɕ au ¹				ɕ au ¹	ɕ au ¹				ɕ au ¹	ɕ au ¹	ɕ au ¹		ɕ au ¹	ɕ au ¹	ɕ au ¹
9201			ts aː p ¹					ts aː p ¹	ts aː p ¹	ts aː p ¹				ts aː p ¹	ts aː p ¹	
7990			f a ¹							f a ¹					f a ¹	
7937					tʰ o ŋ ¹	tʰ o ŋ ¹						tʰ o ŋ ¹				
10737				au ¹			au ¹						au ¹			
8008					s aːu ¹	s aːu ¹						s aːu ¹				
6734				p o ¹		p o ¹	pʰ au ¹	p o ¹	p o ¹	p o ¹		p o ¹		p o ¹		p o ¹
6020		ŋ e ¹											ŋ e ¹			
9478					q e ¹	q e ¹					q e ¹	q e ¹				
3602	ˀm au ¹	m au ¹								ˀm au ¹						ˀm au ¹
2053					q au ¹	q au ¹					q au ¹	q au ¹				
7467	ȶ ə n ¹			ȶ a n ¹	ȶ a n ¹					ȶ ə n ¹					ȶ a n ¹	
174										j aːu ¹	j aːu ¹		j aːu ¹	j aːu ¹		
21	ȶ ə n ¹		ȶ ə n ¹		ȶ i n ¹	ȶ ə n ¹				ȶ i n ¹				ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
6418		ȶ aːi ¹												ȶ aːi ¹		
7538					ˀȵ i ¹	ˀȵ i ¹					ˀȵ i ¹					ˀȵ i ¹
9322		ŋ u n ¹				ʁ u n ¹							ŋ u n ¹	ˀŋ u n ¹		
9200		t j ə t ¹											t j ə t ¹			
2249		t j aːi ¹											t j aːi ¹			
1997			t j e p ¹					t j e p ¹		t j e p ¹	t j e p ¹		t j e ¹			
8617								ⁿd ai ¹	ⁿd ai ¹							
3953					h ai ¹							h ai ¹				
1088	t u ¹	t u ¹	t j u ¹					t u ¹	t u ¹						t o ¹	t u ¹
9021							pʰ j ai ¹	pʰ j ai ¹	pʰ j ai ¹							
6420					ˀb j aː ŋ ¹	ˀb j aː ŋ ¹					ˀb j aː ŋ ¹	ˀm j e ŋ ¹	m aː ŋ ¹			
5485	m̥ u ¹		m̥ u ¹			m̥ u ¹				m̥ u ¹	m̥ u ¹	m̥ u ¹		m̥ u ¹	m̥ u ¹	m̥ u ¹
11069	l i n ¹		l i n ¹		l i n ¹				l i n ¹		l i n ¹	l i n ¹	l i n ¹	l i n ¹		
8468					kʰ aː ŋ ¹	kʰ aː ŋ ¹					kʰ aː ŋ ¹	kʰ aː ŋ ¹				
2589	m o n ¹						m w ə n ¹						m u n ¹	m u n ¹		m o n ¹
9037							ŋ a ¹						ŋ a ¹			
6857														l aː k ¹	l aː k ¹	l aː k ¹
4356	l w ə ¹			l w ə ¹											l w a ¹	
10371		t i ¹		t a ¹		t i ¹	t ai ¹	t i ¹	t i ¹		t i ¹		t i ¹		t i ¹	
4007	q a m ¹						q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹			q a m ¹		q a m ¹
8109			q o k ¹	k o k ¹												
7121						ʔ w a ¹						ʔ w a ¹				
11164		m õ ¹											m o ¹			
70							q u m ¹				q a m ¹					
1157		p a ŋ ¹											p aː n ¹			
1712	ɕ a m ¹	kʰ a m ¹														
8550					ɣ aː ŋ ¹	ɣ aː ŋ ¹						ɣ aː ŋ ¹				
1679		ȶ ai ¹			ȶ ai ¹	ȶ ai ¹	ȶ ai ¹				ȶ ai ¹	ȶ ai ¹	ȶ ai ¹			
3195		l aːi ¹											l aːi ¹			
2750		q u ¹														k u ŋ ¹
5602				p u ¹				p u ¹								
1571	l o ¹				l o ¹						l o ¹	l o ¹				
3415							h̃ w aː t ¹						h̃ w aː t ¹			
495								ⁿb i n ¹								ˀb i n ¹
9565		l ui ¹											l ui ¹			
3934	ˀm aː n ¹	m aː n ¹								ˀm aː n ¹			m aː n ¹	ˀm aː n ¹	ˀm aː n ¹	ˀm aː n ¹
10798		pʰ u ¹		pʰ u ¹				pʰ u ¹	pʰ u ¹				pʰ u ¹			
2319	j ə n ¹	j ə n ¹	j ə n ¹	j a n ¹		j ə n ¹	j a n ¹	j ə n ¹		j ə n ¹	j ə n ¹		j ə n ¹		j a n ¹	
6243		l i n ¹											l i n ¹			
4176	s i ¹	s ɿ ¹		ɕ i ŋ ¹									s i ¹	s ɿ ¹	s ɿ ¹	s ɿ ¹
8158		v e ¹	p əi ¹										v e ¹	f əi ¹		
967		q aː ŋ ¹			q aː ŋ ¹	q aː ŋ ¹					q aː ŋ ¹	q aː ŋ ¹				
9784					qʰ eu ¹	qʰ eu ¹	qʰ au ¹				qʰ eu ¹	qʰ eu ¹				
9400	h aː t ¹	h aː t ¹	h aː t ¹			h aː t ¹				h aː t ¹		h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹
7000		ȵ a ¹	ˀȵ a ¹			ˀȵ a ¹		ȵ a ¹	ȵ a ¹	ˀȵ a ¹	ˀȵ a ¹		ȵ a ¹		ˀȵ a ¹	
9073	ʔ u k ¹							ʔ u k ¹							ʔ u k ¹	
1318				ɣ aː ŋ ¹				ɣ aː ŋ ¹	ɣ aː ŋ ¹			l aː ŋ ¹			ɣ aː ŋ ¹	
3915						v j au ¹					v j au ¹					
6400		kʷ aː ŋ ¹											kʷ aː ŋ ¹			
68					q a ¹							q a ¹				
7991					n̥ i ¹	n̥ i ¹				n̥ i ¹	n̥ i ¹	n̥ i ¹				
3918		ɣ ə t ¹													ɣ ə t ¹	
4965					ʁ e p ¹	ʁ e p ¹					ɣ e p ¹	ʁ e p ¹				
3264					qʰ aː n ¹	qʰ aː n ¹					qʰ aː n ¹	qʰ aː n ¹				
7751			v j aː t ¹			v j aː t ¹		v j aː t ¹	v j aː t ¹	v j aː t ¹	v j aː t ¹	v j aː t ¹				
7139				q u ŋ ¹			q u ŋ ¹									
8381		kʰ u ¹			qʰ o ¹	qʰ o ¹					qʰ o ¹	qʰ o ¹				
10686	u ¹		u ¹												u ¹	
4537					x o ¹						x o ¹	h o ¹				
8006	ɕ u ŋ ¹	t u ŋ ¹	h j u ŋ ¹							ɕ u ŋ ¹			t u ŋ ¹	ɕ u ŋ ¹	ɕ u ŋ ¹	ɕ u ŋ ¹
7013		n j a n ¹			ˀȵ i n ¹	ˀȵ ə n ¹					ˀȵ ə n ¹	ˀȵ i n ¹	ȵ ə n ¹			
255	tʰ j e p ¹	tʰ i p ¹			tʰ j e p ¹	tʰ j e p ¹	tʰ j e p ¹			tʰ j e p ¹			tʰ i p ¹	tʰ i p ¹	tʰ j a p ¹	tʰ j e p ¹
7486	j eu ¹		j eːu ¹	j j u ¹					j j u ¹	j j u ¹				j j u ¹		j j eu ¹
4177	m i ŋ ¹	m i ŋ ¹		m i ŋ ¹			m i ŋ ¹						m i ŋ ¹	m i ŋ ¹	m i ŋ ¹	m i ŋ ¹
10542	l u ¹		l u ¹	l u ¹			l u ¹	l u ¹	l u ¹	l u ¹			l aːu ¹	l u ¹		l u ¹
7870					ts e k ¹							ts e k ¹				
6259	ts a n ¹			ts a n ¹			ȶ a n ¹						s a n ¹			
8329	ˀŋ w a ¹		ˀŋ w a ¹							ˀŋ w a ¹				ˀŋ w a ¹	ˀŋ w a ¹	ˀŋ w a ¹
