ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	BanPaw	ʔ o	ʔ o	1
2	ChaYeQing	ʔ au̯	ʔ au̯	1
3	ChuDongGua	ʔ oː	ʔ oː	1
4	GuangKa	ʔ au̯	ʔ au̯	1
5	HtanHsan	ʔ ɔː	ʔ ɔː	1
6	KhunHawt	ʔ oː	ʔ oː	1
7	ManLoi	ʔ ɔː	ʔ ɔː	1
8	MangBang	ʔ au̯	ʔ au̯	1
9	MengDan	ʔ oː	ʔ oː	1
10	NamHsan	ʔ ɔː	ʔ ɔː	1
11	NanSang	ʔ au̯	ʔ au̯	1
12	NoeLae	ʔ o	ʔ o	1
13	NyaungGone	ʔ o	ʔ o	1
14	PongNuea	ʔ ou̯	ʔ ou̯	1
15	XiangZhaiTang	ʔ ou̯	ʔ ou̯	1
16	HtanHsan	m i	m i	2
17	NamHsan	m i	m i	2
18	GuangKa	p o ŋ	p o ŋ	7
19	NanSang	p o n	p o n	7
20	ChaYeQing	d o h	d o h	8
21	GuangKa	t o h	t o h	8
22	MangBang	t o h	t o h	8
23	NanSang	t o h	t o h	8
24	PangKham	tʰ ui̯	tʰ ui̯ -	8
25	NoeLae	r au̯	r au̯	9
26	PongNuea	r ɔː	r ɔː	9
27	BanPaw	b r ɔ	b r ɔ	34
28	NoeLae	b r ɔ	b r ɔ	34
29	NyaungGone	b r ɔ	b r ɔ	34
30	PongNuea	b r ɔ	b r ɔ	34
31	NoeLae	ŋ ɔ	ŋ ɔ	35
32	NyaungGone	ŋ ɔ	ŋ ɔ	35
33	PongNuea	ŋ ɔː	ŋ ɔː	35
34	ChaYeQing	f aː ŋ	f aː ŋ	37
35	ChuDongGua	f aː ŋ	f aː ŋ	37
36	GuangKa	f aː ŋ	f aː ŋ	37
37	HtanHsan	f aː ŋ	f aː ŋ	37
38	KhunHawt	f aː ŋ	f aː ŋ	37
39	ManLoi	f aː ŋ	f aː ŋ	37
40	MangBang	f aː ŋ	f aː ŋ	37
41	MengDan	f ɛː ŋ	f ɛː ŋ	37
42	NamHsan	f aː ŋ	f aː ŋ	37
43	NanSang	f aː ŋ	f aː ŋ	37
44	PangKham	f aː ŋ	f aː ŋ	37
45	XiangZhaiTang	f aː ŋ	f aː ŋ	37
46	BanPaw	v ɔ ŋ	v ɔ ŋ	105
47	ChaYeQing	v a ŋ	v a ŋ	105
48	ChuDongGua	v a ŋ	v a ŋ	105
49	GuangKa	v ɔ ŋ	v ɔ ŋ	105
50	ManLoi	v a ŋ	v a ŋ	105
51	MangBang	v ɔ ŋ	v ɔ ŋ	105
52	MengDan	v a ŋ	v a ŋ	105
53	NanSang	v ɔ ŋ	v ɔ ŋ	105
54	NoeLae	v ɔ ŋ	v ɔ ŋ	105
55	NyaungGone	v ɔ k	v ɔ k	105
56	PangKham	v a ŋ	v a ŋ	105
57	PongNuea	v ɔ ŋ	v ɔ ŋ	105
58	XiangZhaiTang	v ɔ ŋ	v ɔ ŋ	105
59	HtanHsan	dʑ ə m	dʑ ə m	106
60	KhunHawt	dʑ ə m	dʑ ə m	106
61	NamHsan	dʑ ə m	dʑ ə m	106
62	HtanHsan	k ə n	k ə n	140
63	KhunHawt	k a n	k a n	140
64	BanPaw	h ə̆ k	h ə̆ k	173
65	ChuDongGua	h ə h	h ə h	173
66	ManLoi	l e h	l e h	173
67	NoeLae	h ə̆ k	h ə̆ k	173
68	PongNuea	h ə k	h ə k	173
69	XiangZhaiTang	h ə k	h ə k	173
70	BanPaw	g ɔ n	g - ɔ n	223
71	ChaYeQing	k oː n	k - oː n	223
72	ChuDongGua	k ɔː n	k - ɔː n	223
73	GuangKa	k ɔː n	k - ɔː n	223
74	HtanHsan	k w a n	k w a n	223
75	ManLoi	g ɔː n	g - ɔː n	223
76	MangBang	k ɔː n	k - ɔː n	223
77	MengDan	k ɔ n	k - ɔ n	223
78	NamHsan	k w a n	k w a n	223
79	NanSang	k ɔː n	k - ɔː n	223
80	NoeLae	g ɔ n	g - ɔ n	223
81	NyaungGone	g ɔ n	g - ɔ n	223
82	PangKham	g ɔː n	g - ɔː n	223
83	PongNuea	g ɔː n	g - ɔː n	223
84	XiangZhaiTang	g ɔː n	g - ɔː n	223
85	ChaYeQing	ə ŋ	ə ŋ	240
86	MangBang	ə ŋ	ə ŋ	240
87	NanSang	ə ŋ	ə ŋ	240
88	NoeLae	ə ŋ	ə ŋ	240
89	NyaungGone	ə ŋ	ə ŋ	240
90	PongNuea	ə ŋ	ə ŋ	240
91	XiangZhaiTang	ə ŋ	ə ŋ	240
92	ChaYeQing	m a	m a	339
93	NoeLae	m a	m a	339
94	NyaungGone	m a	m a	339
95	PongNuea	m a	m a	339
96	BanPaw	s o	s o	340
97	ChuDongGua	ʔ a	ʔ a	340
98	GuangKa	s au̯	s au̯	340
99	HtanHsan	ʔ a	ʔ a	340
100	KhunHawt	ʔ a	ʔ a	340
101	ManLoi	ʔ a	ʔ a	340
102	MangBang	s au̯	s au̯	340
103	MengDan	ʔ a	ʔ a	340
104	NamHsan	ʔ a	ʔ a	340
105	NanSang	s ou̯	s ou̯	340
106	NoeLae	s o	s o	340
107	NyaungGone	s o	s o	340
108	PangKham	ʔ a	ʔ a	340
109	PongNuea	s ou̯	s ou̯	340
110	XiangZhaiTang	s ou̯	s ou̯	340
111	ChaYeQing	ʔ o ʔ	ʔ o ʔ	341
112	ChuDongGua	ʔ o ʔ	ʔ o ʔ	341
113	HtanHsan	ʔ o ʔ	ʔ o ʔ	341
114	KhunHawt	ʔ o ʔ	ʔ o ʔ	341
115	ManLoi	ʔ o ʔ	ʔ o ʔ	341
116	MengDan	ʔ u ʔ	ʔ u ʔ	341
117	NamHsan	ʔ o ʔ	ʔ o ʔ	341
118	PangKham	ʔ o ʔ	ʔ o ʔ	341
119	BanPaw	j̊ ou̯ ʔ	j̊ ou̯ - - ʔ	386
120	ChaYeQing	tɕʰ o k	tɕʰ o - - k	386
121	ChuDongGua	j̊ o ʔ	j̊ o - - ʔ	386
122	GuangKa	tɕʰ o k	tɕʰ o - - k	386
123	ManLoi	j̊ o k	j̊ o - - k	386
124	MangBang	tɕʰ o k	tɕʰ o - - k	386
125	MengDan	j̊ o k	j̊ o - - k	386
126	NamHsan	tɕʰ ɔː ʔ	tɕʰ ɔː - - ʔ	386
127	NanSang	tɕʰ o k	tɕʰ o - - k	386
128	NoeLae	j̊ ou̯ ʔ	j̊ ou̯ - - ʔ	386
129	NyaungGone	j̊ ou̯ ʔ	j̊ ou̯ - - ʔ	386
130	PangKham	j̊ o k	j̊ o - - k	386
131	PongNuea	j a j̊ au̯ ʔ	j a j̊ au̯ ʔ	386
132	XiangZhaiTang	j̊ au̯ ʔ	j̊ au̯ - - ʔ	386
133	HtanHsan	l a	l a -	387
134	KhunHawt	r a	r a -	387
135	ManLoi	l ɛː	l ɛː -	387
136	MangBang	l a	l a -	387
137	NamHsan	l a j	l a j	387
138	KhunHawt	k ə n	k ə n	409
139	NamHsan	k ə	k ə -	409
140	BanPaw	p ə n	p ə n	459
141	ChaYeQing	b əː n	b əː n	459
142	GuangKa	b əː n	b əː n	459
143	MangBang	b əː n	b əː n	459
144	NamHsan	ɓ e ʔ	ɓ e ʔ	459
145	NanSang	b əː n	b əː n	459
146	NoeLae	p ə n	p ə n	459
147	NyaungGone	p ə n	p ə n	459
148	PongNuea	p əa n	p əa n	459
149	XiangZhaiTang	p əː n	p əː n	459
150	BanPaw	ʔ j a n	ʔ j a n	460
151	ChuDongGua	ʔ j a r	ʔ j a r	460
152	NoeLae	ʔ j a n	ʔ j a n	460
153	NyaungGone	ʔ j a n	ʔ j a n	460
154	ChuDongGua	g r aːu̯	g r aːu̯	461
155	ManLoi	kʰ ai̯	kʰ - ai̯	461
156	MengDan	g l ɛːu̯	g l ɛːu̯	461
157	PangKham	g l au̯	g l au̯	461
158	HtanHsan	ɗ a m	ɗ a m	462
159	KhunHawt	ɗ a m	ɗ a m	462
160	NamHsan	d a m	d a m	462
161	BanPaw	ŋ ai̯	ŋ ai̯	485
162	ChaYeQing	ŋ aːi̯	ŋ aːi̯	485
163	ChuDongGua	ŋ aːi̯	ŋ aːi̯	485
164	GuangKa	ŋ aːi̯	ŋ aːi̯	485
165	HtanHsan	ŋ aːi̯	ŋ aːi̯	485
166	ManLoi	ŋ aːi̯	ŋ aːi̯	485
167	MangBang	ŋ aːi̯	ŋ aːi̯	485
168	MengDan	ŋ aːi̯	ŋ aːi̯	485
169	NamHsan	ŋ aːi̯	ŋ aːi̯	485
170	NanSang	ŋ aːi̯	ŋ aːi̯	485
171	NoeLae	ŋ ai̯	ŋ ai̯	485
172	NyaungGone	ŋ ai̯	ŋ ai̯	485
173	PangKham	ŋ aːi̯	ŋ aːi̯	485
174	PongNuea	ŋ aːi̯	ŋ aːi̯	485
175	XiangZhaiTang	ŋ aːi̯	ŋ aːi̯	485
176	ManLoi	b l eː	b l eː	486
177	PangKham	b l eː	b l eː	486
178	BanPaw	c ou̯ h	c ou̯ h	504
179	ChaYeQing	dʑ ɔ h	dʑ ɔ h	504
180	ChuDongGua	dʑ ɔ h	dʑ ɔ h	504
181	GuangKa	dʑ o h	dʑ o h	504
182	HtanHsan	dʑ ɔ h	dʑ ɔ h	504
183	KhunHawt	dʑ o h	dʑ o h	504
184	ManLoi	tɕ ɔ h	tɕ ɔ h	504
185	MangBang	dʑ o h	dʑ o h	504
186	MengDan	tɕ ɔ h	tɕ ɔ h	504
187	NamHsan	dʑ ɔ h	dʑ ɔ h	504
188	NanSang	dʑ o h	dʑ o h	504
189	NoeLae	c o h	c o h	504
190	NyaungGone	c ou̯ h	c ou̯ h	504
191	PangKham	tɕ o h	tɕ o h	504
192	PongNuea	tɕ ou̯ h	tɕ ou̯ h	504
193	ManLoi	t o ŋ	t o ŋ	520
194	MangBang	d o ŋ	d o ŋ	520
195	MengDan	d o ŋ	d o ŋ	520
196	NanSang	d o ŋ	d o ŋ	520
197	NoeLae	t o ŋ	t o ŋ	520
198	NyaungGone	t o k	t o k	520
199	PangKham	d o ŋ	d o ŋ	520
200	PongNuea	t o ŋ	t o ŋ	520
201	XiangZhaiTang	t o ŋ	t o ŋ	520
202	HtanHsan	s a	s a	521
203	NamHsan	s a	s a	521
204	HtanHsan	ŋ aːi̯	ŋ aːi̯	522
205	NamHsan	ŋ aːi̯	ŋ aːi̯	522
206	NyaungGone	n	n -	522
207	BanPaw	j o	j o	558
208	ChuDongGua	j oː	j oː	558
209	GuangKa	j au̯	j au̯	558
210	KhunHawt	j ou̯	j ou̯	558
211	MangBang	j au̯	j au̯	558
212	NanSang	j au̯	j au̯	558
213	PongNuea	j ou̯	j ou̯	558
214	ChaYeQing	dʑ au̯	dʑ - au̯	559
215	HtanHsan	dʑ oː	dʑ - oː	559
216	ManLoi	dʑ ɔː	dʑ - ɔː	559
217	MengDan	dʑ oː	dʑ - oː	559
218	NamHsan	dʑ ɔː	dʑ - ɔː	559
219	NoeLae	c w a	c w a	559
220	NyaungGone	c w a	c w a	559
221	PangKham	dʑ oː	dʑ - oː	559
222	NoeLae	m a	m a	593
223	NyaungGone	m a	m a	593
224	PongNuea	m a	m a	593
225	BanPaw	c e ɲ	c e ɲ	648
226	ChaYeQing	dʑ ɔː n	dʑ ɔː n	648
227	ChuDongGua	dʑ ə ŋ	dʑ ə ŋ	648
228	GuangKa	dʑ ɔː n	dʑ ɔː n	648
229	HtanHsan	dʑ əː ŋ	dʑ əː ŋ	648
230	KhunHawt	dʑ əː ŋ	dʑ əː ŋ	648
231	ManLoi	tɕ eː ŋ	tɕ eː ŋ	648
232	MangBang	dʑ ɔː n	dʑ ɔː n	648
233	MengDan	tɕ ə ŋ	tɕ ə ŋ	648
234	NamHsan	dʑ ə ŋ	dʑ ə ŋ	648
235	NanSang	dʑ ɔː n	dʑ ɔː n	648
236	NoeLae	c e ɲ	c e ɲ	648
237	PangKham	tɕ e ŋ	tɕ e ŋ	648
238	PongNuea	c e ɲ	c e ɲ	648
239	XiangZhaiTang	tɕ eː n	tɕ eː n	648
240	NoeLae	ə m	ə m	666
241	NyaungGone	ə m	ə m	666
242	PongNuea	ə m	ə m	666
243	XiangZhaiTang	ə m	ə m	666
244	BanPaw	g ɨ ɲ	g ɨ ɲ	757
245	ManLoi	g i ŋ	g i ŋ	757
246	NoeLae	g i ɲ	g i ɲ	757
247	NyaungGone	g ɨ n	g ɨ n	757
248	PangKham	g i ɲ	g i ɲ	757
249	PongNuea	g i ɲ	g i ɲ	757
250	ChaYeQing	n ɔ h	n ɔ h	826
251	ChuDongGua	n ɔːi̯	n ɔːi̯ -	826
252	GuangKa	n ɔ h	n ɔ h	826
253	HtanHsan	nˀ ɔ h	nˀ ɔ h	826
254	KhunHawt	nʰ ɔ h	nʰ ɔ h	826
255	MangBang	n ɔ h	n ɔ h	826
256	MengDan	n ɔi̯ h	n ɔi̯ h	826
257	NanSang	n ɔ h	n ɔ h	826
258	XiangZhaiTang	n ɔ x	n ɔ x	826
259	ChaYeQing	b l ɔːi̯	b l ɔːi̯	827
260	HtanHsan	b l ei̯	b l ei̯	827
261	KhunHawt	b l ei̯	b l ei̯	827
262	ManLoi	b l eː	b l eː	827
263	MengDan	b l i	b l i	827
264	NamHsan	b l e	b l e	827
265	NoeLae	b a	b - a	827
266	PangKham	b l eː	b l eː	827
267	PongNuea	b e	b - e	827
268	XiangZhaiTang	b l ei̯	b l ei̯	827
269	BanPaw	b a	b - a -	890
270	ChaYeQing	b j ai̯	b j ai̯ -	890
271	NamHsan	b j a m	b j a m	890
272	BanPaw	p r ɛ	p r ɛ	891
273	ChuDongGua	b r ai̯	b r ai̯	891
274	GuangKa	p ai̯	p - ai̯	891
275	HtanHsan	b r ei̯	b r ei̯	891
276	KhunHawt	p r iː	p r iː	891
277	ManLoi	p r ai̯	p r ai̯	891
278	NoeLae	p r ɛ	p r ɛ	891
279	NyaungGone	p r ɛ	p r ɛ	891
280	PangKham	p r ai̯	p r ai̯	891
281	XiangZhaiTang	p r ɛː	p r ɛː	891
282	ChaYeQing	l ə p	- l ə p	892
283	ChuDongGua	k l ɔː	k l ɔː -	892
284	MangBang	l ɛː	- l ɛː -	892
285	MengDan	l i p	- l i p	892
286	NoeLae	l ɛ	- l ɛ -	892
287	NyaungGone	l ɛ	- l ɛ -	892
288	XiangZhaiTang	l ɨ p	- l ɨ p	892
289	GuangKa	t oː	t oː	893
290	NanSang	t oː	t oː	893
291	HtanHsan	l w a ŋ	l w a ŋ	894
292	MengDan	r i ŋ	r - i ŋ	894
293	KhunHawt	k o h	k - o h	895
294	ManLoi	kʰ r ɔ h	kʰ r ɔ h	895
295	NyaungGone	kʰ ɛ	kʰ - ɛ -	895
296	PangKham	k u h	k - u h	895
297	PongNuea	ŋ au̯ h	- ŋ au̯ h	895
298	BanPaw	ɲ ɔ ŋ	ɲ ɔ ŋ	921
299	ChaYeQing	ɣ a n	ɣ a n	921
300	ChuDongGua	r ɔː n	r ɔː n	921
301	MengDan	r ɔː n	r ɔː n	921
302	NoeLae	ɲ ɔ ŋ	ɲ ɔ ŋ	921
303	NyaungGone	ɲ ɔ ŋ	ɲ ɔ ŋ	921
304	PongNuea	ɲ ɔ ŋ	ɲ ɔ ŋ	921
305	MangBang	n v a t	n v a t	922
306	NanSang	n v a t	n v a t	922
307	NoeLae	v a c	- v a c	922
308	NyaungGone	v a t	- v a t	922
309	PongNuea	v ai̯ c	- v ai̯ c	922
310	XiangZhaiTang	v a c	- v a c	922
311	MangBang	s ɔ	s ɔ	924
312	NanSang	s ɔ	s ɔ	924
313	BanPaw	ŋ au̯ h	ŋ au̯ h	940
314	ChaYeQing	ŋ ɔ h	ŋ ɔ h	940
315	ChuDongGua	ŋ a h	ŋ a h	940
316	GuangKa	ŋ ai̯ ʔ	ŋ ai̯ ʔ	940
317	ManLoi	ŋ a h	ŋ a h	940
318	MangBang	ŋ ai̯	ŋ ai̯ -	940
319	MengDan	ŋ a h	ŋ a h	940
320	NanSang	ŋ ai̯	ŋ ai̯ -	940
321	NoeLae	ŋ au̯ h	ŋ au̯ h	940
322	NyaungGone	ŋ au̯ h	ŋ au̯ h	940
323	PangKham	ŋ ɔ h	ŋ ɔ h	940
324	PongNuea	ŋ au̯ h	ŋ au̯ h	940
325	XiangZhaiTang	ŋ ɔ h	ŋ ɔ h	940
326	HtanHsan	ɓ j a m	ɓ j a m	941
327	KhunHawt	p j a m	p j a m	941
328	NamHsan	b j a m	b j a m	941
329	ChaYeQing	k ə	k ə -	974
330	PangKham	k a n	k a n	974
331	BanPaw	ɲ a h	ɲ - a h	975
332	ChaYeQing	ɲ a h	ɲ - a h	975
333	ChuDongGua	ɲ ai̯ h	ɲ - ai̯ h	975
334	GuangKa	ɲ a h	ɲ - a h	975
335	ManLoi	ɲ a h	ɲ - a h	975
336	MangBang	ɲ a h	ɲ - a h	975
337	MengDan	ŋ j a h	ŋ j a h	975
338	NanSang	ɲ a h	ɲ - a h	975
339	NoeLae	ɲ a h	ɲ - a h	975
340	NyaungGone	ɲ a h	ɲ - a h	975
341	PangKham	ɲ a h	ɲ - a h	975
342	PongNuea	ɲ a h	ɲ - a h	975
343	XiangZhaiTang	ɲ a h	ɲ - a h	975
344	HtanHsan	dʑ u m	dʑ u m	976
345	KhunHawt	dʑ u m	dʑ u m	976
346	NamHsan	j u m	j u m	976
347	ChuDongGua	h iː	h iː	1005
348	KhunHawt	h eːi̯	h eːi̯	1005
349	MangBang	h ɔːi̯	h ɔːi̯	1005
350	MengDan	h i	h i	1005
351	BanPaw	n a	n a -	1026
352	ChaYeQing	n a	n a -	1026
353	HtanHsan	n a p	n a p	1026
354	KhunHawt	n a p	n a p	1026
355	XiangZhaiTang	n a	n a -	1026
356	BanPaw	g ă ʔ	g ă ʔ	1027
357	ChaYeQing	k a ʔ	k a ʔ	1027
358	ChuDongGua	k a ʔ	k a ʔ	1027
359	GuangKa	k a ʔ	k a ʔ	1027
360	ManLoi	g a ʔ	g a ʔ	1027
361	MangBang	k a ʔ	k a ʔ	1027
362	MengDan	k ɛ ʔ	k ɛ ʔ	1027
363	NamHsan	kʰ ɔ n	kʰ ɔ n	1027
364	NanSang	k a ʔ	k a ʔ	1027
365	NoeLae	g ă ʔ	g ă ʔ	1027
366	NyaungGone	g ă ʔ	g ă ʔ	1027
367	PangKham	k a ʔ	k a ʔ	1027
368	PongNuea	g a ʔ	g a ʔ	1027
369	XiangZhaiTang	g a ʔ	g a ʔ	1027
370	ChuDongGua	ʔ a	ʔ a	1028
371	GuangKa	ʔ a	ʔ a	1028
372	ManLoi	ʔ a	ʔ a	1028
