ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	HtanHsan	m i	m i	2
2	NamHsan	m i	m i	2
3	GuangKa	p o ŋ	p o ŋ	7
4	NanSang	p o n	p o n	7
5	ChaYeQing	d o h	d o h	8
6	GuangKa	t o h	t o h	8
7	MangBang	t o h	t o h	8
8	NanSang	t o h	t o h	8
9	PangKham	tʰ ui̯	tʰ ui̯ -	8
10	NoeLae	r au̯	r au̯	9
11	PongNuea	r ɔː	r ɔː	9
12	BanPaw	b r ɔ	b r ɔ	34
13	NoeLae	b r ɔ	b r ɔ	34
14	NyaungGone	b r ɔ	b r ɔ	34
15	PongNuea	b r ɔ	b r ɔ	34
16	NoeLae	ŋ ɔ	ŋ ɔ	35
17	NyaungGone	ŋ ɔ	ŋ ɔ	35
18	PongNuea	ŋ ɔː	ŋ ɔː	35
19	ChaYeQing	f aː ŋ	f aː ŋ	37
20	ChuDongGua	f aː ŋ	f aː ŋ	37
21	GuangKa	f aː ŋ	f aː ŋ	37
22	HtanHsan	f aː ŋ	f aː ŋ	37
23	KhunHawt	f aː ŋ	f aː ŋ	37
24	ManLoi	f aː ŋ	f aː ŋ	37
25	MangBang	f aː ŋ	f aː ŋ	37
26	MengDan	f ɛː ŋ	f ɛː ŋ	37
27	NamHsan	f aː ŋ	f aː ŋ	37
28	NanSang	f aː ŋ	f aː ŋ	37
29	PangKham	f aː ŋ	f aː ŋ	37
30	XiangZhaiTang	f aː ŋ	f aː ŋ	37
31	BanPaw	v ɔ ŋ	v ɔ ŋ	105
32	ChaYeQing	v a ŋ	v a ŋ	105
33	ChuDongGua	v a ŋ	v a ŋ	105
34	GuangKa	v ɔ ŋ	v ɔ ŋ	105
35	ManLoi	v a ŋ	v a ŋ	105
36	MangBang	v ɔ ŋ	v ɔ ŋ	105
37	MengDan	v a ŋ	v a ŋ	105
38	NanSang	v ɔ ŋ	v ɔ ŋ	105
39	NoeLae	v ɔ ŋ	v ɔ ŋ	105
40	NyaungGone	v ɔ k	v ɔ k	105
41	PangKham	v a ŋ	v a ŋ	105
42	PongNuea	v ɔ ŋ	v ɔ ŋ	105
43	XiangZhaiTang	v ɔ ŋ	v ɔ ŋ	105
44	HtanHsan	dʑ ə m	dʑ ə m	106
45	KhunHawt	dʑ ə m	dʑ ə m	106
46	NamHsan	dʑ ə m	dʑ ə m	106
47	HtanHsan	k ə n	k ə n	140
48	KhunHawt	k a n	k a n	140
49	BanPaw	h ə̆ k	h ə̆ k	173
50	ChuDongGua	h ə h	h ə h	173
51	ManLoi	l e h	l e h	173
52	NoeLae	h ə̆ k	h ə̆ k	173
53	PongNuea	h ə k	h ə k	173
54	XiangZhaiTang	h ə k	h ə k	173
55	ChaYeQing	ə ŋ	ə ŋ	240
56	MangBang	ə ŋ	ə ŋ	240
57	NanSang	ə ŋ	ə ŋ	240
58	NoeLae	ə ŋ	ə ŋ	240
59	NyaungGone	ə ŋ	ə ŋ	240
60	PongNuea	ə ŋ	ə ŋ	240
61	XiangZhaiTang	ə ŋ	ə ŋ	240
62	ChaYeQing	m a	m a	339
63	NoeLae	m a	m a	339
64	NyaungGone	m a	m a	339
65	PongNuea	m a	m a	339
66	ChaYeQing	ʔ o ʔ	ʔ o ʔ	341
67	ChuDongGua	ʔ o ʔ	ʔ o ʔ	341
68	HtanHsan	ʔ o ʔ	ʔ o ʔ	341
69	KhunHawt	ʔ o ʔ	ʔ o ʔ	341
70	ManLoi	ʔ o ʔ	ʔ o ʔ	341
71	MengDan	ʔ u ʔ	ʔ u ʔ	341
72	NamHsan	ʔ o ʔ	ʔ o ʔ	341
73	PangKham	ʔ o ʔ	ʔ o ʔ	341
74	HtanHsan	l a	l a -	387
75	KhunHawt	r a	r a -	387
76	ManLoi	l ɛː	l ɛː -	387
77	MangBang	l a	l a -	387
78	NamHsan	l a j	l a j	387
79	KhunHawt	k ə n	k ə n	409
80	NamHsan	k ə	k ə -	409
81	BanPaw	p ə n	p ə n	459
82	ChaYeQing	b əː n	b əː n	459
83	GuangKa	b əː n	b əː n	459
84	MangBang	b əː n	b əː n	459
85	NamHsan	ɓ e ʔ	ɓ e ʔ	459
86	NanSang	b əː n	b əː n	459
87	NoeLae	p ə n	p ə n	459
88	NyaungGone	p ə n	p ə n	459
89	PongNuea	p əa n	p əa n	459
90	XiangZhaiTang	p əː n	p əː n	459
91	BanPaw	ʔ j a n	ʔ j a n	460
92	ChuDongGua	ʔ j a r	ʔ j a r	460
93	NoeLae	ʔ j a n	ʔ j a n	460
94	NyaungGone	ʔ j a n	ʔ j a n	460
95	ChuDongGua	g r aːu̯	g r aːu̯	461
96	ManLoi	kʰ ai̯	kʰ - ai̯	461
97	MengDan	g l ɛːu̯	g l ɛːu̯	461
98	PangKham	g l au̯	g l au̯	461
99	HtanHsan	ɗ a m	ɗ a m	462
100	KhunHawt	ɗ a m	ɗ a m	462
101	NamHsan	d a m	d a m	462
102	ManLoi	b l eː	b l eː	486
103	PangKham	b l eː	b l eː	486
104	ManLoi	t o ŋ	t o ŋ	520
105	MangBang	d o ŋ	d o ŋ	520
106	MengDan	d o ŋ	d o ŋ	520
107	NanSang	d o ŋ	d o ŋ	520
108	NoeLae	t o ŋ	t o ŋ	520
109	NyaungGone	t o k	t o k	520
110	PangKham	d o ŋ	d o ŋ	520
111	PongNuea	t o ŋ	t o ŋ	520
112	XiangZhaiTang	t o ŋ	t o ŋ	520
113	HtanHsan	s a	s a	521
114	NamHsan	s a	s a	521
115	HtanHsan	ŋ aːi̯	ŋ aːi̯	522
116	NamHsan	ŋ aːi̯	ŋ aːi̯	522
117	NyaungGone	n	n -	522
118	BanPaw	j o	j o	558
119	ChuDongGua	j oː	j oː	558
120	GuangKa	j au̯	j au̯	558
121	KhunHawt	j ou̯	j ou̯	558
122	MangBang	j au̯	j au̯	558
123	NanSang	j au̯	j au̯	558
124	PongNuea	j ou̯	j ou̯	558
125	ChaYeQing	dʑ au̯	dʑ - au̯	559
126	HtanHsan	dʑ oː	dʑ - oː	559
127	ManLoi	dʑ ɔː	dʑ - ɔː	559
128	MengDan	dʑ oː	dʑ - oː	559
129	NamHsan	dʑ ɔː	dʑ - ɔː	559
130	NoeLae	c w a	c w a	559
131	NyaungGone	c w a	c w a	559
132	PangKham	dʑ oː	dʑ - oː	559
133	NoeLae	m a	m a	593
134	NyaungGone	m a	m a	593
135	PongNuea	m a	m a	593
136	NoeLae	ə m	ə m	666
137	NyaungGone	ə m	ə m	666
138	PongNuea	ə m	ə m	666
139	XiangZhaiTang	ə m	ə m	666
140	BanPaw	g ɨ ɲ	g ɨ ɲ	757
141	ManLoi	g i ŋ	g i ŋ	757
142	NoeLae	g i ɲ	g i ɲ	757
