COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	m̥ ɔ ⁵⁵								
495-1	ts au ³⁵								
838-1	l ɔ m ⁵⁵								
438-1	ȵ ʐ w ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³⁵								
394-1	ȵ i ³¹								
221-1	l ɔ ŋ								
202-1	k ɔ ³¹								
935-1	m̥ ³¹								
93-1	ts ɔ ³¹								
7-1	p a n ³¹								
664-1	ȵ o ⁵⁵ ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	ʂ ə k ⁵⁵								
555-1	ʐ a ŋ ⁵⁵								
464-1	s i ³¹								
119-1	s ə ŋ ³⁵								
835-1	n̥ ɔ t ⁵⁵								
79-1	t i ³¹								
693-1	ȵ̥ au ⁵⁵								
477-1	ʂ o ʔ ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	k o ⁵⁵								
797-1	k ʐ u ʔ ⁵⁵								
493-1	s ə ʔ ⁵⁵								
217-1	ʈʂ ɔ ʔ ⁵⁵								
896-1	tsʰ u ʔ ⁵⁵								
452-1	ȵ ʐ u ʔ ⁵⁵								
580-1	ʂ u ʔ ⁵⁵								
833-1	m̥ ɔ ⁵⁵								
390-1	ȵ ³¹ ŋ ³⁵								
696-1	ȵ̥ a ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	ȵ a m ³⁵								
61-1	t a m ⁵⁵								
536-1	s ɔ ʔ ⁵⁵								
731-1	s a ³¹								
779-1	ɔ m ⁵⁵								
589-1	t i ⁵⁵ ⁵⁵								
658-1	ʂ a m ⁵⁵								
456-1	ȵ i a ŋ								
183-1	k ʐ w ³¹								
785-1	k ɔ ³¹								
714-1	p ⁵⁵								
331-1	l ɔ ³¹								
930-1	ʂ a ʔ ⁵⁵								
161-1	k ɔ m								
814-1	x ui ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	ʈʂ ɔ ʔ ⁵⁵								
727-1	ʂ a ⁵⁵								
260-1	tɕ ʐ a ʔ ⁵⁵								
144-1	k ɔ m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	l ɔ ʔ ⁵⁵								
