COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
388						k ɨ s a d										s ɨ g a d	k ɨ s a d		
463				b ə ʔ ə d							b ə ʔ ə d								
534	l a b	l a b																	
603		w ə kʼ t								w a kʼ t i					w ə kʼ t	w ə kʼ ɨ d			
133												b ai̯							b aː j u
582																l a h ai̯			j a h ai̯
74			g w ə p ə		g w ə bː e		g w ə pː ai̯	g w ə p ə	g w ə p ai̯				g w ə bː e	g w ə bː e					
340			g w ə n tʃ ə	g o n tʃ ə	g w ə tʃ ə		g w ə n tʃ ə	g o n tʃ ə	g w ə n tʃ ə		g o n tʃ ə	g ə tʃ ə	g w ə tʃ ə	g ə tʃ ə					
255			kʼ w ə n tʃʼ ə		kʼ w ə tʃʼ ə		kʼ w ə n tʃʼ ə	kʼ w ə n tʃʼ ə	kʼ w ə n tʃ ə		kʼ o n tʃ ə	kʼ o l ə tʃ ə	kʼ w ə tʃ ə	kʼ o l ə tʃ ə					
216	tʃʼ ə rː ə s ə	tʃʼ e rː ə s a													tʃʼ eː r ə s ə			tʃʼ eː r ə s ə	
495		tʃ ə h e d	tʃʼ e t		tʃʼ e t		tʃʼ e t	tʃʼ e t					tʃʼ e t						
69	tʼ ɨ dʒː a	tʼ ɨ dʒː a								tʼ ɨ dʒ a		tʼ ə g		d ə g					
131										ʔ a d u rː u					ʔ aː d ə n			ʔ a d ə n	ʔ a d u rː u
221			dʒ ə p ə r ə				dʒ ə pː ə r ə	dʒ ə p ə r ə	dʒ ə pː ə r ə		dʒ ə p ə r ə		ʒ ə bː ə r ə						
175						ħ ə r g ə s				ħ aː s							ħ a r g ə s		
269												w ə g f ɨ r	w ə g f ɨ r						
124				d ə ʔ ə n ə							d ə ʔ ə r ə ʔ								
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
644	s e t ɨ j o																s ə b ʔ ai̯ t i		s e t
157	ʔ a lː ə m ə					ħ ɨ l u m										ħ a lː ə m	ħ a l ə m ə		
