COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	m o tʃ i								
2-1	k w k + tɬ n x								
8-1	j eː j i								
16-1	eː s + tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	o n + i								
52-1	w aː k + tɬ o k								
53-1	n a k a s +								
54-1	tɬ aː l + i								
55-1	k w a								
60-1	iː x + t o l o l o								
83-1	tɬ aː + tɬ								
87-1	p a tɬ aː n i								
92-1	m a k a								
103-1	m aː + n								
106-1	k a k i								
138-1	n e ʔ w								
139-1	m i k + t i aː								
142-1	m a t i								
145-1	m o + t eː k a								
176-1	tɬ aː k a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː ʔ + tɬ i								
186-1	k e tʃ + tɬ i								
190-1	j a k a + tɬ								
194-1	s eː								
220-1	o ʔ + tɬ i								
231-1	i tɬ a								
240-1	k o tʃ i								
283-1	t e + tɬ								
293-1	i n + oː n								
314-1	k w a w + tɬ tɬ								
315-1	oː m e								
322-1	t e ʔ a m e i								
323-1	tɬ eː n								
9-1	t oː t o + tɬ								
17-1	o m i + tɬ								
22-1	tɬ a tɬ i a								
30-1	w iː i								
88-1	i l i								
158-1	eː e j a k								
159-1	a tɬ i m i + tɬ								
177-1	m i aː k k								
184-1	t oː k aː + tɬ								
187-1	j a n k w i + k								
227-1	x aː l + l								
1-2		m u tʃ i							
2-2		n e x + t i							
8-2		t eː j u							
16-2		e s iː t i							
24-2		i s t i							
32-2		m i k i							
51-2		r n + i							
52-2		w a k + t u							
53-2		n aː k a s							
54-2		t a l l l							
55-2		b w a +							
60-2		s x + t r l u l u							
83-2		t a + t							
87-2		p a r aː m i							
92-2		m aː k a							
103-2		m a + u							
106-2		b a k i							
138-2		n e h w a							
139-2		m i k + t i h							
142-2		m a t i							
145-2		m u + t e k a							
176-2		t a k a + t							
179-2		n aː k a + t							
180-2		m eː e + t i							
186-2		b e tʃ + t							
190-2		j aː k + + i							
194-2		s e n							
220-2		r h + t i							
231-2		i r a							
240-2		b o tʃ i							
283-2		t e + t							
293-2		h uː n i							
314-2		b w a i i r t							
315-2		t m e							
322-2		t e h w a n							
323-2		t eː							
9-2		t r r r + t							
17-2		r m i + t							
22-2		t a t i h							
88-2		i i							
158-2		j e j aː k							
159-2		a t i m i h t							
177-2		m i aː k							
184-2		t uː k a + +							
187-2		j aː m k w i + k							
227-2		x a l l l							
1-3			m o tʃ i						
2-3			n e x + t i						
8-3			j eː j						
16-3			eː s + t i						
24-3			i s t i						
32-3			m i ʔ i						
51-3			o n + ʔ						
52-3			w aː k + ʔ i ʔ						
53-3			n a k a s						
54-3			t aː l l						
55-3			k w aː						
60-3			s x + t e l o l o						
83-3			t aː + ʔ						
87-3			p a t aː n i						
92-3			m aː k a						
103-3			m aː +						
106-3			k aː ʔ i						
138-3			n e h w aː						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k a + ʔ						
179-3			n a k a + ʔ						
180-3			m eː ts + t i						
186-3			k e tʃ + t i						
190-3			j aː k a + ʔ						
194-3			s eː						
220-3			o h + t i						
231-3			i t a						
240-3			k o tʃ i						
283-3			t e + ʔ						
293-3			i n ʔ						
314-3			k w a u + ʔ ʔ						
315-3			oː m e						
322-3			t e h w a n ʔ						
323-3			t eː n						
9-3			t oː t o + ʔ						
17-3			ts m i + ʔ						
22-3			t a t i a						
30-3			w i ts						
88-3			i i i						
158-3			w eː h a ʔ						
159-3			aː t i m i + ʔ						
177-3			m i a ʔ ʔ						
184-3			t o k aː + ʔ						
187-3			j a n k w i ʔ ʔ						
227-3			x aː l l						
1-4				m o tʃ i					
2-4				k e x + tɬ i					
8-4				w e h j					
16-4				e s + tɬ i					
24-4				i s t i					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + t o k					
53-4				n a k a s t					
54-4				tɬ a l + l					
55-4				k w a					
60-4				s x + t o l o l o					
83-4				tɬ i + tɬ					
87-4				p a tɬ a n i					
92-4				m a k a					
103-4				m a					
106-4				k a k i					
138-4				n e h w					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				tɬ a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e e + tɬ i					
186-4				k e tʃ tɬ tɬ					
190-4				j a k a + tɬ					
