COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m a̰u ⁵						
4-1	l a ⁵						
18-1	m j u ŋ ⁵						
19-1	n j ³¹						
44-1	l u k ³						
50-1	dʒ a ŋ ⁵						
62-1	dʒ ɔ ʔ ³¹						
70-1	b a n ³¹						
75-1	m j ɔ ʔ ³¹						
97-1	tʃʰ a ŋ ⁵						
112-1	dʒ ɔ ⁵						
122-1	m j u k ³¹						
127-1	kʰ w ei ³						
132-1	j ɔ ʔ ³¹						
133-1	kʰ u ⁵						
135-1	n a̰u ⁵						
142-1	d w ṵ ʔ						
143-1	ŋ k ʔ ³¹						
149-1	j ṵ ʔ						
152-1	ŋ ɔ ⁵						
157-1	b ɔ ⁵						
183-1	j u ⁵						
184-1	n u k ʔ ³						
185-1	dʒ a m ³						
189-1	m j ɔ ʔ ³¹						
192-1	n j ⁴²						
195-1	n ɛ ³						
200-1	dʒ a ʔ ⁵						
216-1	dʒ a ŋ ⁵						
218-1	l ɔ ʔ ³						
225-1	dʒ a ŋ ⁵						
235-1	kʰ j ei ³¹						
244-1	dʒ w ḭ ³						
253-1	m j ɔ						
270-1	m j ³¹						
278-1	m j a ³						
279-1	w ɔ ⁵						
285-1	j a m ³						
308-1	d j a ³						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³						
341-1	d z ɔ ⁵						
347-1	dʒ u k ³¹						
362-1	j ei ʔ						
391-1	j a p ⁴²						
394-1	m ɔ ʔ ³¹						
397-1	tʃʰ ei ³¹						
443-1	n j a p ³¹						
460-1	dʒ a p ³¹						
463-1	j ṵ ʔ						
464-1	j u ŋ ³						
473-1	dʒ a m ³						
476-1	kʰ j u k ³¹						
481-1	dʒ a ³¹						
494-1	j j ⁴²						
496-1	dʒ j a ŋ ⁵						
516-1	w a ³						
522-1	n ɔ ʔ ³						
523-1	dʒ j ɔ ʔ						
524-1	n i ³						
540-1	kʰ ɔ ⁵						
3-1	b u ḭ ³						
6-1	d j ³						
7-1	d a n ³						
20-1	n a p ³¹						
51-1	ŋ æ̰ ḭ ³						
64-1	d u ŋ ⁵						
65-1	j u k ³¹						
66-1	d z u						
71-1	dʒ ei ⁵						
72-1	d a ³						
76-1	w ɔ ⁵						
77-1	m j ɛ p ³¹						
78-1	m j ʔ						
82-1	dʒ u ŋ ⁵						
87-1	ŋ ɔ ʔ						
93-1	l a m ³						
94-1	m j ei ³¹						
100-1	dʒ w ŋ ³						
116-1	l ṵ ³						
119-1	w a m ³						
124-1	b j ɔ ⁵						
136-1	l ṵ ei						
137-1	kʰ j ɔ ʔ ³¹						
144-1	dʒ ɔ ʔ ³¹						
145-1	d u ŋ ⁵						
146-1	m j ʔ						
150-1	j j ɔ ʔ ³¹						
154-1	m j ɔ ³¹						
165-1	j j a ŋ						
166-1	kʰ j ɔ ⁵						
169-1	j j a ŋ ³						
170-1	b j ɔ ⁵						
171-1	j a ŋ ³						
174-1	l a m ³						
181-1	m j ɔ ʔ ³¹						
193-1	b a ³						
205-1	n a̰ ʔ ³¹						
206-1	m j ei ³¹						
212-1	tʃʰ ɔ ʔ ³¹						
214-1	l a m ³						
217-1	j u ⁵						
224-1	n j ṵ ḭ ⁵						
228-1	b u ŋ ³						
238-1	j ɔ ⁵						
241-1	dʒ ɔ ⁵						
246-1	j j ei ³¹						
256-1	j a ³						
257-1	dʒ ɔ ʔ						
272-1	m j ⁵						
273-1	j a p						
274-1	m a ³						
286-1	kʰ a m ⁵						
289-1	kʰ u ŋ ⁵						
294-1	j u ʔ						
301-1	j ɔ ʔ ³						
306-1	kʰ j ɔ p ³¹						
307-1	kʰ a p ⁴²						
321-1	dʒ a ŋ ⁵						
331-1	m j ɔ ³						
332-1	l a m ³						
335-1	kʰ j ɔ ⁵						
336-1	n a m ³						
340-1	ŋ ṵ ʔ						
342-1	m j u ḭ ³						
360-1	dʒ a k ⁴²						
376-1	dʒ ei ³¹						
389-1	n j k ⁴²						
395-1	n ɔ ⁵						
401-1	dʒ ei ³¹						
404-1	d w u ŋ ³						
408-1	d u ʔ						
409-1	l ɔ ⁵						
413-1	d w a n ³¹						
421-1	n j a p ³						
425-1	b j ei						
430-1	tʃʰ ei ³						
442-1	d ṵ ³						
447-1	dʒ u ŋ ⁵						
456-1	d ɔ ⁵						
458-1	dʒ u ⁵						
469-1	kʰ ɔ ⁵						
470-1	d a p ³						
475-1	ŋ ³ ⁵						
477-1	n j a t ³¹						
478-1	dʒ ei t ³¹						
480-1	kʰ ɔ ⁵						
485-1	m j ɔ ⁵						
495-1	ŋ j ³¹						
499-1	m j a ŋ ⁵						
500-1	n j a ³						
501-1	dʒ ɔ ʔ						
506-1	dʒ a p ⁴²						
507-1	n ɔ ʔ ³						
509-1	l a ŋ ⁵						
510-1	b j a ŋ ⁵						
511-1	l ɔ ʔ ³						
521-1	dʒ w ⁵						
525-1	n j u ḭ ³						
538-1	tʃʰ w ei ⁵						
539-1	dʒ a ŋ ⁵						
544-1	j j u ʔ ³¹						
550-1	dʒ ɔ ʔ ³¹						
562-1	m j u ŋ ⁵						
568-1	kʰ u ŋ ⁵						
2-1	kʰ u ŋ ⁵						
11-1	dʒ a ŋ ⁵						
12-1	j ɔ ʔ ³¹						
22-1	kʰ u ŋ ⁵						
28-1	b a ⁵						
29-1	dʒ u ʔ ³¹						
30-1	dʒ a ŋ ⁵						
35-1	l u ŋ ³						
38-1	d u ŋ						
42-1	l ṵ ʔ ³¹						
46-1	tʃʰ u ŋ						
52-1	d u ʔ ³¹						
55-1	b ɔ m ³						
69-1	dʒ u ʔ ³¹						
79-1	j a m ³ ³						
83-1	tʃʰ w ʔ						
86-1	j a p ⁵						
89-1	dʒ a ŋ ³						
90-1	kʰ ɔ ʔ ⁵³						
91-1	d a n ³						
92-1	kʰ ɛ ³						
106-1	j u k ³¹						
120-1	dʒ a ³ ³¹						
125-1	d j t ³¹						
148-1	d a ŋ ⁵						
173-1	dʒ ɛ ʔ ⁵						
179-1	j ɛ ⁵						
186-1	ŋ ɛ ³						
187-1	l a ŋ ³						
197-1	n a̰ t ʔ						
209-1	kʰ u ŋ ŋ						
210-1	j a a ³						
211-1	d ṵ ʔ						
213-1	n j k ³						
