COGID	dutch	english	french	german
1389			ʃ o z	z a x ə
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
2001		l iː f		l au p
1666	v l ɑ k t ə			f l ɛ x ə
27	v l eː s			f l ai ʃ
586	k r aː x			k r aː ɡ ə n
782	w ɛ x			v ɛ k
940	m aː x			m aː ɡ ə n
2111	x r aː v ə			ɡ r aː b ə n
1274	h aː j			h ai
100	v r ɑu w			f r au
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
2000	b l ɑ t			b l a t
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
166	v oː ɣ ə l			f oː ɡ ə l
186	s x ʉ l t			ʃ ʊ l t
260	m uː			m yː d ə
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
1948	s l ɔ t			ʃ l ɔ s
566	k l ɪ m ə	k l aɪ m		
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
514	h ɛ ŋ s t			h ɛ ŋ s t
838		s t eɪ	ʀ ɛ s t e	
-588	p l ɑ t			p l a t
919	s t uː l			ʃ t uː l
1472	m ɔ d ə r	m ʌ d		
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
1237	ɛ ŋ k ə l	æ ŋ k l̩		
1848	r ʉ n t			r ɪ n t + f iː
630	v ɑ ŋ ə			f a ŋ ə n
1553	h uː s t ə			h ʊ s t ə n
2228	h ɑ l s			h a l s
169	r ɛɪ ɣ ə r			r ai ə r
837	b l ɛɪ v ə			b l ai b ə n
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
1295	h aː v ə r			h aː f ə r
528	j øː k			j ʊ k ə n
-1682	v ɑ l ɛɪ	v æ l ɪ		
1892	x ɪ f			ɡ ɪ f t
205	ɑ r m + b ɑ n t			a r m + b a n t
314	d oː d ə			t ɶː t ə n
1789	b eː d ə l aː r			b ɛ t l ə r
783		r əʊ d	ʀ u t	
1972	d eː l			t ai l
2208	h ɑ k ə			ts ɛ r + h a k ə n
1939	v l uː r	f l ɔː r		
1240	h iː l	h iː l		
1199	s l œy j ə r			ʃ l ai ə r
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
590	s ɔ k	s ɔ k		
1542	b r aː k ə			ɛ r + b r ɛ x ə n
2144	k œy k ə	tʃ ɪ k ɪ n		
1648	s m eː d ə			ʃ m iː d ə n
642	b ɑu w ə			b au ə n
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
-306	p ɔ s t	p əʊ s t		
995	v l ɛ x t ə			f l ɛ x t ə n
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
108	m ɛɪ s j ə			m ɛː t x ə n
1562	v eː l			f iː l
162	aː d ə l aː r			aː d l ə r
53		b r əʊ k ə n		ɡ ə + b r ɔ x ə n
776	v ə r + d eː l ə			t ai l ə n
1828	s x œy m			ʃ au m
-2	t ɛ n t	t ɛ n t		
1651	z ɑ l f			z a l b ə
1020		s w ɔ m p		z ʊ m pf
1638	k oː p ə r	k ɔ p ə r		
1193	b r eː t			b r ai t
758	l ʉ x t			l ʊ f t
2166	b ɔ r s t ə l			b ʏ r s t ə
1912	s t ɛ r k			ʃ t a r k
1144	k aː l			k aː l
2216	v l øː ɣ ə l			f l yː ɡ ə l
1255	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1038			v a ɡ	v oː ɡ ə
1267	n iː r			n iː r ə
677	t ɛ l ə			ts ɛː l ə n
638	m aː l ə			m aː l ə n
931	k aː r s			k eː r ts ə
1681	d ɑ l			t aː l
243	d yː r			t ɔy ə r
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
427	w ɑu t			v a l t
-2290	s t ɔ f			ʃ t ɔ f
1608	b ɔ r s t			b r ʊ s t
-2030		ʌ ŋ k l̩		ɔ ŋ k ə l
-1259	d iː n eː	d ɪ n ə r		
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
1696	w ɛ r p ə			v ɛ r f ə n
727	m ɑ n			m a n
-1033	b aː j	b eɪ		
300		f əʊ l d		f a l t ə n
-445		f æ m ə l ɪ		f a m iː l iː ə
-1785	x r aː n	ɡ r eɪ n		
1689		l ɪ f t	l ə v e	
1821	r ʉ x			r ʏ k ə n
-1041	r iː v iː r	r ɪ v ə r		
850	t ɔ p	t ɔ p		
721			p ɛ ʀ	eː ə
736	v r ɑu w			f r au
-346		r iː f		r ɪ f
1401		ɡ r ɑː s p		ɡ r ai f ə n
798		s n eɪ l		ʃ n ɛ k ə
1719	h ɛ k			ɡ ə + h eː ɡ ə
116	j ɔ ŋ ə			j ʊ ŋ ə
716		b ɑː k		b ɔ r k ə
-1158	b ɑ l	b ɔː l		
-2035		k ʌ z n̩		k uː z iː n ə
-78	p ɛɪ m + b oː m	p aɪ n		
1921	s l aː n			ʃ l aː ɡ ə n
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
1556	x eː w ə			ɡ a f ə n
2105		r eɪ k		r ɛ x ə n
3	h ɔ f			h oː f
2180	d oː r s + l ɪ k ə			ʃ l ʊ k ə n
1865	x ə + z ɪ x t			g e + z ɪ x t
1447	b oː m			b au m
1333		n ɪ ə r		n aː ə
1530	k oː n ɛɪ n			k a n iː n + x ə n
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
1181	m ʉ ts			m ʏ ts ə
7	w oː n ə			v oː n ə n
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
340	b ə + ɣ r aː v ə			b ə + ɡ r aː b ə n
431	k l ɪ ŋ k			k l ɪ ŋ k ə
271		l eɪ z ɪ		l ɛ s ɪ x
1091	uː v ə r			uː f ə r
785	w iː l	w iː l		
1836	k ɑ l m	k ɑː m		
1571	m eː n ə x t ə			m ɛ ŋ ə
1872	w ɑ ŋ			v a ŋ ə
1568	w ɛɪ n ə x			v eː n ɪ x
885	d eː l ə			au s + t ai l ə n
52	b ɑ k + s t eː n			b a k + ʃ t ai n
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
293	d ɑ k			d a x
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
30	l ɛɪ m			l ai m
311	l ɛɪ k			l ai x + n aː m
232	k oː p ə			k au f ə n
127	v eː			v iː
320		d aɪ		t oː t
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
393	k ɑu w ə			k au ə n
2016		f r aɪ	f ʀ i ʀ	
2006	p ɔ t	p ɔ t		
303	w ɛ r k	w ɜː k		
1212	r oː k			r au x
874	m ɑ n	əʊ l d + m æ n		
-1021	m uː r ɑ s			m oː r a s t
1052	z ɛɪ			z iː
1066	j ɛɪ	j uː		
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
801		f r ɔ ɡ		f r ɔ ʃ
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
2127	d r aː j ə			d r eː ə n
1644	x iː t ə			ɡ iː s ə n
