COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	l ɔ ⁵⁵								
438-1	l ʐ ɔ ʔ								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ui ³¹								
394-1	ȵ i a ³¹								
221-1	ʐ p ⁵⁵								
202-1	k au ³¹								
935-1	k ³¹								
93-1	l ɔ ³¹								
7-1	p ɔ a ³¹								
664-1	l ə ⁵⁵								
246-1	k ɔ ʔ ⁵⁵								
547-1	l ə ʔ ⁵⁵								
555-1	i a ȵ ⁵⁵								
464-1	ȵ au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n̥ a ʔ ⁵⁵								
79-1	tʰ ɔ ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a ʔ ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	l o ⁵⁵								
797-1	k ʐ u ʔ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	ʐ w ʔ ⁵⁵								
896-1	tsʰ au t ⁵⁵								
452-1	ȵ i u ʔ ⁵⁵								
580-1	s u ʔ ⁵⁵								
833-1	tʰ ɔ ⁵⁵								
390-1	ȵ ə ŋ ³¹								
696-1	ŋ ⁵⁵ ⁵⁵								
86-1	tʰ ə ŋ ⁵⁵								
384-1	ȵ i ŋ ³⁵								
61-1	l a m ⁵⁵								
536-1	s ɔ ʔ ⁵⁵								
731-1	ʂ a ³¹								
779-1	p ⁵⁵								
589-1	t ə ⁵⁵								
658-1	l a m ⁵⁵								
456-1	ȵ i ə ŋ								
183-1	k ʐ w								
785-1	ʔ ɔ ³¹								
714-1	s ⁵⁵								
331-1	l ɔ ³¹								
930-1	ŋ p ʔ ⁵⁵								
161-1	k ə ŋ								
814-1	m̥ ui ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	k ɔ ʔ ⁵⁵								
727-1	ʂ o ⁵⁵								
260-1	ʔ ʐ a ʔ ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p a ȵ ⁵⁵								
59-1	k ɔ ʔ ⁵⁵								
506-1	pʰ ə ʔ								
29-1	p ə ʔ								
316-1	k ɔ ʔ ⁵⁵								
389-1	ȵ ʐ ə ŋ ⁵⁵								
118-1	ȵ w a								
312-1	ʔ ɔ ³¹								
490-1	n i ³⁵								
436-1	ȵ ʐ ɔ ³¹								
927-1	ŋ p ⁵⁵ ⁵⁵								
383-1	ȵ ɔ ʔ ⁵⁵								
211-1	ʐ a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l ɔ ⁵⁵ ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	t ə ŋ								
660-1	tʰ a ʔ ⁵⁵								
642-1	l ə ŋ ³⁵								
257-1	ʔ ʐ a ⁵⁵ ⁵⁵								
167-1	k ʐ ɔ ³¹								
880-1	tʰ ɔ ʔ ⁵⁵								
484-1	n ə ŋ ⁵⁵								
574-1	s au ȵ ³¹								
718-1	ʂ ə ŋ ³¹								
811-1	m̥ au ³¹								
458-1	t u ŋ ³¹								
884-1	tʰ ə ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ a ⁵⁵								
920-1	ə ŋ ³¹								
36-1	p ʐ ə ⁵⁵								
12-1	p i ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p ɔ ⁵⁵ ⁵⁵								
342-1	l u ʔ ⁵⁵								
280-1	k ʐ ⁵⁵								
612-1	t ə ŋ ³¹								
459-1	ȵ ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	k ʐ au ³⁵								
148-1	k ɔ a ³¹								
652-1	l ⁵⁵ ⁵⁵								
220-1	ʐ ə ŋ ³¹								
562-1	l ə ŋ ³¹								
31-1	p ʐ ɔ ʔ ⁵⁵								
386-1	ȵ a ʔ ⁵⁵								
804-1	k ʐ ə ŋ ³¹								
369-1	l ə ʔ ⁵⁵								
125-1	tʰ u ³¹								
314-1	k ʐ w ⁵⁵								
823-1	l ɔ ʔ ⁵⁵								
471-1	k ə ŋ								
40-1	p ʐ ə ŋ ³⁵								
393-1	ȵ ə ŋ ³⁵								
272-1	ʔ ʐ ə ŋ ³⁵								
463-1	ȵ au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	ʐ a m								
123-1	k ⁵⁵ ⁵⁵ ⁵⁵								
512-1	ȵ ʐ ə ʔ								
518-1	pʰ ʐ o ⁵⁵								
878-1	tʰ ɔ ³¹								
849-1	k w t ⁵⁵								
524-1	pʰ u ʔ ⁵⁵								
90-1	tʰ ɔ ʔ ⁵⁵								
541-1	s ə ŋ ³¹								
933-1	k u ³¹								
467-1	k ɔ ³¹								
49-1	p u ⁵⁵								
822-1	l ɔ ʔ ⁵⁵								
52-1	p ɔ ⁵⁵								
377-1	l u ⁵⁵ ³¹								
127-1	ʈʂ a ʔ ⁵⁵								
67-1	l ɔ ʔ ⁵⁵								
864-1	k ʐ a ³¹								
126-1	ʈʂ w ʔ ⁵⁵								
656-1	l a m								
635-1	ʈʂ ɔ ʔ								
473-1	n̥ a m ⁵⁵								
98-1	ʂ ɔ ³¹								
445-1	ȵ i au ⁵⁵								
379-1	l ui ³⁵								
323-1	ʔ ʐ w ⁵⁵ ⁵⁵								
485-1	k ə ŋ								
357-1	l ɿ ⁵⁵								
432-1	ȵ i ʔ ⁵⁵								
80-1	tʰ au ³¹								
