COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ³						
18-1	n j ³ n ⁵						
19-1	n a ⁵³						
44-1	l u ʔ ⁴³						
50-1	s a ŋ ³						
62-1	s i ʔ ⁵³						
70-1	b a n ³						
75-1	n j ɔ ʔ ⁵³						
97-1	tʃʰ o ŋ ³						
112-1	tsʰ u ³						
122-1	n j ṵ k ⁴²						
127-1	kʰ j a ³						
132-1	w ɔ ʔ ³²						
133-1	n ɔ̰ ³						
135-1	n u ⁵						
142-1	d z ³ ³						
143-1	ŋ ɔ̰ ʔ ʔ						
149-1	d u ⁵						
152-1	ŋ ɔ ³						
157-1	b u ³						
183-1	ʔ u ⁵						
184-1	n u k ʔ						
185-1	dʒ a m ³						
189-1	n j ɔ ʔ ⁴³						
192-1	n ṵ ³						
195-1	n ɔ̰ ³						
200-1	k a t ³¹						
216-1	s i ŋ ³						
218-1	l ɔ ʔ ³²						
225-1	s i ŋ ³						
235-1	kʰ j ³ ³¹						
244-1	s a ʔ ³						
253-1	m a n ³						
270-1	m a ³						
278-1	m a ³ ŋ ³¹						
279-1	w ɔ ⁴³						
285-1	j a m m						
308-1	b w w ⁴³						
322-1	m ɛ ⁵						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³¹						
341-1	d z ɔ						
347-1	ʃ ɔ t ³¹						
362-1	j ei m						
391-1	j ɔ p ⁵³						
394-1	m ɔ ʔ ³²						
397-1	tʃʰ a n						
443-1	n j ɔ p ⁵³						
460-1	s a t ʔ						
463-1	w a ³						
464-1	j u ŋ ³²						
473-1	s ɔ m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ ɔ ŋ						
494-1	j j ³						
496-1	n j u ³						
516-1	w a m						
522-1	n ɔ̰ ʔ ⁴³						
523-1	pʰ j ɔ ⁴²						
524-1	n a ³						
540-1	kʰ j ³						
3-1	b w ɔ ³						
6-1	g j ⁵³						
7-1	dʒ w m m						
20-1	n a p ⁴²						
