COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	n i tʃ i								
2-1	k w a + t i								
8-1	w eː j i								
16-1	ts + + tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	i n + i								
52-1	w a k + tɬ i i								
53-1	n a k a s +								
54-1	tɬ a l + l								
55-1	k w a								
60-1	iː x + l l								
83-1	tɬ i + tɬ								
87-1	j a tɬ a n i								
92-1	m a k a								
103-1	m a i								
106-1	k a k i								
138-1	n e i								
139-1	m i k + t i a								
142-1	m a t i								
145-1	m i + t e w a								
176-1	tɬ a w a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː x + tɬ i								
186-1	k e tʃ +								
190-1	j a k a +								
194-1	s i								
220-1	o l + tɬ i								
231-1	i tɬ a								
240-1	k o tʃ i								
283-1	t e + tɬ								
293-1	i n + oː n								
314-1	k w a w + tɬ								
315-1	j m i								
322-1	t e i w a n i								
323-1	tɬ a n								
9-1	tɬ oː t + tɬ								
17-1	j m i + tɬ								
22-1	tɬ a tɬ i a								
30-1	w iː ts								
88-1	i l i								
158-1	w e j a k								
159-1	a t i m i + tɬ								
177-1	m i j a k								
184-1	t i k a i								
187-1	j a n k w + + k								
227-1	x a l + l								
235-1	m i + tɬ a l + a								
249-1	ts eː k + tɬ i								
251-1	m i + k e p a k								
289-1	k w + tɬ a tʃ iː l								
294-1	t e i								
296-1	n e n e p i l								
313-1	tɬ a n +								
316-1	n e i + n e m i								
318-1	t o t oː n i k k								
320-1	a + tɬ								
324-1	i s t a k k								
326-1	a k n								
1-2		ts u tʃ u							
2-2		t w a + t i							
8-2		w e j u							
16-2		ts s + t i							
24-2		i s t i							
32-2		s i k i							
51-2		h n + i							
52-2		w a k + t u							
53-2		n a k a s							
54-2		t a l							
55-2		b w a							
60-2		s x + t l u l							
83-2		t a + t							
87-2		ts a t a m n							
92-2		s a k a							
103-2		s e +							
106-2		k a k i							
138-2		n e u w							
139-2		s i + t i a							
142-2		s a t i							
145-2		ts u + t e k a							
176-2		t a w a + t							
179-2		n a k a + t							
180-2		s eː e + t i							
186-2		ts e tʃ + t							
190-2		j a k a + i							
194-2		s e							
220-2		ts n + t i							
231-2		i t a							
240-2		ts u tʃ i							
283-2		t e + t							
293-2		h uː n i							
314-2		b w a l + t t							
315-2		i e e							
322-2		t e u w a e							
323-2		t eː							
9-2		t i t i + t							
17-2		i n i + t							
22-2		t a t i a							
88-2		i i i							
158-2		w e j a k							
159-2		a t i n + + t							
177-2		s i w a							
184-2		t i k a +							
187-2		j a m b w a +							
227-2		ts a l l l							
235-2		ts u + t a l u a							
249-2		ts u k + t i							
289-2		b w i t a l u l							
294-2		t e u w a							
296-2		n eː n e tʃ u l							
313-2		t a m + t							
316-2		n e e + n e i							
318-2		t u n i n + k							
324-2		i s t a k							
326-2		k							
1-3			ts o tʃ i						
2-3			n e x + t i						
8-3			w eː j						
16-3			e s + t i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + ʔ						
52-3			w a k + k i ʔ						
53-3			n a k a s						
54-3			t a l i						
55-3			k w a						
60-3			i x + t e l o l						
83-3			t a + ʔ						
87-3			p a t a n i						
92-3			m a k a						
103-3			m i +						
106-3			k a k i						
138-3			n e k w						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t a k a ʔ						
179-3			n a k a + ʔ						
180-3			m eː s + t i						
186-3			k e tʃ						
190-3			j a k a + ʔ						
194-3			s eː						
220-3			o eː + t i						
231-3			i t a						
240-3			k o tʃ i						
283-3			t e + ʔ						
293-3			i n +						
314-3			k w a w + ʔ						
315-3			j m eː						
322-3			t e k w a ʔ						
323-3			t a						
9-3			t ʔ t o + ʔ						
17-3			j m i + ʔ						
22-3			t a t i a						
30-3			k i ts						
88-3			i i i						
158-3			w eː j a ʔ						
159-3			a t i n i + ʔ						
177-3			m i a a k						
184-3			t i k a + ʔ						
187-3			j a n k w i + ʔ						
227-3			x a l i i						
235-3			m o + t a l i a						
249-3			p o k + t i						
251-3			m o + k e p a						
289-3			k w i t a p i l						
294-3			t e k w						
313-3			t a n						
316-3			n e k + n e m i						
318-3			t o t e n i ʔ						
320-3			k + ʔ						
324-3			i s t a ʔ						
326-3			a k						
1-4				ts o tʃ i					
2-4				n e x + i i					
8-4				w e e e					
16-4				e s + tɬ i					
24-4				i s t i					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + k i					
53-4				n a k a s i					
54-4				tɬ a l i i					
55-4				k w a					
60-4				i x + t					
83-4				tɬ i + tɬ					
87-4				ts a tɬ a n i					
92-4				m e k a					
103-4				m e					
106-4				k a k i					
138-4				n e e w					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				tɬ m k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e e + tɬ i					
186-4				k e tʃ i k					
190-4				j e k a +					
194-4				s e					
220-4				o o + tɬ i					
231-4				i t a					
240-4				k o tʃ i					
283-4				t e + +					
293-4				i n + o					
314-4				k w a w i + tɬ					
315-4				j m e					
322-4				t e e w a e					
323-4				tɬ e					
9-4				t o t o + tɬ					
17-4				o m i + tɬ					
30-4				i i ts					
88-4				i i i					
158-4				w e e e k					
177-4				m i j a k					
184-4				t i k a +					
187-4				j a n k w i + k					
227-4				x a l i i					
235-4				m o + tɬ a l i a					
249-4				ts i k + tɬ i					
251-4				m o + k e ts a					
289-4				k w i tɬ a tʃ i l					
294-4				t e e w					
296-4				n e n e p i l					
313-4				tɬ a n +					
316-4				n e e + n e m i					
318-4				t o t t n i k					
320-4				a + tɬ					
324-4				i s t e k					
326-4				a k					
1-5					m o tʃ i				
2-5					m e x + t i				
8-5					a e j o				
16-5					e s + t i				
24-5					i s t i				
32-5					m i k o				
51-5					h n + i				
52-5					a + g + t o				
53-5					n a g a s				
54-5					t a l				
55-5					b a				
60-5					iː x +				
83-5					t i + t				
87-5					p a t a m i				
92-5					m a g a				
103-5					m m j				
106-5					g a g o				
138-5					m e o				
139-5					m i k + t i				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t m g a + t				
179-5					n a g a + t				
180-5					m eː e + t i				
186-5					g e tʃ i t				
190-5					j e g a t i				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					g o tʃ i				
283-5					t eː + t				
293-5					h oː n				
314-5					g a a + i				
315-5					h m e				
322-5					t e o a m				
323-5					t eː				
9-5					t t o + t				
17-5					h m i + t				
22-5					t a t i				
30-5					w i ts				
88-5					i t i				
158-5					a e j a g				
159-5					a t i m i t				
177-5					m iː a g g				
184-5					t o g a +				
187-5					j a m b a i + k				
227-5					x iː l o				
235-5					m o + t a l i				
249-5					p o k + t i				
251-5					m o + g e p				
289-5					b a i t a p i l				
294-5					t e o				
296-5					m eː n e p i l				
313-5					t a m +				
316-5					m e o o oː e m i				
318-5					t o t n i k				
320-5					m + t				
324-5					i s t a k				
326-5					a g a				
1-6						m u tʃ i			
2-6						t w a + eː n e			
8-6						p eː j a			
16-6						eː s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + t			
52-6						w a k + t u			
53-6						n a k a s t			
54-6						t a l l l			
55-6						k w a			
60-6						i x + t e l u l u			
83-6						t a + t			
87-6						p a t a n i			
92-6						m a k a			
103-6						m a			
106-6						k a k i			
138-6						n e k w			
139-6						m i k + t i a			
142-6						m a n i			
145-6						m u + t eː k a			
176-6						t a w a + t			
179-6						n a k a + t			
180-6						m eː n + t i			
186-6						t eː p t			
190-6						j a k a +			
194-6						s e			
220-6						u l + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						u n i			
314-6						k w a w + t			
315-6						t m e			
322-6						t e k w a e			
323-6						t eː			
9-6						t t u + t			
17-6						u m i + t			
22-6						t a + i a			
30-6						w eː ts			
88-6						i tʃ i			
158-6						w eː j a k			
159-6						t t i m i + t			
177-6						m i a k			
184-6						t u w a + +			
187-6						j a n k w a + k			
227-6						x x l l l			
235-6						m u + t a l i a			
249-6						p u k + t i			
251-6						m i + k e p a			
289-6						k w i t a p i l			
294-6						t e k w			
296-6						n e n e p x l			
313-6						t a n +			
316-6						n e k + n e m i			
318-6						t u t m i k			
320-6						t + t			
324-6						i s t a k			
1-7							m o tʃ o		
2-7							m e e t n		
8-7							t e w		
16-7							m n		
24-7							o m t		
32-7							m i m		
51-7							o n		
52-7							e l		
53-7							n l l n		
54-7							t l		
55-7							k e l		
60-7							t x		
83-7							t e		
87-7							o l t e n		
92-7							m i l		
103-7							m i		
106-7							l		
138-7							n e w e		
139-7							m i m t e m		
142-7							m i t		
145-7							m o t e e l		
176-7							e l		
179-7							n l l		
