COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	n á a a									
1285-1	n w a									
1303-1	ŋ ɔ m a									
2197-1	z a l a									
2828-1	z i n a									
3572-1	s ɔ ɔ i i									
1095-1	l i m a									
1755-1	n ɛ ɛ									
1789-1	k a l a á ŋ g a									
3207-1	β ʊ l a									
3519-1	t ʊ m a									
3686-1	i m m m a									
4249-1	k u m i i									
4451-1	β i s i									
448-1	n ɔ n i									
630-1	β ɛ ɛ l ɛ									
814-1	k ɔ ɔ m ɛ ɛ									
1216-1	g a β a									
1228-1	β j a									
1418-1	z i m a									
1475-1	g β a									
2026-1	t w i									
2775-1	β ʊ m m b									
3397-1	β ɔ l a									
3826-1	s ɔ k a									
4003-1	i β a a									
4040-1	g ɛ n i i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	s u g ʊ ʊ ʊ									
116-1	f i k a									
181-1	g ɔ ɔ ŋ ɔ ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	n a									
1350-1	l j a									
1374-1	n a a á ɛ									
1396-1	s ɔ β ʊ ʊ									
1430-1	i s ɔ ɔ									
1666-1	t a á ɔ ɔ									
1767-1	k ɔ k ɔ									
1906-1	i ŋ g i l l									
2177-1	ŋ g a i									
2286-1	l a									
2317-1	β ʊ β a									
2419-1	s ɛ k a									
2750-1	ɛ z i i									
3018-1	z i l a									
3275-1	k a a á a									
3441-1	s ɛ ŋ w g a									
3464-1	β ɔ n a									
3639-1	t ɛ t ɛ m a l a									
3885-1	s u m ɔ									
3981-1	i m m a									
4192-1	β i m m a									
4260-1	s m a									
4350-1	l ɛ ɛ l ɔ									
43-1	t i m m ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	l a l ɔ a									
459-1	l ʊ m a									
508-1	p ɔ p ʊ ʊ									
528-1	β i l i									
575-1	t a									
871-1	t a á a									
1137-1	z i k ʊ									
1339-1	t w i i									
1585-1	a l l a									
1712-1	p ʊ l ɔ									
1872-1	p a									
2088-1	β i s a									
2166-1	n ʊ m m a									
2334-1	z i g ɔ									
2393-1	m a n a									
2537-1	l ɔ ɔ ɔ									
2665-1	i i ŋ i i									
2738-1	β ɛ ɛ ɛ ɛ									
2872-1	k ɔ s i i									
2893-1	s i k ʊ ʊ									
2997-1	g a á á a									
3075-1	g ʊ l u β ɛ									
3675-1	l ɔ ɛ i l ɛ									
4028-1	β ɛ ɛ									
4137-1	m i l a									
4238-1	i s ɔ z i									
4316-1	t a t ʊ ʊ									
4429-1	p s s a									
4440-1	β i l i i									
4485-1	s u ʊ									
4574-1	β a a l l a									
4688-1	z ɛ ɛ									
143-1	β ʊ ʊ									
240-1	ɔ ɔ g a									
388-1	b m a ʊ m									
401-1	d a									
599-1	t a a m i i									
649-1	l ɛ ɛ t a									
755-1	g ʊ l a									
836-1	s u m m i i									
969-1	z s a									
994-1	t ɛ l ɛ k a									
1006-1	n m ŋ u ʊ									
1032-1	k ɔ ɔ ɔ l a									
1043-1	β a l a									
1110-1	t ɛ m a									
1263-1	t a p a									
1273-1	l ɔ ɔ t a									
1329-1	i k a a a									
1362-1	g i									
1606-1	ɔ ɔ ɔ ɔ									
1617-1	s i k ɔ									
1629-1	k ɔ i n									
1744-1	i β a a									
1895-1	k a									
1917-1	β u m a									
1969-1	m m m a									
1989-1	s a a a									
2037-1	k g a t a									
