COGID	dutch	english	french	german
-2035		k ʌ z n̩		k uː z iː n ə
1669	b ɛ r x			b ɛ r k
633	n aː l t	n iː d l̩		n aː d ə l
685		t aɪ m	t ɑ̃	
638	m aː l ə			m aː l ə n
1523	z øː x	s əʊ		z au
1272	r ɔ ɣ ə	r aɪ		r ɔ ɡ ə n
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
919	s t uː l			ʃ t uː l
1648	s m eː d ə			ʃ m iː d ə n
1059	w ɛɪ	w iː		v iː r
-89	w ɪ ŋ ə r t	v aɪ n		v ai n + ʃ t ɔ k
1895		h iː l		h ai l ə n
1389			ʃ o z	z a x ə
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
472	n iː z ə	s n iː z		n iː z ə n
1191		b uː t	b ɔ t	
1892	x ɪ f			ɡ ɪ f t
1365	d ɑu w	d j uː		t au
376	d r ɪ ŋ k ə	d r ɪ ŋ k		t r ɪ ŋ k ə n
205	ɑ r m + b ɑ n t			a r m + b a n t
240	v ə r + k oː p ə			f ɛ r + k au f ə n
1204	v iː r + k ɑ n t			f iː r + ɛ k
1305	v l oː	f l iː		f l oː
1014	s t iː v + d ɔ x t ə r	s t ɛ p + d ɔː t ə r		ʃ t iː f + t ɔ x t ə r
1194	w ɛɪ t	w aɪ d		
672	d eː k ə			d ɛ k ə
260	m uː			m yː d ə
133	x aː n	ɡ əʊ		
1692	v ɑ l ə	f ɔː l		f a l ə n
108	m ɛɪ s j ə			m ɛː t x ə n
1051	v l iː ɣ ə	f l aɪ		f l iː ɡ ə n
-350	p aː r	p ɛ ə r		p aː r
402	s x oː n + d ɔ x t ə r	d ɔː t ə r + ɪ n + l ɔː		ʃ v iː ɡ ə r + t ɔ x t ə r
2055	b l ɪ k s ə m			b l ɪ ts
642	b ɑu w ə			b au ə n
1608	b ɔ r s t			b r ʊ s t
899	l ɑ d ə r	l æ d ə r		l ai t ə r
2156	v ə r + k ɑu t + h ɛɪ t	k əʊ l d		ɛ r + k ɛ l t + ʊ ŋ
1532	k n eː d ə	n iː d		k n eː t ə n
1020		s w ɔ m p		z ʊ m pf
1024	aː d ə r			aː d ə r
159	h aː v ɪ k			h aː b ɪ x t
801		f r ɔ ɡ		f r ɔ ʃ
474	d ɪ k	θ ɪ k		d ɪ k
1193	b r eː t			b r ai t
2197	s x aː p	ʃ iː p		ʃ aː f
2094		ʃ ʌ v l̩		ʃ au f ə l
-1337	v ɔ r k	f ɔː k		
1401		ɡ r ɑː s p		ɡ r ai f ə n
648	b oː r ə	b ɔː r		b oː r ə n
1821	r ʉ x			r ʏ k ə n
1196	n ɛ k		n y k	n a k ə n
650	d eː x	d əʊ		t ai k
125	v ɛ t	f æ t		f ɛ t
778	p ɑ t	p ɑː θ		pf aː t
2014		r ɔː s t	ʀ ɔ t i ʀ	r ɶː s t ə n
1223	p ɛ d ə l	p æ d l̩		p a d ə l
2049	m aː n	m uː n		m oː n t
514	h ɛ ŋ s t			h ɛ ŋ s t
1930	b r eː k ə	b r eɪ k		b r ɛ x ə n
184	b ə + t aː l ə			b ə + ts aː l ə n
615	v ɪ ŋ ə r	f ɪ ŋ ɡ ə r		f ɪ ŋ ə r
1317	r ɔ t	r ɔ t n̩		
1903	w ɔ n t	w aʊ n d		v ʊ n d ə
1264	s x ɪ l ə			ʃ ɛː l ə n
1300	x ɛ r s t			ɡ ɛ r s t ə
300		f əʊ l d		f a l t ə n
601	h ɑ n t	h æ n d		h a n t
1091	uː v ə r			uː f ə r
1719	h ɛ k			ɡ ə + h eː ɡ ə
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
246	w ɛ ŋ ɡ + b r ɑu w	aɪ + b r aʊ		au ɡ ə n + b r au ə
20	k l ɛɪ n			k l ai n
1836	k ɑ l m	k ɑː m		
-1021	m uː r ɑ s			m oː r a s t
2125	w ɪ k ə l ə			v ɪ k ə l n
-2026	n eː f	n ɛ v j uː		n ɛ f ə
3	h ɔ f			h oː f
