COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a a a									
893-1	a a a a									
1285-1	n a a									
1303-1	g ɔ m a									
2197-1	s a a a									
2828-1	n i a a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	k a l a a ŋ a a									
3207-1	β ʊ l a									
3519-1	t u m a									
3686-1	i i m a a									
4249-1	k u m i									
4451-1	β i s i									
448-1	l a n i									
630-1	β ɛ ɛ ɛ ɛ									
814-1	g ɔ ɔ m b a									
1216-1	g a a a									
1228-1	m a a a									
1418-1	s i m a									
1475-1	g a a									
2026-1	d a ɛ									
2775-1	β u m m a									
3397-1	l ɔ l a									
3826-1	s ɔ a a									
4003-1	i i a a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i i ɔ									
84-1	u g ʊ									
116-1	k i k a									
181-1	g ɔ ɔ ŋ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ g ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	s i n a									
1159-1	n a									
1350-1	l a a									
1374-1	n a a a a									
1396-1	s ɔ g ʊ									
1430-1	i i ɔ									
1666-1	t a n n									
1767-1	k ɔ g ɔ									
1906-1	i i i l a									
2177-1	g g a a									
2286-1	l a a									
2317-1	β u β a									
2419-1	s ɛ k a									
2750-1	i i									
3018-1	s i l a									
3275-1	k a a a a									
3441-1	s a a ŋ a a									
3464-1	β ɔ n a									
3639-1	d ɛ t ɛ m a a									
3885-1	s u m ɔ									
3981-1	i i a a									
4192-1	β i m m a									
4260-1	s a a a									
4350-1	l ɛ ɛ l ɔ									
43-1	s i m m									
93-1	k ɔ ɔ ɔ									
200-1	β i									
374-1	l a a a a									
459-1	l u m a									
508-1	s u u ʊ									
528-1	β i l i									
575-1	t a a									
871-1	t a a a									
1137-1	s i g ʊ									
1339-1	d a i									
1585-1	a a a a									
1712-1	s ʊ l ɔ									
1872-1	p a									
2088-1	β i s a									
2166-1	u m m a									
2334-1	p i g ɔ									
2393-1	m a n a									
2537-1	l ɔ ɔ ɔ									
2665-1	i i ŋ i i									
2738-1	β ɛ ɛ ɛ ɛ									
2872-1	k ɔ s i i									
2893-1	n i k ʊ									
2997-1	g a a a a									
3075-1	g ʊ l u β ɛ									
3675-1	l ɛ ɛ a ɛ ɛ									
4028-1	β ɛ ɛ									
4137-1	m i l a									
4238-1	i i ɔ z i									
4316-1	d a t ʊ									
4429-1	l a a a									
4440-1	β i l i									
4485-1	s u									
4574-1	β a a a a a									
4688-1	ɛ a									
143-1	β ʊ									
240-1	ɔ ɔ g a									
388-1	p a a a									
401-1	d a									
2689-2		n a a a								
893-2		a a a								
1303-2		k o a a								
2197-2		s a a a								
2828-2		s i a a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a a a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		i m m a								
4249-2		k u m i								
4451-2		w i s i								
448-2		n n n a								
630-2		w e e e e								
814-2		k o o m b								
1216-2		k a a a								
1228-2		m a a								
1418-2		s i m a								
1475-2		k a a								
2026-2		t e e								
3826-2		s o k a								
4003-2		i v a a								
4373-2		l i m i								
4384-2		i n o								
84-2		u u u u								
116-2		s i k a								
419-2		l o g a								
587-2		o o k o o								
660-2		l e l a								
848-2		k a l a								
1122-2		w i n a								
1159-2		n a								
1350-2		l a a								
1374-2		n a a n e								
1906-2		i i a a								
2419-2		s e k a								
2750-2		e e i								
3441-2		s e e a a								
3464-2		v o n a								
3639-2		t e t e m a								
3981-2		i m a a								
4192-2		v i m m a								
4350-2		l e e l o								
278-2		v a								
3971-2		k a m a								
55-2		n a a a								
43-2		s i m u								
93-2		k o n o								
459-2		l u m a								
1137-2		s i k u								
1585-2		a a a a								
1872-2		p a								
2166-2		u u m b a								
2872-2		k o s i								
2997-2		k a n a a								
3075-2		w u u u w e								
3675-2		l w i e e								
4137-2		m i l a								
4238-2		s o s i								
4316-2		t a t u								
4574-2		w a a a l a								
3067-2		n n u								
3531-2		a a i k a								
1033-2		k o o l a								
3185-2		v i k a a								
794-2		w u k a								
143-2		w u								
240-2		o o a								
388-2		u u a a								
2689-3			a a a a							
893-3			a a a							
1285-3			n a a							
1303-3			k o m a							
2197-3			s a a a							
2828-3			s a a a							
3572-3			s o n a							
1095-3			l i m a							
1755-3			n e							
1789-3			x a a a a a a							
3207-3			f u l a							
3519-3			k u m a							
3686-3			i m m a							
4249-3			k u m i							
4451-3			β i s i							
448-3			u a n a							
630-3			β e e e e							
1216-3			k a β a							
1228-3			f a a							
1418-3			s i m a							
1475-3			k a a							
3397-3			β o l a							
4003-3			i i a							
4040-3			k e n a							
4373-3			l i m i							
4384-3			i l o							
181-3			k o o k o							
419-3			l o a a							
587-3			o o k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l a a							
1374-3			n a a n a							
1396-3			l o f u							
1666-3			r a n a							
1767-3			x o k o							
1906-3			i i k i l a							
2177-3			k k a							
2286-3			l a							
2317-3			f u u a							
2750-3			i							
3275-3			x a a n a							
3464-3			β o n a							
3639-3			tʰ e r e m a a							
3981-3			i m a							
4192-3			β i l m a							
4260-3			s a a							
4350-3			l e e l o							
278-3			β a							
745-3			r a x o							
3971-3			x a m a							
93-3			x o l o							
200-3			β i							
374-3			a a l a a							
508-3			p u f u							
528-3			β i l i							
1137-3			s i k u							
1585-3			a a a							
1712-3			f u l o							
2088-3			β i l a							
2334-3			s i k o							
2393-3			m a n a							
2665-3			i k i							
2738-3			β e e e e							
3675-3			l e e e l e							
4137-3			s i l a							
4440-3			β i l i							
4574-3			f a a a a							
4688-3			e							
2798-3			n a a							
3067-3			tʰ a u							
3531-3			a a x a							
3767-3			l o							
4632-3			x a s i							
401-3			d a							
2689-4				a a a a						
893-4				a a a						
1285-4				n á a						
3572-4				s ɔ n i						
1755-4				n a						
1789-4				k a a a a a						
3686-4				i a a a						
4451-4				s s a						
1216-4				k u a a						
4003-4				s a						
419-4				l ɔ g a						
1122-4				k u ɲ a						
1430-4				s a						
1666-4				t a a a						
1767-4				k ɔ g ɔ						
55-4				a a a a						
94-4				l ɔ g ɔ						
2717-4				k a ŋ g a						
1339-4				t u i						
4632-4				k a s a						
2689-5					a a a					
893-5					a a a					
1285-5					a a a					
1303-5					k o m					
2197-5					s a l					
2828-5					s i a					
3572-5					s o n i					
1095-5					l i a					
3207-5					f u l					
3519-5					t u m a					
3686-5					i m m					
4249-5					k u m i					
448-5					t u n i					
630-5					β e e e e					
814-5					k o m m e					
1228-5					m a					
1418-5					s i m a					
2026-5					t á e					
2775-5					f u m a					
3397-5					β o l					
3826-5					s o a					
4040-5					k e n i					
4373-5					l i m i					
4384-5					i l o					
84-5					s u u u					
116-5					s i k a					
587-5					o ŋ g o					
848-5					k a l					
1159-5					a a					
1350-5					l a a					
1396-5					s o f u					
1430-5					i l o					
1767-5					k o k o					
2286-5					l a					
2317-5					f u β a					
2419-5					s e k a					
2750-5					e e i					
3018-5					s i l					
3275-5					k a n a					
3441-5					s a ŋ g a					
3885-5					s u m o					
4192-5					β i m m a					
4260-5					s a					
4350-5					l e e l o					
278-5					β a					
745-5					t a k o					
3971-5					k a a a					
55-5					l a a					
94-5					l o k o					
2717-5					k a ŋ g a					
4139-5					m i n a					
200-5					β i					
374-5					a a a a					
508-5					β u f u					
528-5					β i l i					
575-5					t a					
1137-5					s i k u					
1339-5					t á i					
1872-5					p a					
2537-5					l o m					
2738-5					β e e e e					
2872-5					k o ʃ i					
2893-5					t i k u					
3675-5					l a a e l e					
4028-5					s e					
4238-5					i i o ʃ i					
4429-5					a a a					
4485-5					s u					
2798-5					t a					
3531-5					a a i a					
3767-5					l o					
4632-5					k á i i					
1033-5					k o l o l					
3185-5					β i k a					
1303-6						k o p				
1755-6						a ɔ				
448-6						l ɔ a a				
1475-6						k a				
3397-6						l ɔ l				
2286-6						l a				
278-6						p				
2717-6						k a a				
4137-6						s i l a				
3767-6						l ɔ				
1033-6						k o p				
2689-7							a a a a			
893-7							a n a			
1285-7							n a a			
1303-7							g o a a			
2197-7							z a a a			
2828-7							z i a			
3572-7							z o n i			
1095-7							z i m a			
1755-7							n a			
1789-7							k a a a a a			
3519-7							t u m a			
3686-7							i m a a			
4249-7							k u m i			
4451-7							v i s i			
814-7							g o m b e			
1216-7							k a a a			
1475-7							k a a			
2026-7							t e e			
2775-7							v u m m a			
3826-7							z o k a			
4003-7							i m a			
4040-7							ɣ e n i			
84-7							u u u			
116-7							z i k a			
181-7							ɣ o o ŋ o			
419-7							k o ɣ a			
587-7							o o g o			
660-7							z e a a			
848-7							k a a a			
1122-7							v i n a			
1159-7							n a			
1374-7							n a a a			
1396-7							z o f u			
1430-7							i s o			
1906-7							i ɣ g i a a			
2177-7							ŋ g a			
2419-7							z e k a			
3018-7							z i a a			
3275-7							k a n a			
3441-7							s e ŋ a a			
3464-7							v o n a			
3639-7							t e t e m a a			
3885-7							v u m o			
4192-7							v i m b a			
745-7							t a k o			
3971-7							k a a a			
55-7							n a a a			
2717-7							k a a ŋ a			
4139-7							m i n a			
