COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
4			k w a + k a h l oː + ʔ		b a + g a h l o				
3	eː w a + tɬ			j e w a + j o		eː w a + j u		ɨ w aː + j oː + tɬ	j e w a + j u + tɬ
189		t a + j u w a + k			t a + j o a	t a + j u w a			
237	eː w a + tɬ			j e w a j o		eː w a j u		eː w a + tɬ	j e w a j o
33	tʃ i tʃ i	tʃ u tʃ u		tʃ i tʃ i		p eː l u			tʃ iː tʃ iː + t u
221	n e l w a + tɬ		n e l w a + ʔ	n e l w a + tɬ		n e l w a + t		n e l w a + tɬ	n e l w a + j u + tɬ
97	j e k + tɬ i							j eː k + tɬ ɨ	
99		x u x u i + k				x u x u w i + k			
94		j e k + t i	j eː k + t i		j e k + t i	j eː k		j eː k + tɬ ɨ	
324	i s t aː k	i s t aː k	i s t aː ʔ	i s t a k	i s t aː k	i s t a k		i s t aː + k ɨ	tʃ i pː p ø w a k
326	aː k	a i k	aː ʔ	a k i n	aː k		a k	aː k	ø k iː n u
102			ts o n + k a l		ts o n + g a l	ts u n + k a l			
233		j u h l u	j oː l		j oː l				
14			p iː s + t i ʔ		p i s + t i k				
85			t oː p o h		t oː p o h				
27				i ts + t i k					i ts + t iː k
10	k e ʔ ts o m								k e ts o m a
191	a ʔ m oː		a j aː ʔ	a h m o					a m o
56	t oː t o l + t e + tɬ			t o t o l + t e + tɬ					t u t o l + t e tɬ
79	i h w i + tɬ	i j + u h w i + j u		i h w i + tɬ				ɨ w ɨ	
219		t r a i k			t a + t a w i + k				
228	ʔ t o aː		k + i h t o a	i h t o a	i h t o a				ʰt o a
268	s iː tɬ a l + i n	s iː t a l	s iː t a l i n	s i tɬ a l i		s iː t a l		s i tɬ a l ɨ + m	s i tɬ a l iː
251	m o + k e ts a		m o + k e ts a	m o + t e l + k e ts a	m o + g e ts a	m u + k e ts a	x + m o + k ts e	k ɨ ts a	m o + k e ts a
104		ts u n + t e k o n	ts o n + t e k o n	ts o n + t e k o	ts o n + t e g o n	ts u n + t e k u m a + t		k w a h	ts o n + t e k o
232	a tʃ + tɬ i			a tʃ tɬ i			a x + t	aː tʃ + tɬ ɨ	x iː n + ø tʃ + tɬ iː
