COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
62	f ə lː a									f ə l a ħ a		f ə lː a m			f ə l a			f ə l a	f ə l ə
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
582																l a h ai̯			j a h ai̯
391							m ɨ s	m ɨ s				m ɨ s	m ɨ s	m ɨ s					
175						ħ ə r g ə s				ħ aː s							ħ a r g ə s		
667												d ə x ə					n ɨ s ɨ x a		
551			s ɨ s ə		s ɨ sː ə		s ɨ s a	s ɨ s ə						s ə sː ə					
413	g ə n f o	g ɨ n f o										g ə n f o					g ə n f o		
578															ʔ u x u n			ʔ u h u n	
335		k ə m e															k ə m əi̯		
552			z ɨ		z ɨ x	z ɨ n t u	z ɨ	z ɨ	z ə			z i	z i	z i			ʔ ɨ zː i	z i	
346				ʔ e t ə h ə							ʔ ə t ə k a								
339			b ə kʼ ɨ r	b ə ʔ ə r	b ə kʼ ɨ r			b ə kʼ ɨ r	b ə kʼ ɨ r	b ə kʼ l ə	b ə ʔ ə r			b ə ʔ ɨ l	b ə kʼː ɨ l			b aː kʼː ɨ l	b a kʼ ɨ l
157	ʔ a lː ə m ə					ħ ɨ l u m										ħ a lː ə m	ħ a l ə m ə		
345			ʒ ə p				ʒ ə pː	ʒ ə p ə	ʒ ə p		ʒ ə p								
631																g ə j a ʃ ai̯	g ə j a ʃ ai̯		
579															m ə g ə rː i			m ə g ə rː i	
170				d ə r ə w ə				j ə b a r ʔ a w i	ʔ a b a r a w		ʔ a b a r ʔ a w i								
2	h u lː u m	d i jː u m				k w ə lː				k u lː u		k u lː ɨ m			h u lː ɨ m k ə	k ɨ lː a n	k u lː u	h u l ɨ m	h u lː u
483																r ə ʔ a	r ə ʔ a j ə		
155	w ɨ ʃː a	w ɨ ʃ a										w ɨ sː a							
121			t ɨ k ə	t ɨ k ə	t ɨ k ə		t ɨ k ə	t ɨ k ə	t ɨ k ə		t ɨ k ə		t ɨ x ə	t ɨ k ə					
492	s ə h ai̯					tsʼ ə ħ ai̯											s ə ħ ai̯		
364															b ɨ l			b ɨ l	
254		dʒ u m a ʔ a	dʒ i m a t				dʒ ɨ m a t	dʒ ɨ m a t	dʒ i m ʔ a t	dʒ u m ʔ a	dʒ ɨ m ʔ a t				dʒ i m a t	dʒ ɨ m a t		dʒ i m a t	dʒ i m ə t
