COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ i m																		
107-1	g a m ə lː a																		
112-1	d a b ə n a																		
331-1	n ɨ g w s																		
377-1	b ə kʼ lː o																		
381-1	ʔ a sː																		
417-1	r u j																		
451-1	s ə b a w																		
454-1	ʔ a tʃʼ i r																		
484-1	s ɨ mː ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s ə lː w																		
593-1	ʔ a m u s																		
640-1	m a ɲː																		
1-1	d ə kʼ ə r ə																		
65-1	tʼ u b																		
212-1	ʔ i n																		
244-1	ʔ a r b ə w																		
248-1	m u lː a																		
293-1	f ə r ə j																		
373-1	kʼ u m a lː																		
408-1	b a r a r																		
414-1	d ə b a kʼ u lː a																		
601-1	ʔ ə r o b																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	lː ə r a																		
209-1	s ə sː u t																		
242-1	ʔ a mː ɨ s t																		
415-1	j ɨ a b																		
450-1	j ə r																		
490-1	tʼ ə kʼ w ə																		
638-1	s ɨ r i																		
645-1	kʼ a lː																		
160-1	mː ə r ə kʼ																		
208-1	ʔ ɨ n kʼ w kʼ r																		
214-1	ʔ a b																		
378-1	ʔ a n g ə w																		
379-1	dʒ ə tʃʼ ə ɲː																		
409-1	g a t ə r ə																		
598-1	f b lː t																		
646-1	ʔ a ɲː ə																		
210-1	j ə f w ə r ə																		
215-1	ʔ a zː o b ə i																		
285-1	kʼ i ʃː a d																		
332-1	ʔ ə g i r																		
380-1	ʔ a f w a																		
412-1	s a f a n																		
64-1	d a kʼ o																		
67-1	w i r																		
251-1	f ə kʼ																		
294-1	m u kʼ kʼ																		
597-1	ʔ ə kʼ ə ə ə																		
7-1	ʔ a lː g a																		
158-1	kʼ ə m i s																		
372-1	kʼ ə n f ə r																		
374-1	kʼ ə kʼ o lː o																		
375-1	s ə b																		
411-1	w ə r a rː																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	r ə kʼ a sː a																		
113-1	b u n a																		
330-1	kʼ ə lː d																		
448-1	kʼ ə d a n s ə n kʼ ə w																		
449-1	ʔ a jː ə																		
491-1	d i n g ə t																		
596-1	n ə g ə																		
4-1	g i n e ə																		
8-1	kʼ ə kʼ ə sː o																		
106-1	m ə s a																		
290-1	ʔ a g ə j ə																		
489-1	kʼ ə r tʃʼ tʃʼ b a a																		
602-1	m ɨ n																		
2-1	kʼ u lː u ɲː																		
3-1	f i r ə																		
213-1	ʔ a r a s																		
486-1	n ə tʼ ə kʼ ə																		
647-1	t ə t a t																		
10-1	tʼ i kʼ u r																		
110-1	lː a w a																		
152-1	ʔ a n o																		
211-1	m ɨ tʃʼ ə t																		
328-1	s ə ʃː ə b ə																		
333-1	m ɨ s ɨ r																		
334-1	ʔ a n b ə s a																		
410-1	kʼ a r i																		
540-1	lː ə b a																		
109-1	g u n tʃʼ ə																		
61-2		d ə m																	
63-2		ʔ a tʼ ɨ m																	
107-2		g a m ə a																	
112-2		d a b ə n a																	
331-2		n ɨ g u s																	
377-2		b ə kʼ kʼː kʼ																	
381-2		ʔ a h e																	
417-2		r u tʃ																	
451-2		s ə b a h																	
454-2		f a tʃ i r																	
484-2		s ɨ ʃ ɨ s t																	
535-2		ʔ a s ɨ r																	
543-2		s o sː h																	
593-2		f a m u s																	
640-2		m a n																	
1-2		d ə m ə r ə																	
65-2		tʼ u b																	
163-2		s ə tʃ ə																	
212-2		ʔ ə n																	
244-2		ʔ a r b t																	
248-2		m u a																	
293-2		f ə r ə tʃ																	
373-2		kʼ u m a																	
408-2		b ə r a																	
414-2		d ə b a kʼ u kʼː a																	
642-2		n ɨ f a s																	
60-2		n ə f ə s ə																	
115-2		f ə r a																	
209-2		s ɨ m u n																	
242-2		f a m ɨ s t																	
415-2		tʃ ɨ n a m																	
450-2		tʃ ə r																	
490-2		tʼ ə b a																	
645-2		kʼ a																	
160-2		tʼ ə r ə kʼ																	
208-2		ʔ ɨ n kʼ t kʼ																	
378-2		ʔ a n g ə h																	
379-2		dʒ ə tʼ ə e																	
409-2		tʃː ə h ə r																	
598-2		k t m h e																	
646-2		ʔ a n ə																	
