COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d u o o															
1089-1	n a w n															
1319-1	n o o o															
1398-1	s uː r̃ u r̃ j u															
1557-1	w i r oː															
1626-1	w a g a															
1840-1	t u r̃ u															
2247-1	g oː o															
4677-1	k uː r oː j o															
5162-1	m i n r̃ ɛ															
5406-1	t a n d uː															
359-1	g a r i o															
1577-1	g i r e															
2196-1	n a r a															
2230-1	s uː g															
2533-1	b a r o i															
3605-1	k a n d a															
3866-1	o oː s uː															
4553-1	t a o g o															
4822-1	k uː m b oː															
5254-1	d uː r ɔ															
503-1	k i r̃ a o															
1356-1	m a j o															
1881-1	n uː m uː j̃ n															
3218-1	b uː n n z uː															
3372-1	n a m a															
3718-1	o a r a															
4135-1	b a r̃ u o															
4694-1	g uː s u															
807-1	k oː o u															
2320-1	k a n ɛ															
2476-1	k u o o															
3719-1	m u															
4081-1	d a m b n u															
4313-1	n ɛ n j u															
4460-1	s uː j o															
5810-1	Ø u r u															
93-1	d ɔː															
260-1	b e n t e															
385-1	z e m b ɛ r															
890-1	n a m b e r i															
1336-1	t e g e															
1703-1	b ɔː n															
1769-1	t ɛ m b i															
2162-1	b ɛ r ɛ															
2635-1	s oː															
3031-1	d ɛ g ɛ															
4591-1	k ɛ r u															
5301-1	Ø ɛ r uː															
5605-1	t i m a j															
463-1	d uː m b															
1432-1	t ɔ r u															
1474-1	t uː n n o															
1788-1	s u r u															
2044-1	w u m b oː															
2713-1	t ɛ m e o d e r ɛ															
3219-1	b a d uː															
3425-1	j uː															
4184-1	n ɛ o															
4629-1	n uː n j ɔ															
4759-1	n u j̃ e															
4904-1	n n uː n j ɔ															
4960-1	dʒ i n a dʒ a															
4980-1	t ɔ															
5059-1	g uː r oː															
5339-1	Ø a g a															
5549-1	t a w j a															
5905-1	t u r̃ u															
5922-1	b i j a															
5938-1	n a d uː n n n o															
1-1	Ø ɛ															
483-1	g e s uː															
629-1	d ŋ															
667-1	ɛ w ɛ															
1254-1	s uː n d u Ø uː															
1415-1	Ø n ɛ															
1542-1	n n u n															
1683-1	s u															
1898-1	Ø uː r̃ oː j															
2901-1	t uː ŋ dʒ uː															
2957-1	m a n d i															
3048-1	b i j e															
3251-1	j a r n															
3885-1	d e r i															
4402-1	j u															
5622-1	Ø e o j e j															
6006-1	Ø u r̃ a															
135-1	t uː ŋ d uː															
158-1	m ɔ s uː															
194-1	b e j															
221-1	ɛ s u															
650-1	b e s i															
1152-1	t i b ɛ															
1374-1	k o w o															
1452-1	g Ø r ɛ															
1862-1	i s i															
2083-1	k a Ø ŋ u															
2108-1	n j̃															
2636-1	m n															
2924-1	Ø o j u															
2941-1	b u n u															
3405-1	n ɛ m ɛ j															
3751-1	Ø ɛ j															
4066-1	g ɔː r̃ o															
4535-1	s uː w ɔ															
4888-1	s a m n n a															
5583-1	t a Ø u															
5751-1	t u j ɔː															
5981-1	a r̃ a n															
114-1	d ɔ j̃ a															
851-1	Ø ɔ ɔ															
1941-1	k u Ø u															
2179-1	n d i															
2351-1	Ø a a															
2496-1	n u j̃															
3482-1	m Ø s Ø d o o o ɛ															
3497-1	r ŋ ɛ o o															
3588-1	k ɔː r ɔː															
4202-1	g e r j j e															
4293-1	z b ɔ															
4921-1	s a m b j															
408-1	j oː m b u															
545-1	u r u															
978-1	t ɛ m															
1052-1	n a m b uː															
1070-1	d uː g i															
1942-1	j oː															
2456-1	k o d i															
2514-1	d uː s i															
2666-1	s i g i															
2817-1	a Ø g i															
3132-1	Ø uː ŋ r uː															
3300-1	ɛ w e															
3976-1	o o s uː															
4152-1	k i r̃ a															
4361-1	t Ø g u															
4570-1	n n g ɔː ɔ n															
4648-1	j oː															
5318-1	d ɔ r Ø															
5673-1	z e m e															
5887-1	j a n															
446-1	g oː n n n g j j oː															
521-1	k a dʒ u Ø															
1108-1	j oː															
1124-1	u r i ɔ i															
1745-1	dʒ a j a															
1823-1	g oː n n															
2143-1	b a															
2265-1	uː r ɔ															
2392-1	d oː s uː															
2579-1	d Ø															
2774-1	k a ŋ u															
3339-1	k a g a															
3550-1	u n u r̃ i															
4024-1	z Ø b ɛ															
4219-1	d ɛ m b ɛ															
4240-1	Ø oː r u															
4259-1	g ɔ Ø															
4738-1	g u n d uː															
5197-1	ɛ r i															
5447-1	g i s oː															
5531-1	n u r̃ uː															
5733-1	n u															
5828-1	j a w j															
562-1	s u m j e															
998-1	Ø ɔ															
1022-1	Ø u n u															
1023-1	j Ø															
1205-1	j e															
1275-1	t Ø															
1578-1	n n n															
2063-1	i j ɛ															
2334-1	e dʒ i															
2798-1	Ø r̃ ɛ															
3252-1	j Ø b ɛ															
3463-1	j Ø a															
3683-1	Ø Ø r̃ ɛ															
3772-1	t u m a															
3790-1	g a j															
4052-1	b a Ø a															
4220-1	k i															
4440-1	d Ø r															
4479-1	k Ø															
4711-1	j a r u															
4778-1	Ø a s Ø Ø a															
4821-1	k uː															
4941-1	ɔ j̃ ɔ															
5272-1	t Ø g u															
5423-1	o s o															
5424-1	k ɔ r ɔ															
563-1	s u Ø e															
613-1	m a															
684-1	Ø Ø r̃ i															
742-1	z a r a															
1204-1	k e r i															
1373-1	k uː															
1787-1	n Ø															
1988-1	Ø ɛ n d ɛ															
2283-1	b ɛ r i															
2372-1	b oː r u															
2441-1	n Ø															
2598-1	j e j															
2773-1	b a r m ɛ															
3011-1	b a n a															
3176-1	z o r ɔ															
3283-1	a r̃ a															
3318-1	n o n d u															
3658-1	Ø Ø Ø ɛ															
3807-1	Ø u j															
4037-1	s a n z a															
4498-1	ɛ j i															
4843-1	oː r uː Ø															
5078-1	Ø Ø Ø Ø o															
5357-1	k e n n n															
5390-1	t Ø j oː															
5790-1	ɔ r uː															
21-1	d Ø b a															
42-1	k Ø Ø															
61-1	k ɛ n d ɛ															
239-1	t u m d u															
309-1	d u j a w															
327-1	Ø n Ø															
482-1	dʒ a dʒ u															
594-1	u s u Ø Ø															
701-1	m n															
909-1	j u															
928-1	ɔ m b ɔ															
1184-1	n ɔː Ø ɔ															
715-2		d u ɔ ɛ														
1089-2		n aː ɔ a														
1319-2		n ɔ ɔ ɛ														
1398-2		s u n u r ɔ u														
1557-2		g i r e														
1626-2		w a g a														
1840-2		t i n ɛ														
2247-2		g o ɔ														
4677-2		k u r o j ɔ														
5162-2		m i ŋ r̃ e														
5406-2		t aː ŋ d i														
359-2		g a r u r														
1577-2		g i r e														
2196-2		n a r̃ a														
2230-2		s u g e														
2533-2		b a r j a														
3605-2		k a ŋ l a														
3866-2		ɔ o s u														
4553-2		t a j g ɔ u														
4822-2		k u m b o														
5254-2		d u r ɔ														
503-2		tʃ i r̃ e j														
1356-2		m a j ɔ														
1881-2		n u ɔ ɔ j̃ ɔ														
2084-2		j aː r b ɔ														
2420-2		tʃ u Ø ɔ														
3218-2		Ø u ɔ ɔ s u														
3372-2		n a m a														
3718-2		ɔ a r ɛ														
4135-2		b a r̃ u j̃														
4694-2		g u s u														
807-2		k o m b ɛ														
2320-2		k a w e														
2476-2		k ɔ j ɔ														
2842-2		d i g u														
4081-2		d a m b ɔ i														
4313-2		n ɛ m j ɛ														
4460-2		s u j ɔ														
5514-2		ŋ ɛ ŋ dʒ ɛː														
5810-2		Ø i n d ɛ														
93-2		d ɔ														
260-2		b eː ŋ r e														
385-2		dʒ ɛ m b ɛ r														
890-2		a m b eː r i														
1336-2		t e g e														
1703-2		b aː ɔ														
1769-2		t ɛ m b i														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		d a ŋ r a														
3031-2		d ɛː g ɛ														
4591-2		d ɛ r o														
5301-2		Ø ɛː r u														
5605-2		t i m ɔ j														
296-2		dʒ a m b a														
463-2		d u m b u														
762-2		b a n a r tʃ u r r														
1432-2		t a r ɛ														
1474-2		t ɔ r j ɔ														
1788-2		s i r ɔ														
2044-2		d i m b e														
2713-2		t ɛː m b ɛ n d ɛ r ɛ														
3219-2		Ø aː s u														
3425-2		j ɔ														
4184-2		ŋ ɔ ɔ ɔ														
4629-2		n u w j ɔ														
4759-2		n i j̃ ɛ														
4904-2		n j u ŋ j ɔ														
4960-2		g i ŋ aː r u														
4980-2		t o t ɔ														
5059-2		g u j oː														
5125-2		j ɔ ŋ dʒ u														
5339-2		Ø a g a														
5549-2		t a w j a														
5771-2		j̃ u g u														
5905-2		t i ŋ ɛ														
5938-2		ɔ a l u n ɔ ɔ ɔ														
1-2		Ø ɛ														
483-2		g e s u														
629-2		d o ɔ														
667-2		ɛ w ɛ														
1254-2		l a m d u r u														
1415-2		dʒ ɛ														
1542-2		n u														
1683-2		s ɛ r e														
1898-2		Ø u r̃ oː														
2551-2		r̃ i														
2901-2		t u ŋ g ɛ														
2957-2		m a n dʒ i														
3048-2		b iː j e														
3251-2		b a r a														
3885-2		d ɛ m ɛ														
4402-2		j i														
5081-2		b ɛ ŋ dʒ ɔ ɔ ɛ														
5622-2		Ø ɛ r i j̃ e j														
6006-2		Ø i r̃ ɔ														
43-2		s aː j j														
135-2		t u n d u														
158-2		m ɔ s u														
194-2		b ɛ j̃														
221-2		ɛ s u														
650-2		b i s ɔ														
1152-2		t iː w ɛ														
1374-2		k ɔ r ɔ														
1452-2		g aː r a														
1862-2		iː s u														
2108-2		n a e j̃														
2636-2		m														
2880-2		tʃ u ŋ dʒ u oː														
2924-2		Ø oː m m														
2941-2		b i r̃ u														
3405-2		j ɛ m ɛ j														
3959-2		t o r̃ u														
4066-2		g ɔ Ø ɔ														
4535-2		s u g ɔ														
4888-2		s a m i n a														
5180-2		s ɛ m b ɛː														
5751-2		Ø iː j ɛ														
5981-2		a r̃ a														
114-2		d ɔ r ɔ														
702-2		ɔ g ɔ dʒ ɔ w ɔ														
851-2		k uː m ɔ														
872-2		ɛ ŋ dʒ ɛ														
952-2		tʃ u Ø a ɔ														
2179-2		n dʒ i														
2351-2		Ø aː m a														
2496-2		n u r														
4609-2		tʃ ɔ r ɔ o j														
4740-2		w u Ø ɔ n														
4921-2		s a m b m a														
5982-2		tʃ u r s u														
978-2		t ɔ m														
999-2		j e														
1052-2		n aː m u														
1989-2		m i Ø ɔ														
2456-2		k ɔ r ɔ														
2666-2		s u j̃ i														
2817-2		a n w														
3132-2		d u ŋ u														
3300-2		ɛ w aː														
3977-2		m ɔ ŋ dʒ ɛ														
3978-2		m ɔ ŋ dʒ ɛ														
4260-2		ɔ m b ɛ														
4278-2		k u ŋ dʒ u														
4334-2		ɔ s ɔ														
4361-2		t eː g e														
4570-2		g ɔ ɔ														
4648-2		j e														
5673-2		d u m b ɔ														
5887-2		j ɔ m j														
446-2		g o ŋ m m g ɔ j o														
1108-2		m o j ɔ														
1124-2		e r ɔ ɔ e														
1237-2		ɔ Ø ŋ Ø Ø														
1745-2		dʒ o j o														
1823-2		g oː m oː														
2143-2		b a														
2265-2		u r ɔ														
2392-2		l o s u														
2579-2		d oː														
2902-2		j ɛ														
3197-2		tʃ Ø														
3339-2		k a r a														
3550-2		ŋ iː Ø iː														
3943-2		Ø Ø l ɔ														
4240-2		w oː r i														
5197-2		ɛ r u														
5531-2		ŋ i r̃ ɛ														
5733-2		n iː														
409-2		w Ø Ø u														
562-2		s u m m o														
1022-2		b i r i														
1205-2		j e														
1275-2		t Ø														
1524-2		k o r o														
1578-2		n u m m m														
2063-2		i r ɛ														
2798-2		ŋ i r̃ e j̃														
3088-2		ɛ r̃ u														
3683-2		tʃ i r̃ e														
3772-2		t u m a														
4711-2		j a r u														
4778-2		s a s j a														
4821-2		k u														
4941-2		ɔ j̃ ɔ														
5272-2		t e m u														
5319-2		t s u														
5375-2		m aː Ø a														
5423-2		ɔ s ɔ														
5424-2		k ɔ r ɔ														
5465-2		m u Ø														
5497-2		ɔ w														
178-2		Ø Ø ɔ b ɔ ɔ Ø														
563-2		s u m o														
684-2		Ø Ø n Ø														
742-2		dʒ a r a														
787-2		n i Ø e														
1126-2		ŋ iː														
1204-2		tʃ e r i														
1373-2		m k m m o														
1787-2		n aː														
1969-2		Ø ɔ g ɔ Ø ɔ														
2283-2		b ɛ r u														
2441-2		aː														
2598-2		j e j m														
2773-2		b a r m i n i														
2863-2		dʒ ɛ j oː														
3011-2		b a l a j														
3176-2		dʒ ɔ r ɔ														
3319-2		Ø u Ø a m														
4025-2		dʒ u w a														
4037-2		s a dʒ a														
4441-2		b aː r ɛ														
4843-2		o r u m														
5036-2		t Ø														
5357-2		k ɔ n Ø Ø														
5790-2		ɔ r u														
61-2		k ɛ l ɛ														
136-2		tʃ ɔ l ɔ														
239-2		Ø u m b Ø														
309-2		l i j̃ a w														
594-2		u s i r̃ Ø														
701-2		m m														
786-2		n i														
909-2		j Ø														
928-2		Ø m b ɔ														
951-2		j a r														
1184-2		m Ø Ø ɔ														
715-3			d ɔ ʔ ʔ													
1089-3			d ɛ ʔ ʔ													
1319-3			n ʔ ʔ ɛ													
1398-3			s u dʒ ɔ l ʔ e													
1557-3			g i r e													
1626-3			w a g ɔ													
1840-3			d e ŋ ʔ													
2247-3			g ɛ ʔ													
4677-3			k u l e d ʔ													
5162-3			m e d t ɛ													
5406-3			d ɛ d d i													
359-3			g a r a ʔ													
1577-3			g i r e													
2196-3			d a l e													
2533-3			b aː r g e													
3866-3			e dʒ u													
4553-3			d a ʔ dʒ a e													
5254-3			d u l ɔ													
503-3			k i d a ʔ													
1881-3			d aː m ʔ ʔ ʔ													
2084-3			Ø ɛ ʔ p i													
2420-3			k u l ɛ													
3218-3			p u ʔ ʔ d u													
3372-3			d a m a													
3718-3			a r a													
2320-3			k a d a													
2476-3			k e g ʔ													
3719-3			m i													
4460-3			Ø a Ø ʔ													
5514-3			d ɛ d d e													
890-3			a m ʔ i r i													
1336-3			d e g e													
1703-3			b o													
2162-3			b i t t													
2635-3			Ø ɛ													
2735-3			d ɛ d ʔ a ʔ ɛ													
762-3			b a l a ŋ k u ʔ ʔ													
1788-3			s e ʔ ʔ													
2713-3			d i m ʔ ʔ ʔ d ɛ r ɛ													
3219-3			p ɛ d u													
4629-3			Ø u Ø t u													
4904-3			Ø Ø aː Ø Ø a													
5125-3			e d dʒ e													
5771-3			d u g u ʔ													
5938-3			a d u d ʔ ʔ a													
1898-3			p u l o ʔ													
2901-3			d u Ø Ø aː													
2957-3			m a n d e													
3048-3			b e ʔ e													
5081-3			p i n dʒ ʔ ʔ i													
6006-3			p e r ɔ													
716-3			Ø ɛ													
1152-3			d Ø w ɛ													
1789-3			d u m a													
2083-3			k a ʔ d i													
2108-3			Ø Ø Ø Ø Ø													
2618-3			k ɛ l ɛ													
2880-3			k u n dʒ u g i													
2941-3			b e l a													
3405-3			ɛ m e ʔ													
3811-3			l ɛ													
5583-3			d a ŋ g e													
5751-3			d l Ø ɛ													
2442-3			d u m a													
2496-3			n u n													
4921-3			s a ʔ b l a													
