COGID	Albanian	English	French	German	Latin
560-1	j i ə				
438-1	d				
1222-1	f				
353-1	p e θ c o				
201-1	c ə n r				
20-1	l ə n				
503-1	p e ə n				
957-1	d n				
728-1	l ł i ð				
244-1	n e m				
289-1	n j ɔ o				
911-1	d u ɛ				
724-1	d r u				
145-1	d u				
992-1	d				
1181-1	k i n r				
741-1	p e e				
1150-1	ʃ u r u				
585-1	l aː				
814-1	j u				
916-1	d o				
1079-1	l i e				
630-1	ə n ð				
343-1	j i a i e				
560-2		θ ɑ			
438-2		s r			
1222-2		ai			
353-2		p ʊ s h			
201-2		f ɪ n p			
20-2		f i n			
503-2		p ʊ a n			
957-2		s			
728-2		l a ŋ			
244-2		n ɪ d			
289-2		n a s t			
911-2		w i r			
724-2		θ r ai			
145-2		s w ai			
992-2		w i			
706-2		k			
106-2		p ʊ d			
741-2		p ʊ h			
421-2		b l ə m			
227-2		p ʊ			
920-2		h ɪ r			
1083-2		h ɪ n			
1066-2		h f			
1125-2		k n n			
1197-2		m a d			
473-2		n ai ə			
284-2		n a s			
661-2		ai n			
701-2		s o i			
315-2		r a n			
1169-2		s i l			
1150-2		s i r			
982-2		s ɪ			
987-2		s n i			
1055-2		s t ɪ r			
1130-2		s eː ʃ			
433-2		s i n			
625-2		h ɪ ŋ			
1186-2		s ɪ n			
416-2		w			
1233-2		w ɪ n			
884-2		w i r d			
1016-2		s n i d a			
952-2		h			
78-2		b l a s			
514-2		b r a n			
116-2		h t			
188-2		f ɔ r n			
745-2		f n			
1100-2		f r a s d			
47-2		eː i d			
111-2		h ɛ h			
1061-2		d au n t			
24-2		n ɪ s d			
232-2		n ə n			
671-2		r ɛ f d			
560-3			v u		
438-3			p		
1222-3			p v		
353-3			p u s		
201-3			p ɑ̃		
20-3			p a r		
503-3			p u r		
957-3			ɑ̃		
728-3			s ɛ eː		
244-3			n ø v		
289-3			n aː j		
911-3			p i i		
724-3			o		
145-3			k		
992-3			ʃ		
1181-3			s ɑ̃ t		
706-3			k u		
106-3			p a v		
741-3			p s		
421-3			f l u		
227-3			p u		
920-3			ʃ k r		
1083-3			ʃ o ɑ̃ n		
1066-3			p a		
1125-3			g ɑ̃		
1197-3			m j o		
473-3			n ɥ v		
284-3			t e		
661-3			m n		
701-3			k ɥ a r		
315-3			m ɔ̃ t i		
1169-3			k u t e		
1150-3			k ʃ i		
982-3			k ɑ̃		
987-3			t u z		
1055-3			s u ø		
1130-3			k ø a z		
433-3			k u		
585-3			o		
625-3			t ɑ̃		
1186-3			d ɑ̃ t		
814-3			v ɑ̃		
416-3			m ɔ		
1233-3			v ɑ̃ t e		
884-3			v ɛ r i		
916-3			t		
1016-3			ɑ̃ t m e l		
952-3			t		
514-3			p		
1079-3			p a ʒ		
1100-3			p u eː eː		
47-3			m ɔ t		
111-3			l a k		
1061-3			m ɔ̃ t e		
1155-3			ʃ o l l		
343-3			v v		
671-3			m iː eː		
560-4				m a n	
438-4				f	
1222-4				f	
353-4				f au z h	
201-4				f y n	
20-4				f ə	
503-4				f l eː n	
957-4				z n	
728-4				l a ŋ	
244-4				n e m ə n	
289-4				n ai s	
911-4				z eː s	
724-4				d	
145-4				f	
992-4				h	
1181-4				h e n	
706-4				o g	
106-4				f a l d	
421-4				f l au	
227-4				f au t	
920-4				h ai	
1083-4				h au ə n	
1066-4				ai s	
1125-4				z y n	
1197-4				m a d d	
473-4				n r	
284-4				n eː z	
661-4				v a n	
701-4				r au	
315-4				r u n ə n	
1169-4				z a l t	
1150-4				ʃ au l s	
982-4				z i s	
987-4				z ə	
1055-4				ʃ t ai s	
1130-4				z i k	
433-4				z eː l	
585-4				d y	
625-4				t a n	
1186-4				z r n	
814-4				ɛ l	
416-4				v ai s	
1233-4				v y n d	
884-4				v eː r m	
78-4				b l iː	
514-4				b l n	
116-4				eː s	
188-4				f a ə	
745-4				f a n d	
1100-4				f r r s	
630-4				z n z au z t	
1155-4				f aː l	
24-4				n ai s	
232-4				n au n	
671-4				r ai s	
560-5					w i oː n
438-5					w l u i
1222-5					k r
353-5					p oː s k a
201-5					p e n r
20-5					k u l e
503-5					p l aː
957-5					s n u
728-5					s a au u
244-5					n a m i n
289-5					n u w i
911-5					w e t aː
724-5					t r iː a
145-5					k lː
992-5					k aː
1181-5					k ae n oː
706-5					m r t
106-5					p aː m r
741-5					p i lː
421-5					f l o r r
227-5					p oː t
920-5					k r r i n
1083-5					k r r n u
1066-5					d l
1125-5					d n n u
1197-5					m a m r
473-5					n oː w i
284-5					n u s u
661-5					s n
701-5					s oː eː
315-5					s aː n u
1169-5					s u l a
982-5					s eː s
987-5					s n u
1055-5					s t i g n
1130-5					s u au u
433-5					s eː l u i t
585-5					t uː
625-5					s a b u
1186-5					s eː n u
814-5					w e r
416-5					k iː d
1233-5					w e n u
884-5					w e r m
916-5					
1016-5					a n m a l a
952-5					a t
78-5					b l a s
1079-5					w i d
116-5					s t u
188-5					p b e n
745-5					p a p i u
47-5					k m a n a
111-5					l a o r
1061-5					m a n d aː n u
630-5					n b u u e
1155-5					k u t s
24-5					n u s i
232-5					n u n
343-5					w ae l i t
