COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³¹						
4-1	l ɔ ⁵						
18-1	n l ɔ ŋ ³						
19-1	n j ɔ ³						
44-1	l ɔ ʔ ³¹						
50-1	n au ŋ ⁵						
62-1	n ɔ ʔ ⁵³						
70-1	d w ɨu n ³						
75-1	n j ɔ ʔ ³¹						
97-1	tʃʰ ɔ ŋ ⁵						
112-1	ʃ ɔ ⁵						
122-1	n j ɔ k ⁵⁴						
127-1	g u i ³¹						
132-1	j ɔ ʔ ³¹						
133-1	n au ³¹						
135-1	n au ³¹						
142-1	d z ɛ i ³¹						
143-1	n ɔ ʔ ³¹						
149-1	ʔ ɔ ³						
152-1	n ɔ ʔ ³						
157-1	b ɔ ⁵						
183-1	ʔ u ³						
184-1	n ɔ ḭ t ⁵⁴						
185-1	tsʰ ɔ m ³						
189-1	n j ɔ ʔ ³¹						
192-1	n ɔ ³						
195-1	n ɔ ⁵						
200-1	ɔ ŋ ³						
216-1	s w ɛ ŋ ⁵						
218-1	l ɔ ʔ ³¹						
225-1	s ɔ ŋ ³						
235-1	kʰ j au ³						
244-1	s a ɛ ³¹						
253-1	n i ³¹						
270-1	n j ɛ ³¹						
278-1	n j i ŋ ³						
279-1	a ɔ ³¹						
285-1	d j a n ³						
308-1	d ʃ ɔ ³						
322-1	m j i ³						
325-1	kʰ au ⁵						
337-1	n j a̰ ŋ ³						
341-1	d ʃ ɔ ³						
347-1	s j ɔ ʔ ⁵⁴						
362-1	j ɔ ³						
391-1	j ɔ ³						
394-1	n ɔ ʔ ³¹						
397-1	d ei ³						
443-1	n j ɔ p ³						
460-1	n ɔ ʔ ⁵³						
463-1	j ɔ ³						
464-1	tʰ ɔ ŋ ³						
473-1	l ɔ ŋ ³²						
476-1	k j ṵ k ⁵⁴						
481-1	d ɔ ³						
494-1	g ɔ ³						
496-1	n j ɨu ŋ ⁵						
516-1	w ɔ ⁵						
1-2		m a ³					
4-2		l a ³					
18-2		m a ³					
19-2		m a ³					
44-2		l a ʔ ⁵²					
50-2		m a̰ ³					
62-2		n a ⁵²					
70-2		p k a ŋ ²³					
75-2		m j a ³					
97-2		a ŋ ³					
112-2		kʰ a ³					
122-2		m j a ³					
127-2		k a i ³					
132-2		l a ʔ ³					
133-2		n a ³					
135-2		n a ³					
142-2		t p i i ³					
143-2		n a ʔ ²³					
149-2		n a ³					
152-2		n a ³					
157-2		p a ³					
183-2		ʔ a					
184-2		n j k ⁵² ⁵²					
185-2		j a ²³					
189-2		m j a ⁵²					
192-2		n a ³					
195-2		n a ³					
200-2		a ²³					
216-2		m a ŋ ²³					
218-2		j a ⁵²					
225-2		n a ŋ ²³					
235-2		k j a ³					
244-2		m a i ³					
253-2		m a ⁵²					
270-2		m a ³					
278-2		m a ŋ ³					
279-2		k a a ³					
285-2		p j a̰ m ³					
308-2		p j a ³					
322-2		m i ³					
325-2		k a ³					
337-2		m j a ŋ ³					
341-2		a ⁵²					
347-2		m n a ʔ ⁵²					
362-2		k l a ³					
391-2		n a ⁵²					
394-2		m a ⁵²					
397-2		t a ³					
443-2		m j a ³					
460-2		n a ⁵²					
463-2		k l a ³					
464-2		ts a ŋ ³					
473-2		s a m ²³					
476-2		k j a ³					
481-2		t a ³					
494-2		k a ⁵²					
496-2		m a̰ ŋ ³					
516-2		a a ³					
1-3			m au ³				
4-3			l ɔ ³				
18-3			m u ŋ ³				
19-3			n j e ³				
44-3			l ɔ ʔ ³				
50-3			m j au ŋ ³¹				
62-3			s ɔ̃ ʔ ⁵³				
70-3			b w e ŋ ⁵²				
75-3			m l ɔ̃ ³				
97-3			a ŋ ⁴				
112-3			ʃ ɔ ⁴				
122-3			m j ɔ̃ ʔ ³²				
127-3			kʰ a e ⁵³				
132-3			j ɔ ʔ ³				
133-3			n j au ³				
135-3			n au ³				
142-3			d z e e ³				
143-3			n ɔ ʔ ³				
149-3			w u ⁵				
152-3			n e ³				
157-3			b ɔ ³				
183-3			w ɔ ³				
184-3			n ɔ̃ ʔ ⁵³				
185-3			tsʰ a m ³				
189-3			m j ɔ ʔ ³				
192-3			n ɔ̃ ³				
195-3			n ɔ ⁴				
200-3			g au ³				
216-3			s oi ŋ ⁴				
218-3			l ɔ̃ ʔ ³				
225-3			s o ŋ ⁴				
235-3			kʰ j u ³²				
244-3			s ɛ e ³				
253-3			m j e ³¹				
270-3			m j u ³				
278-3			m j u ŋ ³				
279-3			ɛ ɔ ³				
285-3			j æ ŋ ³²				
308-3			b j ɔ ⁵³				
322-3			m j e ³				
325-3			kʰ au ³				
337-3			m j u ŋ ³				
341-3			d z ɔ ⁴				
347-3			s w oi ʔ ⁵³				
