COGID	Albanian	English	French	German	Latin
560-1	m r m r				
438-1	y ə a				
1222-1	f f				
353-1	p e ʃ ɟ				
201-1	r r a r				
20-1	k r θ ʃ				
503-1	p m r				
957-1	e ə				
728-1	ɟ y ʃ				
244-1	e m				
289-1	ʃ m t				
911-1	r r d ʃ a				
724-1	t ə r				
145-1	d m r				
992-1	k r				
1181-1	k r a				
741-1	p r k				
1150-1	a ʃ r t r				
585-1	t m				
814-1	m r ə r				
916-1	t				
1079-1	r r				
630-1	y				
343-1	m j t j r				
8-1	ʃ r d n r				
385-1	ʃ				
683-1	k ə n o t				
650-1	ɟ r a y				
612-1	f e m y				
871-1	d r a t p y				
667-1	ɟ r m o y				
527-1	m θ θ				
499-1	e y				
1029-1	m e y				
336-1	p d r ɟ r				
198-1	m r e				
164-1	ʃ m j ə o				
560-2		m ai m r			
438-2		u r			
1222-2		ai m			
353-2		p ɪ s h			
201-2		f ai n f			
20-2		h ɛ r			
503-2		p ɪ l			
957-2		ɪ n			
728-2		l a ŋ			
244-2		n ɪ m n			
289-2		n f t			
911-2		ɪi f r l			
724-2		d r ai			
145-2		a u o			
992-2		h o			
706-2		au			
106-2		d ɛ d ə r			
741-2		d m h t			
421-2		v l ʊ m			
227-2		d ʊ t			
920-2		h d r			
1083-2		h a r n			
1066-2		ɪ f			
1125-2		k n ɪ			
1197-2		m d ə r			
473-2		n ai m			
284-2		n a s			
661-2		ai n			
701-2		r u m r			
315-2		r r n			
1169-2		s a l			
1150-2		s h r ai			
982-2		s ɪ r			
987-2		s n ɪ			
1055-2		s d ai r n			
1130-2		s au n			
433-2		s ai n			
625-2		ɪ u ŋ ə			
1186-2		a a n			
416-2		w			
1233-2		w ɪ n			
884-2		w r m			
1016-2		ɛ ɪ ai ɛ ɪ			
952-2		ɛ			
78-2		v l a s			
514-2		v r ai n			
116-2		ɛ t			
188-2		p ɛ r h			
745-2		p ə ð ə r			
1100-2		f r f t			
47-2		ɪ ai ai o			
111-2		ɪ ɛ h			
1061-2		ai n			
24-2		n ɪ f t			
232-2		n ʊ n h			
671-2		r ɛ f t			
385-2		s ɪ			
945-2		s a m n			
644-2		h l			
1041-2		s d o			
492-2		d ai n			
1209-2		m θ ai ɔ			
527-2		w θ t r			
14-2		g ɛ l v			
1-2		a l			
915-2		n d			
271-2		a s ə			
711-2		v ai t			
1112-2		v l ʊ d			
205-2		v r t d			
