COGID	1	10	2	3	4	5	6	7	8	9
2689-1	s a m a									
893-1	a z z a									
1285-1	n ŋʰ a									
1303-1	g ɔ m á									
2197-1	j a l a									
2828-1	s i z a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	k á l a k g									
3207-1	j ʊ l a									
3519-1	t ʊ m a									
3686-1	j j j z									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	j ʊ n i									
630-1	β ɛ l l n									
814-1	g ɔ m j j									
1216-1	k a β a									
1228-1	j ŋʰ a									
1418-1	j i m a a a									
1475-1	g ɲ a									
2026-1	t w β									
2775-1	β ʊ m j a									
3397-1	β ɔ l ɔ									
3826-1	z ɔ k a									
4003-1	j β j a									
4040-1	g j n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	j ʊ g ʊ									
116-1	j i k a									
181-1	g ɔ k g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ g ɔ ɔ									
660-1	l ɛ l a									
848-1	k á l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	ŋʰ a									
1350-1	l j a									
1374-1	n z a n l									
1396-1	j ɔ β ʊ									
1430-1	i s b									
1666-1	t á n ɔ									
1767-1	k ɔ k ɔ									
1906-1	i k f i l a									
2177-1	ŋ g a p									
2286-1	l a									
2317-1	β ʊ β a									
2419-1	s β k a									
2750-1	j j s									
3018-1	j i l a									
3275-1	k á a z									
3441-1	s á k g a a									
3464-1	β ɔ n a									
3639-1	t ɛ t ɛ m ɛ l									
3885-1	dʒ ʊ m ɔ									
3981-1	i j m a									
4192-1	j i m j a									
4260-1	s ŋʰ a									
4350-1	l β ɛ l ɔ									
43-1	j i m ɛ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	l n l a									
459-1	l u m a									
508-1	β ɔ dʒ ʊ									
528-1	β i l i									
575-1	t a									
871-1	t á m a									
1137-1	s i k ʊ									
1339-1	t w i									
1585-1	a l a									
1712-1	dʒ ʊ l ɔ									
1872-1	p a									
2088-1	β h j a									
2166-1	u m β m a									
2334-1	dʒ i k ɔ									
2393-1	m l ɲ a									
2537-1	l ɔ b ɔ									
2665-1	i n g i i									
2738-1	β β l l n									
2872-1	k ɔ s i									
2893-1	j i k ʊ a									
2997-1	g a s s a									
3075-1	g ʊ l ʊ β ɛ									
3675-1	l á s l l n									
4028-1	β ɲ ɛ									
4137-1	m i l a									
4238-1	s z b s i									
4316-1	t á t ʊ									
4429-1	a s á a									
4440-1	β i l i									
4485-1	s ʊ									
4574-1	dʒ á a l l									
4688-1	á ɛ									
143-1	β ʊ									
240-1	ɔ g a a									
388-1	t m n a									
401-1	d a									
599-1	t á m m i i									
649-1	l ɛ ɛ t a									
755-1	g ʊ l a									
836-1	s ʊ m j i									
969-1	ɲ s a									
994-1	t ɛ l ɛ k a									
1006-1	ɛ u g g ʊ									
1032-1	k ɔ l ɔ l a									
1043-1	β a l a									
1110-1	t ɛ m a									
1263-1	t á h a									
1273-1	l ɔ ɔ t a									
1329-1	i k a l									
1362-1	g i									
1606-1	ɔ ɔ ɔ									
1617-1	j i k ɔ									
1629-1	k w i									
1744-1	i β a a									
1895-1	dʒ a									
1917-1	dʒ ʊ m a									
1969-1	m m m a									
1989-1	s a g a									
2037-1	k g p b a									
2128-1	g m m b ɛ									
2186-1	g a n a									
2483-1	g l ʊ ʊ									
2592-1	l ɔ l a									
2615-1	d a									
2700-1	g k g a a									
2784-1	k u l i									
2797-1	ɔ m z ʊ									
2884-1	m j j a									
2904-1	k ɛ n n a a									
2972-1	s ɛ									
3030-1	l i p									
3148-1	i t a									
3160-1	l u t a									
3261-1	t f t f									
3364-1	j ɔ t a									
3385-1	s i									
3419-1	t ɛ									
3430-1	ʊ ɲ ʊ									
3583-1	n ɔ l a									
3664-1	β ɛ k a									
3706-1	t á n d á ɔ									
