COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
552			z ɨ		z ɨ x	z ɨ n t u	z ɨ	z ɨ	z ə			z i	z i	z i			ʔ ɨ zː i	z i	
249	n ə tʃʼ ʃ ɨ n k u r t	z a h ʃ u n k u r t																	
566										r o g i					r a n dʒ i			r a n dʒ i	
320															w ə z ə n ə			w ə z aː n	w ə z ə n ə
435													ʔ ɨ n kʼ a tʃː e		ʔ ɨ n kʼ a tʃː ə			ʔ ɨ n kʼ a tʃː e	
250	t ə w ə	t ə w ə	w ə t e		w ə t e		t a b o t	w ə t e			ʔ ə t ə ʔ u t			w ə t e					
219			g ə p a t		g ə bː a t		g ə pː a t	g ə p a t	g ə p a t		g ə p a d		g ə bː a t	g ə bː a t					
410	kʼ a r ɨ j a		kʼ a r e	kʼ a r e ʔ	kʼ a l e		kʼ a r ɨ j a	kʼ a r i				kʼ a r ɨ j a	kʼ a r i j a	kʼ a r e					
319															d u m			d u m i	
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
327	dʒ ɨ b	dʒ ɨ b				z ɨ ʔ b											z ɨ b ʔ i		
352									s i j a		s i j a								
629															ʔ o ʃ t			h oi̯ t	h oi̯ t
534	l a b	l a b																	
471										ʔ uː g a					ʔ u n g a			ʔ u n dʒ ə	ʔ uː n dʒ ə
390						j ɨ ʔ ə z e										ʔ a z e	ħ ɨ z i		
422				d a ʔ ə		g a ʕ t					d a ʔ a					g a ʕ t			
561								h a t a							h a tː ai̯				
110	d ə r ə t		d a t a	d a tː ə	d a dː a		d a tː a		d a tː ə		d a t a	d ə r ə t		d a dː a					
333	m ɨ sː ɨ r	m ɨ sː ɨ r				m ɨ sː ɨ r				m i sː i r		m ɨ ʃ ɨ r ə			m ɨ ʃ ɨ r	m ə s ɨ r		m ɨ s r	m ɨ ʃ ɨ r
449	ʔ a j ə	x a j e	ʔ a ʒ ə	ʔ a ʃː ə m	ʔ a ʒː ə m		ʔ a ʃː ə m	ʔ a ʒ ə			ʔ a ʒ ə	ʔ a ʒː ə	ʔ a ʒː ə	a ʒː ə m	ʔ a n ʒ ə				
258						kʼ w ɨ n s ɨ l										ħ a ʃ i l			
340			g w ə n tʃ ə	g o n tʃ ə	g w ə tʃ ə		g w ə n tʃ ə	g o n tʃ ə	g w ə n tʃ ə		g o n tʃ ə	g ə tʃ ə	g w ə tʃ ə	g ə tʃ ə					
213	ʔ a r aː ʃ	ʔ a r aː ʃ								ħ a r aː ʃ i		ʔ a r a ʃ	ʔ a r a ʃ		ʔ a r aː ʃ i	ħ ə r ə s t ai̯	ħ a r ə s t ai̯	ʔ a r a ʃ	ʔ a r aː ʃ i
178						ʔ a d g										ʔ a d ɨ g	ʔ a d g i		
413	g ə n f o	g ɨ n f o										g ə n f o					g ə n f o		
608			g a z				g a z	g a z			g a z			g a z					
536	j a				z a							z a	z a	z a					
609			ʔ ɨ x a	ʔ ɨ x ə	ʔ ɨ x a		ʔ ɨ x a	ʔ ɨ x a	ʔ i x a		ʔ ɨ x a	j i g a	ʔ ə g a	ʔ ɨ g a					
338			n ə m ɨ r		b ə m ɨ r		m ə m ɨ r	n ə m ɨ r	m ə m a r			m ɨ n k o m	b ə m ɨ n	b ə mː ɨ n				m ɨ n a k o	
15			ʔ ɨ nː ɨ m	h ɨ n ʔ e d i	ʔ ɨ nː ɨ m		ʔ ɨ nː ɨ m	ʔ ɨ nː ɨ m	ʔ ɨ nː ɨ ʔ		ʔ ɨ nː ə		ʔ ɨ nː ɨ m	ʔ ɨ nː ɨ m					
254		dʒ u m a ʔ a	dʒ i m a t				dʒ ɨ m a t	dʒ ɨ m a t	dʒ i m ʔ a t	dʒ u m ʔ a	dʒ ɨ m ʔ a t				dʒ i m a t	dʒ ɨ m a t		dʒ i m a t	dʒ i m ə t
578															ʔ u x u n			ʔ u h u n	
30										ħ a tʃʼ i					tʃʼ ɨ n			tʃ ɨ n	
113	b u nː a	b u nː			b u n a	b u nː a			b u n o	b u n		b u n a			b u n o	b u n	b u n	b u n o	b u n a
423				d ɨ j ə							d ɨ j ə								
554				w a							w ə d a								
389						t ə s ʕ ə tː u										s ɨ ʕ	t ɨ ʃ ə ʕ a t ə		
455		x ɨ j ɨ m a	ʔ e m a		ʔ e m a		ʔ e m a	ʔ e m a					ʔ e m a						
344			kʼ ə s ə m	kʼ ə s ə m	kʼ ə s ə m		kʼ ə s ə m	kʼ ə s ɨ m	kʼ ə s ə m		kʼ ə s ə m		kʼ ə s ə m	kʼ ə s ə m					
153	w ə sː ə n ə		w ə w ə sː ɨ n				w ə s n o t				w ə sː ɨ n	w o w o sː ɨ n	w ə w ə sː ɨ n	w ə w ə sː ɨ n			w ə sː ə n ə		
246	ʔ a r b					ʕ a r b											ʕ a r b i		
277															ʔ ɨ d ə g o t			ʔ a d ə g ə	ʔ a d ə g ə
253		ʔ ɨ n dʒ e d e l o																	dʒ eː d aː l ə
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
446	m ə n g ə d					m ə n g ə d											m ə n g ə d i		
