COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	g a m ə l a																		
112-1	d a b ə n a																		
331-1	n ɨ g u s																		
377-1	b ə kʼ ʔ o																		
381-1	ʔ a w																		
417-1	r u j																		
451-1	s ə b a																		
454-1	ʔ a tʃʼ i r																		
484-1	s ɨ kʼ ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s o s t																		
593-1	ʔ a m u s																		
640-1	m a ə																		
1-1	tʼ ə bː ə r ə																		
65-1	tʼ u b																		
212-1	ʔ ə n																		
244-1	ʔ a r b t																		
248-1	m u l a																		
293-1	f ə r ə j																		
373-1	kʼ ɨ m a l																		
408-1	b ə r a																		
414-1	tʼ ə bː a kʼ lː a																		
601-1	ʔ ə r o																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	ʔ ə kʼ a																		
209-1	s ə kʼ u																		
242-1	ʔ a kʼ ɨ s t																		
415-1	j ɨ n a b																		
450-1	j ə r																		
490-1	tʼ ə bː b																		
638-1	s ɨ r ə																		
645-1	kʼ a l																		
160-1	tʼ ə r ə kʼ																		
208-1	ʔ a n kʼ b ə																		
214-1	ʔ a bː																		
378-1	ʔ a n g ə t																		
379-1	ɲː ə tʼ ə																		
409-1	g ə t ə r																		
598-1	tʃʼ t t																		
646-1	ʔ a tʃʼ ə																		
210-1	ɲː ə tʃʼ a n r ə																		
215-1	ʔ a tʼ ə w ə																		
285-1	m ɨ tʼ a tʼ																		
332-1	ʔ ə g ɨ r																		
380-1	ʔ a tʃʼ u																		
412-1	s a h a n																		
64-1	tʼ a bː o																		
67-1	t ɨ r																		
251-1	f ə kʼ																		
294-1	m u kʼ kʼ																		
597-1	ʔ ə m ə ə																		
7-1	ʔ a l g a																		
158-1	kʼ ə m i s																		
372-1	fː ə n f ə r																		
374-1	ʔ ə kʼ o lː o																		
375-1	s ə b																		
411-1	t ə r a s																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	m ə l fː a m a																		
113-1	b u n a																		
330-1	kʼ ə l d																		
448-1	kʼ ə tʼ a h s ə h ʔ ə w																		
449-1	ʔ a fː ə																		
491-1	d ɨ n g ə t																		
596-1	h ə g ə																		
4-1	g i n ɲː ə																		
8-1	kʼ ə r ə w o																		
106-1	m ə s a																		
290-1	ʔ a g ə j ə																		
489-1	w ə r tʃʼ f kʼ a																		
602-1	m ɨ n																		
2-1	h u lː ɨ																		
3-1	kʼ ɨ r ə																		
213-1	ʔ a r a s																		
486-1	n ə tʼ ə kʼ ə																		
647-1	t ə t a t																		
10-1	tʼ ɨ kʼ b r																		
110-1	a s a																		
152-1	ʔ a zː o																		
211-1	m ɨ s ə t																		
328-1	s ə g ə b ə																		
333-1	m ɨ s ɨ r																		
334-1	ʔ a n b ə ʃː a																		
410-1	kʼ a r ɨ																		
540-1	l ə bː a																		
109-1	g u n tʃʼ ə																		
61-2		d ə m																	
63-2		x a tʼ ɨ m																	
107-2		g a m ə l a																	
112-2		d a m ə n a																	
331-2		n ɨ g u s																	
377-2		b ɨ kʼ t ə																	
381-2		x a d																	
417-2		r u e																	
451-2		s ə b a t																	
454-2		x a tʃ e r																	
484-2		s ɨ s ɨ s t																	
535-2		x a s ɨ r																	
543-2		s o s t																	
593-2		x a m u s																	
640-2		m a ə																	
1-2		d ə h ə r ə																	
65-2		tʼ u b																	
163-2		s ə tʃ ə																	
212-2		x ə n																	
244-2		x a r a t																	
248-2		m ɨ l ɨ																	
293-2		f ə r ə e																	
373-2		kʼ ɨ m ə l																	
408-2		b ə r ə																	
414-2		d ɨ b a kʼ h																	
642-2		n ɨ f ə s																	
60-2		n ə f ə s ə																	
115-2		x ə m a																	
209-2		s ɨ m u h																	
242-2		x a m ɨ s t																	
415-2		e ɨ n a m																	
450-2		e ə r																	
490-2		tʼ ə b ə																	
645-2		kʼ a l																	
