COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
897					l z̪ ɑ	l z̪ ɑ	
399	b ɑ				b ɜ	b ɜ	
330	g o b i	g o b i	g o b i				g o b i
1380			d̪ i		d̪ i	d̪ i	
1676	kʰʲ ɑ ŋ	kʰʲ ɑ ŋ	kʰʲ ɜ ŋ	kʰʲ ɑ ŋ	kʰʲ ɑ ŋ	kʰʲ ɑ ŋ	
566			ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	
375			k ɜ p ɽ ɑ	k ɜ p ɽ ɜ			
1348		ʑ ɪ n̪ d o	ʑ ɪ g d o	dʑ i n̪ d o	ʑ ɪ n̪ d o	ʑ ɪ n̪ d o	
797		x ɛ n̪	xʲ ʊ n̪	xʲ u n̪	x ɛ n̪	xʲ ʊ n̪	
65	k o s̪	k o s̪	k o s̪	k o s̪	k o s̪	k o s̪	k o s̪
947				kʰ ɜ p ɜ k	kʰ ɑ b ɜ k	kʰ ɑ b ɜ k	
1364		ɸ tɕ u	ɸ tɕ u	ɸ tɕ u	ɸ tɕ u	p ɕ tɕ u	
1347	s̪ ȵ ɜ m ɜ						ɕ ȵ ɑ ŋ m ɑ
163	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɜ	ŋ ɑ
1339	ȵ i m ɑ	ȵ i m ɑ	ȵ i m ɑ	ȵ i m ɑ		ȵ i m ɑ	ȵ i m ɑ
172		t̪ʲ o k		t̪ o k		t̪ o k	
939		ɑ ŋ o	ɜ m o	ɑ ŋ o	ɑ ŋ o	ɑ ŋ o	
988	s̪ o ŋ ɑ		s̪ o m ɑ				s̪ o m ɑ
34		s̪ t̪ r̪ ɜ k s̪		s̪ t̪ r̪ ɜ k s̪		s̪ t̪ r̪ ɜ k s̪	
111	ŋ ĩ t̪ ɑ̃ s̪	ŋ ĩ t̪ õ s̪	ŋ ĩ t̪ ɑ̃ s̪	ŋ ĩ t̪ ɜ̃ s̪	ȵ ĩ t̪ ʔ õ s̪	ȵ ĩ t̪ ɜ̃ s̪	ŋ ĩ t̪ ɑ̃ s̪
1239	m o	m o	m o	m o	m o	m o	
481		b ɛ ŋ g ɜ n̪	b ɛ ŋ g ɜ n̪		b ɛ ŋ g ɜ n̪		
1405	ɾ i ŋ ɑ	ɾ i ŋ ɑ				ɾ i ŋ ɑ	
1521				ʐ o ŋ	ɖʐ o ŋ	ɖʐ o ŋ	
144	pʰ u ɾ s̪	pʰ u ɾ s̪	pʰ u ɾ s̪	pʰ u ɾ s̪	pʰ u ɾ s̪	pʰ u ɾ s̪	pʰ u ɾ s̪
1184		h ɜ n̪ d o q	h ɜ n̪ d o q	h ɜ n̪ d o q	h ɜ n̪ d o q	h ɜ n̪ d o q	h ɑ n̪ d o q
946	kʰ ɑ	kʰ ɑ	kʰ ɑ				kʰ ɑ
88	ɾ gʲ u k s̪	b gʲ u k s̪	β gʲ ʊ k s̪	b gʲ u k s̪	β gʲ u k s̪	b gʲ u k s̪	
600	pʰ u	pʰ u					
726	l̪ tɕʰ o	l̪ tɕʰ o	l̪ tɕʰ o	l̪ tɕʰ o	l̪ tɕʰ o	l̪ tɕʰ o	
1684	kʰ i t̪ ɜ ŋ	kʰ i d ɜ ŋ	kʰ ɪ t̪ ɜ ŋ	kʰ i d ɜ ŋ	kʰ i t̪ ɜ ŋ	kʰ i t̪ ɜ ŋ	
136	s̪ o ŋ s̪	s̪ õ s̪	s̪ o ŋ	s̪ o ŋ	s̪ õ s̪	s̪ o ŋ s̪	s̪ o ŋ
199				ʈʂ ɪ m o q	ʈʂ ɪ m o q	ʈʂ ɪ m o q	
358	pʰ r̪ u	pʰ r̪ u	pʰ r̪ u		p l̥ u	p l̥ u	pʰ r̪ u
1406		tθʰ o q	tθʰ o q	tθʰ o q	tθʰ o q	tθʰ o q	
