COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a n a a									
1285-1	n w a									
1303-1	g ɔ m a									
2197-1	z a l a									
2828-1	z i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	k a l a a ŋ a									
3207-1	f ʊ l a									
3519-1	t ʊ m a									
3686-1	i i m m a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	n u n i									
630-1	β ɛ ɛ ɛ ɛ									
814-1	g ɔ m m ɛ a									
1216-1	g a β a									
1228-1	m w a									
1418-1	z i m a									
1475-1	g w a									
2026-1	t w ɛ									
2775-1	β ʊ m m a									
3397-1	β ɔ l a									
3826-1	z ɔ k a									
4003-1	i β β a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	u ʊ ŋ ʊ									
116-1	j i k a									
181-1	g ɔ ŋ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
2689-2		ɲ a m a								
893-2		a n a								
1303-2		ŋ o m a								
2197-2		s a l a								
2828-2		s i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a p ŋ a								
3207-2		v u l a								
3519-2		t u m a								
3686-2		i i m m a								
4249-2		k u m i								
4451-2		w i s i								
448-2		n n n i								
630-2		w e e l e								
814-2		ŋ o m m e								
1216-2		g a v a								
1228-2		b w a								
1418-2		s i m a								
1475-2		ŋ w a								
2026-2		t w e								
3826-2		s o k a								
4003-2		i w v								
4373-2		l i m i								
4384-2		i n o								
84-2		u l u u								
116-2		w i k a								
419-2		l o g a								
587-2		o o ŋ o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
2689-3			ɲ a m a							
893-3			a n a							
1285-3			n w a							
1303-3			k o m a							
2197-3			s a l a							
2828-3			s i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n e							
1789-3			x a l a a k a							
3207-3			β u l a							
3519-3			r u m a							
3686-3			ìì m b a							
4249-3			x u m i							
4451-3			β i s i							
448-3			n o n i							
630-3			β e e l e							
1216-3			k a β a							
1228-3			b w a							
1418-3			s i m a							
1475-3			k w a							
3397-3			β o l a							
4003-3			i β a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			g o l k o							
419-3			l o k a							
587-3			o l k o							
