COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
32				j o k e	j oː k e					
206						m t i			m iː	
251	b i tɕ i n a								b i ɕ i n u	
86			s iː b o							s i pː o
184	u a ts ɨ					u m a ts ɨ				
13			o i d o ɴ				o r a r a	o r a tɕ i		
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
235	x j a s i		i k e ɴ						ts aː	
360	ʔ i kː j a s a r i								ʔ i ɴ ts a s a ɴ	
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
386						m a tː oː β u			m a tː oː b a	
85	z u b u					dz uː			z uː	
123			k uː				k uː	k uː		
384	m a sː ɨ g u	m a sː u g u d u a	m a sː u g u	m a sː u g u	m a sː u ŋ u n a			m a sː u g u		m a sː u ŋ u n a
244	x u m a					k o m a n			k u m a	
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
331	u θ u					b u t u		o tː o	u t u	
203			s a m i		s a b ui		s a b iː	s a m ui		s a m ui
307		m i	m iː	m i	m iː		m i	m i		m i
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
290			t e		t eː				t iː	
431		n o m u		n o m u						
90		ts u b u r i							ɕ i b u r u	
159				j a r u			j a r u	j a r u		
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
23	ʔ a r a ɴ					a r a ŋ				
287	h a g i	h a g i				k a r a p a dz ɨ				
-260	θ ɨ ɴ		t e i ɴ		t e ɴ	t i n	t e ɴ	t e ɴ dʑ i k u	t i ɴ	
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
345	w a r a b ɨ					j a r a b i			w a r a b i	
403		h oː r u		h oː r u	h o r u					
429	x a z a m u r i		k a i z u ɴ						k a dʒ a ɕ u ɴ	
11	w a x j a	w a r e ɴ i s a				b a n t iː			w a tː aː	
437					k o w a ŋ a r u					k o w a ŋ a r u
106						p ɨ s a			h w i ɕ a	
248	ʔ a m a								ʔ a m a	
306	n a r i					n a ɭ			n a i	
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
34	ɕ o g o ɕ a ɴ					u k aː ʃ a				
158					a ŋ e r u					a ŋ e r u
269	ʔ i x i	i k e		i k e			e k e	i k e		
427							k a ŋ u	k a g u		k a ŋ u
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
343		k oː r u	k oː	k oː r u	k oː r u		k oː r u	k oː r u		k oː r u
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
211				eː	eː		eː	eː		iː
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
